codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,escalas,clase
550529,JosOolucero@viajes.cl,51740,Ávila,TARRAGONA!!!,99,3558,282000,"Singapore Airlines","{Manresa,Albacete}","Clase ejecutiva"
550531,stgrchli@viajes.cl,67814,Cartagena,Vigo,95,662,181000,"LATAM Airlines",{},"Clase económica"
550532,jucOocesa@viajes.cl,16737,Vigo,"Dos Hermanas",26,841,35000,"Qatar Airways",{Calahorra},"Clase económica"
550553,srsasequ@viajes.cl,98538,Toledo,"Talavera de la Reina",68,2135,86000,"Ethiopian Airlines",{},"Clase ejecutiva"
550558,sra.7947@viajes.cl,22993,"Talavera de la Reina","Mollet del Vallés",79,1212,109000,"Air New Zealand",{},"Clase económica"
550560,ignacio7232@viajes.cl,23396,"mollet del vallés#",León,65,162,118000,WestJet,{},"Clase económica"
550602,MarOAaresOondez@viajes.cl,28653,Orense,Badalona,43,1544,92000,"Etihad Airways",{Cádiz},"Clase ejecutiva"
550588,BenjamOAnmatos@viajes.cl,20461,Valladolid,BADALONA!!!,91,2060,144000,"Southwest Airlines",{},"Clase económica"
550589,inOos9109@viajes.cl,80366,badalona#,Córdoba,61,247,89000,Iberia,{},"Clase económica"
550592,MarOAaviera@viajes.cl,83194,Córdoba,"Ciudad Real",31,216,62000,"Wizz Air",{},"Clase económica"
550603,susana5212@viajes.cl,34767,Badalona,León,81,4016,336000,KLM,"{Alicante,Algeciras,Cartagena,Gecho}","Primera clase"
550607,SamuelvOesquez@viajes.cl,92716,Madrid,GUADALAJARA!!!,58,3388,210000,"Spirit Airlines","{Albacete,Albacete,Granollers,Cartagena}","Clase ejecutiva"
550608,MarOAagaona@viajes.cl,89054,Guadalajara,"Santiago de Compostela",27,1053,89000,Avianca,"{""Torrejón de Ardoz""}","Clase económica"
550611,MarOAahenrOAquez@viajes.cl,66935,Lérida,VIGO!!!,31,3875,334000,Aeroméxico,"{Torremolinos,Málaga,León}","Primera clase"
550618,alicia3564@viajes.cl,51285,Vigo,Móstoles,22,1333,82000,Vueling,{Huelva},"Clase económica"
550619,sra.1484@viajes.cl,29854,móstoles#,Segovia,63,1483,193000,Iberia,{Sevilla},"Clase económica"
550621,daniela3887@viajes.cl,31324,"san sebastián#",Alcoy,61,1212,117000,JetBlue,{},"Clase económica"
550640,timoteo1196@viajes.cl,6726,Valladolid,Mijas,19,799,95000,JetBlue,{},"Clase económica"
550649,stmateseag@viajes.cl,9531,Telde,Benidorm,52,1349,123000,"Air New Zealand",{Cartagena},"Clase económica"
550679,Robertovanegas@viajes.cl,76998,Getafe,COSLADA!!!,50,1365,61000,EasyJet,{Sagunto},"Clase económica"
550685,elsa5633@viajes.cl,81891,Coslada,"CIUDAD REAL!!!",78,2371,241000,"Ethiopian Airlines","{Huelva,Toledo}","Primera clase"
550687,Timoteoespinosa@viajes.cl,45469,Cuenta,Baracaldo,87,2589,171000,"Frontier Airlines","{Pamplona,Salamanca}","Primera clase"
550693,Hugoelizondo@viajes.cl,74683,baracaldo#,Gecho,89,3331,218000,"Copa Airlines","{Estepona,Gijón,Gijón,""Las Palmas de Gran Canaria""}","Primera clase"
550708,srmadecaalpo@viajes.cl,90281,"Alcalá de Henares",Gandía,69,3809,457000,Ryanair,"{Vitoria,Rubí,""Santiago de Compostela"",Puertollano}","Primera clase"
550736,teodoro2247@viajes.ceele,17630,"Santiago de Compostela",LINARES!!!,8,1495,151000,WestJet,"{Alcoy,Guadalajara}","Clase ejecutiva"
550737,ramiro1907@viajes.cl,99384,linares#,"LA LíNEA DE LA CONCEPCIóN!!!",64,185,34000,EasyJet,{},"Clase económica"
550738,Manuelavega@viajes.cl,28234,"La Línea de la Concepción",Mataró,85,3835,258000,"Delta Air Lines","{Ponferrada,Móstoles}","Primera clase"
550746,bernardo9219@viajes.cl,69475,Móstoles,Ceuta,91,645,83000,"Turkish Airlines",{},"Clase ejecutiva"
550748,straalna@viajes.cl,81867,Ponferrada,Viladecans,66,1300,72000,Iberia,{Reus},"Clase económica"
550754,Miguelregalado@viajes.cl,62060,Marbella,Alcoy,69,4201,489000,Qantas,"{Ferrol,Mataró}","Primera clase"
550757,Jacoborosales@viajes.cl,43239,Parla,Vigo,88,2267,200000,"Ethiopian Airlines",{},"Primera clase"
550758,grmuca@viajes.cl,3551,"Torrejón de Ardoz",Viladecans,43,1299,58000,"Spirit Airlines",{},"Clase económica"
550763,jolubahe@viajes.cl,95132,Viladecans,Logroño,69,3629,301000,EasyJet,"{Benalmádena,Córdoba,Logroño,Palencia,""Molina de Segura""}","Primera clase"
550764,florencia2397@viajes.cl,38632,Logroño,Reus,23,4178,385000,"Qatar Airways","{Majadahonda,Rubí}","Primera clase"
550812,joemdumo@viajes.cl,57830,Irún,Segovia,67,570,147000,Lufthansa,{},"Clase económica"
550813,manuel7041@viajes.cl,51821,Segovia,Gecho,11,746,126000,JetBlue,{Madrid},"Clase económica"
550814,eslesa@viajes.cl,33010,Gecho,"Jerez de la Frontera",82,1948,96000,EasyJet,{},"Clase económica"
550822,Sr.ozuna@viajes.cl,63737,Torrelavega,ALMERíA!!!,13,2082,50000,Lufthansa,"{""El Puerto de Santa María""}","Clase ejecutiva"
550830,Hugorazo@viajes.cl,21406,Almería,LéRIDA!!!,49,4053,432000,"Etihad Airways","{""Santa Cruz de Tenerife"",""Santa Lucía de Tirajana"",Mérida,""Jerez de la Frontera""}","Primera clase"
550852,garaca@viajes.cl,52676,Lorca,Alcorcón,25,2906,304000,"Wizz Air","{""Jerez de la Frontera"",""Palma de Mallorca""}","Clase ejecutiva"
550879,jorge8943@viajes.cl,85725,Benalmádena,Puertollano,21,1315,140000,"Japan Airlines",{},"Clase económica"
550880,jorge9051@viajes.cl,14600,Puertollano,Madrid,53,1127,102000,JetBlue,{Lorca},"Clase económica"
550881,gregorio7743@viajes.cl,51198,logroño#,Elche,63,3414,233000,Vueling,{Granollers},"Clase ejecutiva"
550889,grhera@viajes.cl,63213,Elche,Orense,64,1533,71000,Vueling,"{Tarragona,Viladecans}","Clase económica"
550901,benito1429@viajes.cl,72771,Oviedo,"Alcalá de Henares",80,2003,164000,Avianca,{Málaga},"Clase económica"
550907,mOInica8418@viajes.cl,70992,"Alcalá de Henares",Orense,41,2964,271000,Aeroméxico,"{""Torrejón de Ardoz""}","Clase ejecutiva"
550910,ramona6157@viajes.ceele,61535,Orense,Badalona,49,2123,102000,Qantas,{Barcelona},"Clase económica"
550932,josOo2652@viajes.cl,38548,Almería,Vitoria,41,3238,175000,"Copa Airlines","{Burgos,Rubí,Orense}","Clase ejecutiva"
550990,Rodrigosamaniego@viajes.ceele,31693,Gijón,"Pozuelo de Alarcón",74,3521,182000,Lufthansa,{Madrid},"Clase ejecutiva"
550995,Gabrielavera@viajes.cl,36242,"Pozuelo de Alarcón","Talavera de la Reina",11,1310,137000,"Singapore Airlines",{},"Clase económica"
551001,JosOoesquibel@viajes.cl,12010,Logroño,Arrecife,65,1718,106000,"Qatar Airways","{""El Prat de LLobregat""}","Clase ejecutiva"
551005,adargOI@viajes.cl,2227,Arrecife,Sagunto,61,271,21000,"Air New Zealand",{},"Clase ejecutiva"
551006,enmehi@viajes.cl,55450,Sagunto,"Pozuelo de Alarcón",11,703,197000,"All Nippon Airways (ANA)",{},"Clase ejecutiva"
551007,martOAn7187@viajes.cl,95103,Baracaldo,Cáceres,33,1583,53000,Ryanair,{},"Clase ejecutiva"
551008,Beatrizgallegos@viajes.cl,33873,Cáceres,Alcoy,47,1766,115000,"Southwest Airlines",{},"Clase económica"
551020,Dianasantana@viajes.cl,97190,Logroño,Viladecans,14,805,79000,"Air France","{""El Ejido""}","Clase económica"
551027,Juangarza@viajes.cl,90357,Torrelavega,Ávila,97,2555,112000,"American Airlines","{""Pozuelo de Alarcón"",Valencia,Paterna}","Clase ejecutiva"
551033,sr.9956@viajes.ceele,36265,Arrecife,SEVILLA!!!,25,1499,107000,"Southwest Airlines",{},"Clase económica"
551034,anita9356@viajes.cl,99628,Sevilla,Salamanca,93,2677,94000,"LATAM Airlines","{Tarrasa,Toledo,Gijón}","Clase ejecutiva"
551094,sra.1985@viajes.cl,16535,Viladecans,Pamplona,2,1989,77000,Lufthansa,{},"Clase ejecutiva"
551098,Eloisagranado@viajes.cl,16642,Pamplona,Vitoria,83,637,142000,"United Airlines",{},"Clase ejecutiva"
551109,srmatetega@viajes.cl,25281,"Pozuelo de Alarcón","Pozuelo de Alarcón",44,1797,100000,"All Nippon Airways (ANA)","{""Torrejón de Ardoz"",""Jerez de la Frontera""}","Clase económica"
551110,vOAroma@viajes.cl,67498,"Pozuelo de Alarcón","Jerez de la Frontera",64,1066,150000,"Etihad Airways",{},"Clase económica"
551131,stsaheme@viajes.cl,24757,Linares,Leganés,52,671,186000,"Alaska Airlines",{},"Clase ejecutiva"
551134,Guadalupesosa@viajes.cl,11878,Cádiz,Estepona,15,1055,142000,"Air France",{Linares},"Clase económica"
551169,jabevi@viajes.cl,1367,Viladecans,"El Ejido",20,3572,180000,"All Nippon Airways (ANA)","{""Alcalá de Guadaira"",Salamanca}","Primera clase"
551175,jemapa@viajes.cl,14879,"El Prat de LLobregat",Fuenlabrada,91,3050,331000,"Turkish Airlines","{Torrelavega,""Ciudad Real""}","Primera clase"
551176,Sra.godoy@viajes.cl,13853,Vitoria,Vitoria,99,1324,72000,"Air New Zealand",{},"Clase económica"
551181,santiago8558@viajes.cl,36466,Vitoria,"Mollet del Vallés",67,767,61000,Aeroméxico,{},"Clase económica"
551182,Diegoborrego@viajes.cl,49972,"Mollet del Vallés",Jaén,64,998,44000,"Wizz Air",{},"Clase económica"
551190,isabel4543@viajes.cl,86192,elche#,Salamanca,21,3575,200000,"Air New Zealand","{Linares,Algeciras}","Primera clase"
551193,Mateopelayo@viajes.cl,35743,Ponferrada,"La Línea de la Concepción",49,1308,145000,Aeroméxico,"{""Chiclana de la Frontera""}","Clase económica"
551196,alfredo8849@viajes.cl,25399,"La Línea de la Concepción","Santiago de Compostela",25,1664,160000,Avianca,{Salamanca},"Clase económica"
551212,marOAa2003@viajes.cl,18093,"Chiclana de la Frontera",Badalona,43,2829,156000,"Air Canada","{Lugo,Gijón}","Clase ejecutiva"
551217,homero7480@viajes.cl,70201,Badalona,"Molina de Segura",84,1195,134000,"LATAM Airlines","{""El Ejido""}","Clase económica"
551225,teodoro7348@viajes.cl,58126,"Molina de Segura","Alcalá de Henares",77,886,112000,"Delta Air Lines",{Badalona},"Clase económica"
551256,srmasabu@viajes.cl,53433,Zaragoza,"Talavera de la Reina",20,1407,95000,"Frontier Airlines","{""Ciudad Real""}","Clase económica"
551260,Estercarmona@viajes.cl,20599,"talavera de la reina#",CEUTA!!!,69,1307,93000,"Frontier Airlines",{},"Clase económica"
551266,raanro@viajes.ceele,17394,Ceuta,Torremolinos,3,3129,317000,Vueling,"{Linares,Toledo,Gandía,Almería}","Primera clase"
551267,mavali@viajes.cl,3189,Bilbao,"Alcalá de Henares",34,4048,307000,Vueling,"{Torrelavega,Manresa}","Primera clase"
551268,Lourdescoronado@viajes.cl,14986,"Alcalá de Henares",Algeciras,20,1658,100000,"British Airways",{},"Clase ejecutiva"
551299,Sra.aponte@viajes.cl,54131,Cartagena,Manresa,11,4217,485000,Iberia,"{""Santa Lucía de Tirajana"",Orense,Estepona}","Primera clase"
551326,Sta.rojas@viajes.cl,62804,Ponferrada,Cartagena,41,3937,479000,"Ethiopian Airlines","{Málaga,""Santiago de Compostela""}","Primera clase"
551327,mariana2806@viajes.cl,68118,Cartagena,"Jerez de la Frontera",98,1367,119000,"Wizz Air",{},"Clase económica"
551344,Pedropelayo@viajes.cl,48982,Linares,"Mollet del Vallés",24,4150,310000,JetBlue,"{""Sanlúcar de Barrameda"",Guadalajara,Arrecife}","Primera clase"
551345,pilar4208@viajes.cl,85365,"Mollet del Vallés",Motril,58,1186,122000,"United Airlines",{Motril},"Clase económica"
551411,cldese@viajes.cl,76164,Madrid,Rivas-Vaciamadrid,79,2593,299000,"Southwest Airlines",{Coslada},"Clase ejecutiva"
551419,sonia2196@viajes.cl,5249,Rivas-Vaciamadrid,Sabadell,37,2190,236000,Ryanair,"{Alcoy,Mérida}","Clase ejecutiva"
551424,rafael3104@viajes.cl,21656,Sabadell,"Castellón de la Plana",6,3260,387000,Lufthansa,"{""Talavera de la Reina"",Salamanca,Cartagena,""Hospitalet de LLobregat""}","Clase ejecutiva"
551440,gimapu@viajes.cl,6195,Arrecife,Toledo,18,2610,275000,"Copa Airlines",{},"Primera clase"
551468,jolunegu@viajes.cl,67497,Huelva,"EL EJIDO!!!",81,2638,127000,"Air France","{Zamora,Zaragoza}","Clase ejecutiva"
551469,srlivide@viajes.cl,6925,"El Ejido","Cerdañola del Vallés",37,525,95000,"Delta Air Lines",{},"Clase económica"
551474,rebeca9169@viajes.cl,46402,"Cerdañola del Vallés",Huelva,58,1152,74000,"All Nippon Airways (ANA)",{},"Clase económica"
551481,natalia5857@viajes.cl,46031,valdemoro#,Irún,38,3122,233000,WestJet,"{Fuenlabrada,Mataró,Paterna}","Clase ejecutiva"
551501,rosa2736@viajes.cl,66919,León,"Dos Hermanas",89,2499,276000,"Ethiopian Airlines",{},"Clase ejecutiva"
551510,olarvi@viajes.cl,26712,"La Línea de la Concepción",Irún,78,4136,385000,"All Nippon Airways (ANA)","{Parla,Avilés,Viladecans,Rubí,Coslada}","Primera clase"
551511,alpequ@viajes.cl,69505,"San Cristróbal de la Laguna",Algeciras,92,2050,140000,Ryanair,{},"Clase ejecutiva"
551527,florencia6345@viajes.cl,70605,"Santa Lucía de Tirajana","Collado Villalba",24,1207,132000,Qantas,"{""Las Palmas de Gran Canaria""}","Clase económica"
551531,Julioosorio@viajes.ceele,63699,"collado villalba#",Móstoles,9,2847,208000,"Delta Air Lines",{},"Primera clase"
551532,papepe@viajes.cl,53829,Móstoles,SANTANDER!!!,70,3681,349000,"Frontier Airlines","{Huelva,""San Cristróbal de la Laguna""}","Primera clase"
551533,luacso@viajes.ceele,40897,Alicante,"HOSPITALET DE LLOBREGAT!!!",73,359,68000,"Delta Air Lines",{},"Clase económica"
551575,sesooj@viajes.cl,50481,Pontevedra,"CIUDAD REAL!!!",75,1041,56000,"United Airlines",{},"Clase económica"
551583,sta.7306@viajes.ceele,32449,Valencia,Granada,53,686,6000,"LATAM Airlines",{},"Clase económica"
551595,anfrte@viajes.cl,98193,Tarragona,Mijas,86,314,185000,"Frontier Airlines",{},"Clase ejecutiva"
551596,benjamOAn1243@viajes.cl,24156,Mijas,ALBACETE!!!,2,490,70000,"Qatar Airways",{},"Clase económica"
551624,sta.8391@viajes.ceele,19957,Benidorm,Logroño,71,2577,86000,Qantas,"{Barcelona,Cádiz}","Primera clase"
551625,fernando4948@viajes.cl,98255,Logroño,Mérida,100,3257,142000,WestJet,"{Baracaldo,Elda,Torrevieja}","Primera clase"
551626,jugata@viajes.cl,19900,Mérida,PARLA!!!,47,1797,180000,"Alaska Airlines","{""San Fernando""}","Clase económica"
551637,RubOondOevila@viajes.cl,95432,"hospitalet de llobregat#",Tarragona,100,3927,356000,"Delta Air Lines","{Gecho,Bilbao,Rubí,Baracaldo}","Primera clase"
551655,sr.3249@viajes.cl,82750,Vigo,Lorca,42,1826,131000,"United Airlines","{Lugo,Ferrol}","Clase económica"
551656,sra.7316@viajes.cl,67124,Málaga,Calahorra,6,535,90000,"Etihad Airways",{},"Clase ejecutiva"
551660,ansete@viajes.cl,56156,calahorra#,Orihuela,25,3806,445000,"Japan Airlines","{Pamplona,Ceuta,Gerona}","Primera clase"
551674,marco1971@viajes.cl,3619,Valladolid,"Hospitalet de LLobregat",76,4314,350000,Lufthansa,"{Inca,Córdoba,Alicante}","Primera clase"
551676,SoledadgutiOorrez@viajes.cl,23092,"Hospitalet de LLobregat",Torrevieja,18,2654,194000,Avianca,"{""Hospitalet de LLobregat"",""Alcalá de Henares""}","Primera clase"
551704,gregorio6426@viajes.cl,70539,"La Coruña","Roquetas de Mar",10,1728,194000,"Japan Airlines",{},"Clase ejecutiva"
551707,claudia4389@viajes.cl,58762,Palencia,Murcia,49,3645,437000,"Air Canada","{Salamanca,Vigo,Inca}","Primera clase"
551716,lourdes7642@viajes.ceele,51179,Tarragona,"Cerdañola del Vallés",55,411,161000,"Air France",{},"Clase económica"
551717,berta1841@viajes.cl,91211,"Cerdañola del Vallés","El Prat de LLobregat",30,3475,301000,"Copa Airlines","{Lugo,Palencia,Santander}","Primera clase"
551738,OIscar7270@viajes.cl,43630,"Pozuelo de Alarcón",Leganés,64,732,74000,"Japan Airlines",{Ávila},"Clase económica"
551742,Bertabustamante@viajes.cl,53957,Leganés,Zaragoza,98,2528,229000,"Delta Air Lines",{},"Primera clase"
551789,Gonzaloregalado@viajes.cl,22749,Ferrol,Calahorra,93,2298,97000,"American Airlines","{Orense,Granollers,Huelva}","Clase ejecutiva"
551857,Yolandasauceda@viajes.cl,8215,Ávila,Granollers,62,2311,246000,KLM,{},"Clase ejecutiva"
551947,alpequ@viajes.ceele,69970,Sevilla,"SAN FERNANDO!!!",62,444,187000,"Etihad Airways",{},"Clase económica"
551954,Carlotarosario@viajes.cl,43173,Sagunto,Sagunto,84,2276,175000,"Turkish Airlines","{""Santa Cruz de Tenerife"",""Santa Lucía de Tirajana""}","Clase ejecutiva"
551961,fernando4948@viajes.cl,70400,Sagunto,Puertollano,79,3848,217000,"Air France","{Getafe,Córdoba,Toledo,Bilbao}","Primera clase"
551981,Alejandrocepeda@viajes.cl,29190,Coslada,Estepona,19,402,190000,Ryanair,{},"Clase económica"
551982,Sta.uribe@viajes.cl,12472,Estepona,Calahorra,28,1866,154000,"Etihad Airways",{Barcelona},"Clase económica"
552025,sra.3640@viajes.cl,26971,Guadalajara,Gerona,74,3592,284000,Vueling,"{""Mollet del Vallés"",Barcelona,""Cornellá de Llobregat""}","Clase ejecutiva"
552026,francisca3833@viajes.cl,60344,getafe#,MATARó!!!,98,1925,199000,"Qatar Airways",{Orense},"Clase económica"
552030,bepaot@viajes.cl,28493,Almería,Rivas-Vaciamadrid,1,4065,491000,EasyJet,"{Zamora,Linares,Gijón,Mérida,""Roquetas de Mar""}","Primera clase"
552036,LoladOevila@viajes.cl,57262,Alcorcón,Alcoy,80,1236,74000,EasyJet,{},"Clase económica"
552040,elisa8654@viajes.cl,16690,Alcoy,Sevilla,52,3335,144000,"Qatar Airways","{""El Prat de LLobregat"",""El Puerto de Santa María""}","Clase ejecutiva"
552042,pedro2581@viajes.cl,90349,Sevilla,Alcobendas,43,2567,193000,Lufthansa,"{""San Sebastían de los Reyes"",Granada}","Clase ejecutiva"
552061,Emiliovillalpando@viajes.cl,34681,"San Sebastían de los Reyes",Pamplona,15,780,40000,"Frontier Airlines",{Lorca},"Clase económica"
552062,silvia552@viajes.cl,65391,Pamplona,"Collado Villalba",2,3814,447000,"Ethiopian Airlines","{Gecho,Ceuta,León,""Molina de Segura""}","Primera clase"
552078,juan1218@viajes.cl,25662,"alcalá de guadaira#","Hospitalet de LLobregat",91,983,102000,KLM,{},"Clase económica"
552079,Yolandacedillo@viajes.ceele,16820,"Hospitalet de LLobregat","San Sebastían de los Reyes",76,3053,400000,"Southwest Airlines","{""Sanlúcar de Barrameda"",Pamplona}","Clase ejecutiva"
552105,sra.4932@viajes.cl,92863,Cáceres,Gijón,73,2840,206000,"United Airlines",{},"Primera clase"
552109,Saraozuna@viajes.cl,96866,Gijón,"CASTELLóN DE LA PLANA!!!",73,123,92000,Vueling,{},"Clase económica"
552124,sr.653@viajes.cl,34059,Avilés,Badalona,58,2652,180000,Lufthansa,{},"Clase ejecutiva"
552127,sthopaar@viajes.cl,51313,Getafe,"San Cristróbal de la Laguna",99,1780,95000,"Qatar Airways","{""Alcalá de Henares"",""San Sebastián""}","Clase ejecutiva"
552130,stgrchli@viajes.cl,44505,"San Cristróbal de la Laguna",Alcoy,28,2853,169000,"United Airlines",{Algeciras},"Primera clase"
552131,lumaca@viajes.cl,71601,Alcoy,Lorca,17,3370,285000,Vueling,"{Paterna,Pamplona}","Primera clase"
552135,jucacape@viajes.cl,85220,Ávila,Majadahonda,2,1956,87000,Qantas,{Mijas},"Clase ejecutiva"
552136,tocaac@viajes.cl,96340,alcorcón#,Fuengirola,28,2718,253000,"British Airways","{Viladecans,Leganés,""Pozuelo de Alarcón""}","Clase ejecutiva"
552171,sra.5568@viajes.cl,69941,Valdemoro,Torremolinos,46,433,199000,EasyJet,{},"Clase ejecutiva"
552195,stvOAesma@viajes.cl,26617,Alcobendas,"Santa Lucía de Tirajana",75,1433,124000,"British Airways",{},"Clase económica"
552202,sta.7306@viajes.cl,32520,"Roquetas de Mar",Fuengirola,30,2268,143000,"LATAM Airlines",{Santander},"Clase ejecutiva"
552207,sabanOe@viajes.cl,84960,alcorcón#,Getafe,79,3761,421000,"Spirit Airlines","{Granada,Santander,Salamanca,Arrecife,Benidorm}","Primera clase"
552209,Claudioescamilla@viajes.cl,40720,Ceuta,Granollers,8,3143,363000,Qantas,"{""Collado Villalba"",Córdoba,Murcia,Majadahonda}","Primera clase"
552219,crurga@viajes.cl,65150,"Castellón de la Plana",Lorca,87,3999,463000,Ryanair,"{Zaragoza,Salamanca,Logroño,""Chiclana de la Frontera"",Zaragoza}","Primera clase"
552223,Antonianegrete@viajes.cl,21177,lorca#,Valladolid,11,2539,132000,"Copa Airlines",{},"Primera clase"
552229,Adrianazaragoza@viajes.cl,67526,valladolid#,"Las Palmas de Gran Canaria",7,1018,57000,"Turkish Airlines",{Torrevieja},"Clase económica"
552254,marona@viajes.cl,60070,"Collado Villalba","Dos Hermanas",84,3060,107000,"Air New Zealand","{Alicante,Vitoria,Linares}","Clase ejecutiva"
552261,Adrianaterrazas@viajes.cl,817,Valdemoro,Pamplona,43,1958,182000,"British Airways",{},"Clase económica"
552262,sr.9626@viajes.cl,64710,"Ciudad Real",Elche,81,3358,324000,"American Airlines","{""Torrejón de Ardoz"",Torrevieja,Manresa,Pontevedra}","Primera clase"
552270,cldepa@viajes.cl,89058,Elche,Reus,100,1798,192000,Avianca,{},"Clase económica"
552276,Andreabotello@viajes.cl,82929,Reus,Elda,81,3030,173000,"All Nippon Airways (ANA)","{""Las Palmas de Gran Canaria""}","Primera clase"
552293,Soniaorellana@viajes.cl,1078,"Cerdañola del Vallés",Getafe,31,1641,144000,JetBlue,{},"Clase ejecutiva"
552295,vOAroma@viajes.cl,24538,Lugo,Sevilla,74,2341,194000,"Air Canada",{},"Primera clase"
552299,elolti@viajes.cl,35764,sevilla#,BENALMáDENA!!!,92,3735,162000,"Air New Zealand","{""Las Palmas de Gran Canaria"",Mérida}","Primera clase"
552307,sr.7342@viajes.cl,85926,Benalmádena,CARTAGENA!!!,6,2221,246000,"Copa Airlines",{Córdoba},"Clase ejecutiva"
552308,blsema@viajes.ceele,27287,Benalmádena,"Dos Hermanas",18,x,314000,x,"{Algeciras,""Alcalá de Guadaira"",""San Sebastián""}","Clase ejecutiva"
552379,damote@viajes.cl,98778,"Ciudad Real",Irún,47,362,27000,"LATAM Airlines",{},"Clase ejecutiva"
552385,agrupe@viajes.cl,38278,Irún,Badajoz,54,4278,493000,"Air France","{Majadahonda,Burgos}","Primera clase"
