nombre,run,dv,correo,contrasena,nombre_usuario,telefono_contacto,jornada,isapre,contrato
"Lucas Bravo Crespo",16027261,9,Lucascrespo@viajes.cl,FrnikJlfyKDv8b5Z,lubrcr,"+56 2 9970 4865",Nocturno,Fonasa,"Full time"
"Sta. Catalina Becerra Solorzano",5918263,3,stcabeso@viajes.cl,UdTtr6mKcbt,stcabeso,"+56 2 3967 0768",Nocturno,"Más vida","Full time"
x,17463614,1,COosarleOIn@viajes.cl,kp7Na79Jxa4e5C,césar2144,+56-9-1626-4847,Nocturno,Fonasa,"Full time"
"Gilberto Caraballo Osorio",23082862,8,gilberto4236@viajes.cl,Ntq7iltaKhs,Gilbertoosorio,"+56 9 8441 5834",Nocturno,"Más vida","Part time"
"Sra. Samuel Páez Ávila",21475406,1,Sra.Oevila@viajes.ceele,E09pf4l6KLMZE,Sra.ávila,"+56 2 3017 7887",Diurno,"Más vida","Full time"
"Sra. Gabriela Montemayor Valenzuela",802930,0,sra.8297@viajes.ceele,S5szOdLrYnLvhGr,sra.4285,"+56 9 5961 4559",Nocturno,Consalud,"Full time"
"José María Gallegos Batista",4274443,3,JosOobatista@viajes.cl,EY00sQNt1onG,Josébatista,"+56 9 3696 8320",Nocturno,Banmédica,"Full time"
"Jacobo Becerra Villareal",11633154,3,jabevi@viajes.cl,djPKlBx7JQqO9n8,jabevi,"+56 2 5304 9238",Nocturno,"Más vida","Part time"
"Sr. Carlota Sepúlveda Rivera",18752915,8,Sr.rivera@viajes.cl,wq4hjt6WyHkv6vk,Sr.rivera,"+56 9 5667 1139",Diurno,Fonasa,"Full time"
"Sancho Montaño Quezada",20122337,7,samoqu@viajes.ceele,z9EdKv4nKhOh4b8,sancho6788,"+56 9 7922 9710",Diurno,Consalud,"Part time"
"Vicente Ávalos Guillen",11430445,0,viOevgu@viajes.cl,hfC8AQDdPV17zt,vicente9741,"+56 9 0567 8931",Nocturno,Colmena,"Full time"
"Claudio Irizarry Bustamante",18221309,8,claudio7970@viajes.cl,sNwfUgZF3PdFCf,claudio4959,"+56 9 6611 6751",Diurno,Banmédica,"Full time"
"Jorge Luis Carrero Alanis",5597086,6,Jorgealanis@viajes.ceele,AVqaG5y1GKIw8e,Jorgealanis,"+56 2 1886 2248",Diurno,"Más vida","Part time"
"María Elena Valenzuela Uribe",18469237,6,maelvaur@viajes.cl,GTyS4WJViwf3,maelvaur,"+56 2 5049 0761",Diurno,"Más vida","Part time"
"Luz Alvarez Carbajal",20771710,0,luz1591@viajes.cl,yXJs8EIwFpIR18,lualca,"+56 9 9632 2521",Nocturno,Consalud,"Part time"
"Rosa Ávila Baca",10661370,2,Rosabaca@viajes.cl,j5oemXw1fSWDr,roávba,"+56 9 7548 0297",Nocturno,Consalud,"Part time"
"Sr. Gonzalo Regalado Alemán",705489,0,Sr.alemOen@viajes.ceele,9bDCH6nSusAJy8X,sr.1662,+56-9-0443-8315,Nocturno,Fonasa,"Full time"
"Inés Chacón Escamilla",1271682,6,inOos8100@viajes.cl,Yq6GlzKKXJP,inches,"+56 2 0587 9008",Nocturno,Fonasa,"Part time"
"Germán Toledo Duran",1355391,2,germOen6032@viajes.cl,xBwTroA3W5HbR,getodu,"+56 9 2914 4402",Nocturno,Fonasa,"Part time"
"Luis Quesada Figueroa",21597388,3,luis965@viajes.cl,NZFL4uaUz9hxo2,luqufi,"+56 9 6026 1148",Nocturno,Consalud,"Full time"
"Sta. Felipe Verduzco Crespo",29139562,7,sta.4447@viajes.cl,vxSbPfrQqtzNI6,stfevecr,"+56 9 5269 1013",Diurno,Fonasa,"Full time"
"Óscar Zambrano Rodríguez",2779993,0,OIszaro@viajes.cl,yaMVjQ5Cjsg3GvC,ószaro,"+56 2 9017 0104",Nocturno,Colmena,"Part time"
"Mateo Ponce Pelayo",25389678,7,Mateopelayo@viajes.cl,DVQa2of5AhwL,mapope,"+56 2 8539 8605",Diurno,Fonasa,"Full time"
"Reina Vallejo Cabrera",21406552,5,Reinacabrera@viajes.cl,n4YFvdd2,revaca,"+56 2 5064 9779",Diurno,"Más vida","Full time"
"Agustín Yáñez Candelaria",29267898,3,agustOAn7570@viajes.cl,IAy5IqtxCYelsXO,Agustíncandelaria,"+56 9 4408 5373",Diurno,Consalud,"Full time"
"Sra. Alejandro Collazo Cedillo",16924778,1,sra.3640@viajes.cl,Y6DVtF7s9lemF03s,Sra.cedillo,"+56 9 0386 9399",Nocturno,Banmédica,"Part time"
"Ariadna Briones Paz",12911033,3,ariadna6614@viajes.ceele,IyOYqD3et1pQWaE2,ariadna3383,"+56 2 8259 4603",Diurno,Consalud,"Full time"
"Sta. Carmen Ramos Raya",3578082,3,sta.6448@viajes.cl,MzYYVsWPbJtC5HAk,sta.7186,+56-9-2272-6013,Diurno,Fonasa,"Full time"
"Marcos Carranza Aranda",4388826,9,marcos260@viajes.ceele,2kdCKajzcin,Marcosaranda,"+56 2 5583 1655",Nocturno,Consalud,"Part time"
"Esperanza Menéndez Tovar",29359534,8,esperanza9416@viajes.cl,b5Y4a2yk,Esperanzatovar,"+56 2 3939 3838",Nocturno,Banmédica,"Part time"
"Cristian Concepción Hernandes",3846672,0,cristian6579@viajes.cl,45qyokoufr9B,cristian5739,"+56 9 4251 2308",Diurno,Consalud,"Full time"
"Blanca Serrano Mayorga",24173508,7,blsema@viajes.cl,2q88YhEXosev1,Blancamayorga,"+56 9 8609 9540",Diurno,Banmédica,"Part time"
"Sr. Clara Montero Cervántez",7905299,0,srclmoce@viajes.cl,bLN8LotZt32Tyho,Sr.cervántez,"+56 2 8349 7778",Diurno,Banmédica,"Part time"
"Elisa Olmos Zaragoza",12164328,6,elolza@viajes.cl,CFyAOahe4P1tN,Elisazaragoza,"+56 9 2810 4291",Nocturno,Fonasa,"Full time"
"Enrique Garica Calderón",9719177,8,enrique2388@viajes.cl,Ux90Rcwvb6QiEjM,Enriquecalderón,"+56 2 0555 3345",Diurno,Consalud,"Part time"
"Hernán Segovia Sierra",17495038,5,hesesi@viajes.cl,FFH4FAd2Axn,Hernánsierra,"+56 9 5829 4916",Nocturno,Consalud,x
"Sta. Lucia Delgado Borrego",3196673,6,sta.2634@viajes.cl,E1JOdmlPfzGVdwBd,stludebo,"+56 9 8759 7926",Diurno,Banmédica,"Part time"
"José Salazar Olivera",12906747,0,josaol@viajes.cl,sAGEhvJC1,josé8360,"+56 2 8657 3991",Nocturno,Consalud,"Full time"
"Mariana Perales Perales",7486940,8,Marianaperales@viajes.cl,xCvdp3Uqbu,mapepe,"+56 2 2911 5778",Nocturno,Colmena,"Part time"
"Marcos Corona Rivera",17614188,3,macori@viajes.cl,O6gR8kRT3H,Marcosrivera,"+56 9 0311 2454",Diurno,Fonasa,"Full time"
"Alejandra Zaragoza Loera",25322946,2,alejandra571@viajes.cl,3LMM4OunTMMsQB,alzalo,"+56 9 3834 4531",Diurno,Colmena,"Full time"
"Sta. Sara Lovato Leyva",6252354,9,Sta.leyva@viajes.cl,zdDrHNK23zdc,stsalole,"+56 9 9685 0530",Nocturno,Banmédica,"Part time"
"Adán Archuleta Gómez",14903807,8,adargOI@viajes.cl,DzrO9fzYwAaJhELr,Adángómez,+56-2-1295-5581,Diurno,"Más vida","Full time"
"Susana Valle Galarza",3748111,4,susana5212@viajes.cl,WPC9lCiHmF,suvaga,"+56 2 2394 2883",Nocturno,Fonasa,"Full time"
"Emilio Armendáriz Carrera",2580601,8,emilio4779@viajes.cl,79b0UzdFyCZCWO,emilio5598,"+56 9 5008 5606",Nocturno,Consalud,"Part time"
"Isabel Nazario Loera",11364195,9,Isabelloera@viajes.cl,mX7No8CHuSw,isnalo,"+56 9 7426 8603",Nocturno,Banmédica,"Full time"
"Francisca Loera Llamas",3589307,5,frloll@viajes.ceele,ilJefd3g,frloll,"+56 9 9511 4620",Diurno,Colmena,"Full time"
"Barbara Rodarte Olvera",21236114,3,Barbaraolvera@viajes.cl,ZRoZv0WMD80XL806,barool,"+56 9 7125 6055",Nocturno,"Más vida","Full time"
"Sara Beltrán Muro",4653251,1,Saramuro@viajes.ceele,JLa2og5yc8aeOVmo,sabemu,+56-2-9057-8306,Diurno,Consalud,"Full time"
"Luis Cordero Escobedo",2621110,7,luis8610@viajes.cl,yYlCNPL6XYd,lucoes,"+56 9 2465 8061",Diurno,Fonasa,"Full time"
"Elvira Perea Flórez",8395900,2,ElviraflOIrez@viajes.ceele,i1l83GBTg,elvira7817,"+56 9 1209 1184",Nocturno,Colmena,"Part time"
"Emilio Sevilla Velázquez",19368337,1,EmiliovelOezquez@viajes.cl,mntvVMLF9s,emilio2282,"+56 2 8407 5920",Nocturno,Banmédica,"Part time"
"Sta. José Emilio Ramón Henríquez",28409302,0,Sta.henrOAquez@viajes.cl,ZZYu7cIv13C,sta.7536,"+56 9 2989 8481",Nocturno,Banmédica,"Part time"
"Rafael Gallegos Carrasquillo",29716533,0,ragaca@viajes.cl,6ActQ1rv4z,Rafaelcarrasquillo,"+56 2 0446 0012",Nocturno,"Más vida","Full time"
"Alfredo Delarosa Zapata",12685357,2,Alfredozapata@viajes.cl,LFXm3bwbys2vXsfg,Alfredozapata,"+56 9 0163 6647",Nocturno,Fonasa,"Part time"
"Fernando Palomino Polanco",20774168,0,fepapo@viajes.cl,wKe6kVAU3f67p2S,fepapo,"+56 2 4298 0673",Diurno,Banmédica,"Part time"
"Julio Figueroa Caballero",25421942,8,jufica@viajes.cl,2DhWmeMb,julio263,"+56 2 2072 2384",Diurno,"Más vida","Part time"
"Jacobo Velázquez Ibarra",4386890,0,jacobo1886@viajes.ceele,24uc3YWHwTM,javeib,"+56 2 9468 0545",Diurno,"Más vida","Part time"
"Víctor Valadez Marroquín",24877254,9,vOAvama@viajes.ceele,GHlns7GlkRS,vívama,"+56 9 0484 8908",Nocturno,Fonasa,"Full time"
"Marta Salinas Villegas",1474438,0,masavi@viajes.cl,l7Har1xcS,Martavillegas,"+56 9 2307 2974",Diurno,Consalud,"Part time"
"Laura Escamilla Galarza",16200758,0,laesga@viajes.cl,4L92HA6sjh8t0,laura1430,"+56 9 9427 0833",Diurno,Banmédica,"Part time"
"Clemente Vélez Alonzo",11216693,9,Clementealonzo@viajes.cl,Nux6Ba2eLeFS80n,clemente3757,"+56 9 8344 1151",Diurno,Fonasa,"Part time"
"Guillermo Montenegro Villagómez",14046979,3,gumovi@viajes.cl,P5R4XDI4pBm70Cb,Guillermovillagómez,"+56 2 6979 6519",Diurno,"Más vida","Full time"
"Sofia Arredondo Regalado",19224145,6,sofia1992@viajes.cl,9oY5xGlHNG1,sofia8870,"+56 2 9812 4121",Diurno,"Más vida","Part time"
"Ramiro Casárez Villarreal",25739395,0,ramiro7137@viajes.cl,DqUl6QZT0wr4xjFx,Ramirovillarreal,"+56 9 7179 1685",Diurno,Fonasa,"Full time"
"Ramón Villegas Ávalos",12099559,6,ramOIn738@viajes.cl,ikEtNvwoFWV3Gk3,Ramónávalos,"+56 9 8371 7817",Nocturno,"Más vida","Full time"
"Raúl Samaniego Dávila",16742775,8,RaOUldOevila@viajes.cl,DG11bvSj9,raúl320,"+56 9 9929 1767",Diurno,Colmena,"Full time"
"José Luis Tello Casárez",27258523,7,josOo3471@viajes.cl,6BuAEHWBFgEDmPBQ,joluteca,"+56 9 9150 4097",Nocturno,"Más vida","Full time"
"Yolanda Esquibel Trejo",28650109,5,Yolandatrejo@viajes.cl,iwH6PsocWw2oN7,yoestr,"+56 9 0556 0861",Diurno,Fonasa,"Full time"
"Raúl Navarrete Sepúlveda",3125751,4,raOUl428@viajes.ceele,RRihb9Ay,ranase,"+56 2 8603 6813",Diurno,Colmena,"Full time"
"Gustavo Reynoso Rosado",29370421,0,gurero@viajes.cl,xbDY3MoP6,gustavo868,"+56 9 3524 2389",Nocturno,Consalud,"Part time"
"Cristobal Grijalva Merino",3736699,4,cristobal9533@viajes.cl,EPOVc032tUk,cristobal3490,"+56 9 5327 8233",Diurno,Colmena,"Full time"
"Ana Frías Terán",7586572,4,anfrte@viajes.ceele,MXGOlN286S,anfrte,"+56 2 8389 3727",Diurno,Colmena,"Full time"
"Federico Arriaga Pacheco",11399350,2,federico2534@viajes.cl,9w1Wi4Zj2mI9NF5U,federico3079,"+56 9 1844 7042",Diurno,Consalud,"Full time"
"Ramón Arias Mota",29841595,0,raarmo@viajes.cl,nndHi7433n4,ramón585,"+56 9 9987 9818",Diurno,Consalud,"Full time"
"Federico Estrada Alonzo",9726456,2,federico9356@viajes.cl,HtEZMgyT7Jt7V,federico6249,"+56 9 1307 8960",Diurno,Fonasa,"Part time"
"Octavio Benavídez Ponce",11519182,9,octavio2345@viajes.cl,u49ai0q2oM,ocbepo,"+56 9 3145 7893",Nocturno,"Más vida","Part time"
"Manuela Reyes Alcala",28345222,0,mareal@viajes.cl,uv5K5hOrG4aatcSV,manuela2125,"+56 2 4752 2197",Nocturno,Banmédica,"Full time"
"Adela Paz Llamas",20456268,7,adela2214@viajes.cl,i1xGx8ZYG79A,adela1839,"+56 9 9644 1961",Nocturno,Fonasa,"Part time"
"Marilu Luna Villanueva",7523283,7,marilu6755@viajes.cl,1IdM6MHfVse,Mariluvillanueva,"+56 9 8415 5338",Diurno,Banmédica,"Full time"
"Sr. Daniel Véliz Maya",6521018,5,sr.7960@viajes.cl,G6nE4De77tFU,srdavéma,"+56 9 7332 7996",Diurno,Banmédica,"Full time"
"Juan Carlos Carranza Posada",22956352,1,juan1218@viajes.cl,G8lgxRY16S9P09,Juanposada,"+56 9 3325 4482",Diurno,Colmena,"Full time"
"Gregorio Alanis Rosas",9768517,7,gralro@viajes.cl,0UK8IUphfZllX,Gregoriorosas,"+56 2 4353 1124",Diurno,Consalud,"Part time"
"Pedro Rincón Menchaca",15352014,3,perime@viajes.cl,voTG4GdE2tY,perime,+56-9-7612-9463,Diurno,Banmédica,"Full time"
"Guadalupe Crespo Alemán",2296183,7,gucral@viajes.cl,rLGPrXamSS8hu7Tg,guadalupe7966,"+56 2 6732 8379",Nocturno,Banmédica,"Part time"
"Teresa Grijalva Roybal",11083979,0,tegrro@viajes.cl,wRgdYR5JYn3,teresa9980,"+56 2 4822 6516",Diurno,Consalud,"Full time"
"Sra. Luisa Malave Cavazos",28042706,3,Sra.cavazos@viajes.cl,N6lKg7eewj,srlumaca,"+56 9 6996 4728",Diurno,Banmédica,"Part time"
"Magdalena Zayas Reynoso",10626663,8,magdalena7633@viajes.cl,PI2In4t2zTS,Magdalenareynoso,"+56 2 1387 2267",Nocturno,Colmena,"Part time"
"Victoria Maestas Orellana",7177557,7,vimaor@viajes.cl,DFF0wlXY30RdJqtm,Victoriaorellana,"+56 2 2492 6122",Diurno,"Más vida","Full time"
"Julio Mora Sisneros",11860289,7,julio2462@viajes.cl,6iZWBMB35jti2biz,julio4905,"+56 9 0525 5289",Diurno,Consalud,"Full time"
"Mónica Domínquez Varela",17929474,5,mOIdova@viajes.cl,CH3Mu2Z62phXDq,Mónicavarela,+56-2-9712-5953,Diurno,Banmédica,"Part time"
"Susana Gurule Samaniego",11307511,2,sugusa@viajes.cl,EtPd4ew8nOjQX,susana3821,"+56 2 9359 8082",Diurno,"Más vida","Full time"
"Margarita Vergara Montes",18492807,8,margarita2183@viajes.cl,DHtcjsI5FXyyQdFE,margarita2113,"+56 9 8738 7530",Diurno,Consalud,"Full time"
"Sr. Jerónimo Pacheco Polanco",4465032,0,Sr.polanco@viajes.cl,doM16Fopz90xf,sr.3725,"+56 9 8137 9973",Diurno,Banmédica,"Part time"
"Luis Moya Chapa",3823505,2,lumoch@viajes.cl,9UJlSpUQts,luis8608,"+56 2 6537 5504",Diurno,Fonasa,"Part time"
"Sra. Rubén Crespo Badillo",4347346,8,Sra.badillo@viajes.cl,5mKSNssw3bN,Sra.badillo,"+56 9 6046 1514",Nocturno,Banmédica,"Full time"
"Sta. Francisco Rascón Castañeda",25414315,4,stfrraca@viajes.cl,f29m9M8DEkSkP6Ik,sta.3200,"+56 9 1720 2209",Diurno,Fonasa,"Part time"
"Carmen Sandoval Escobedo",7606224,2,Carmenescobedo@viajes.cl,wOFl86Z5,carmen1693,"+56 2 3472 1672",Diurno,Consalud,"Full time"
"Antonia Gallardo Griego",12439065,6,Antoniagriego@viajes.cl,1G9KfdNFMnojK,angagr,"+56 9 1280 5344",Nocturno,Colmena,"Part time"
"Sta. Barbara Rendón Montemayor",2193309,0,sta.893@viajes.cl,IeZCdeA7qfqV7,Sta.montemayor,"+56 2 4354 8397",Diurno,Consalud,"Part time"
"Sr. Martín Cruz Madrid",20028953,6,srmacrma@viajes.cl,nwlUHDHBzCP3,srmacrma,"+56 2 3535 7338",Diurno,Banmédica,"Full time"
"Sr. Rosa Merino Valles",15468421,2,Sr.valles@viajes.ceele,awvVzF6Tca,Sr.valles,+56-2-8990-2307,Diurno,"Más vida","Full time"
"Pablo Amaya Rincón",27654843,3,paamri@viajes.cl,0ccchGCc4JW9m,pablo3401,"+56 2 1581 5859",Diurno,"Más vida","Part time"
"Sta. Salvador Altamirano Rendón",6769256,0,stsaalre@viajes.ceele,xQB6mqRo2d6KwIp,Sta.rendón,"+56 2 7776 3903",Nocturno,Colmena,"Part time"
"Natalia Chapa Negrete",2508184,6,natalia6194@viajes.ceele,acjk7QCe94,nachne,"+56 9 6186 0692",Nocturno,Fonasa,"Part time"
"Sara Arevalo Ozuna",8836326,4,Saraozuna@viajes.cl,ZrH9LH666BTtS,saaroz,"+56 2 5526 3863",Nocturno,Banmédica,"Part time"
"Víctor Candelaria Collado",14496763,1,vOAcaco@viajes.ceele,pW0f1e8gC,víctor2667,"+56 2 4532 9917",Diurno,Fonasa,"Full time"
"Gregorio Abrego Salcido",16161266,9,gregorio5366@viajes.cl,Mcsqgauh3Vg,gregorio3854,"+56 9 6274 3854",Nocturno,Consalud,"Full time"
"Rocio Archuleta Cortés",16926026,5,rocio547@viajes.ceele,C11vgfPY4zdA3g,roarco,"+56 9 2539 2925",Nocturno,"Más vida","Part time"
"Sta. Teodoro Fajardo Trejo",23871789,2,sttefatr@viajes.cl,GGnuQP9VyiG0c,Sta.trejo,"+56 2 6209 3826",Diurno,Colmena,"Part time"
"Adán Rojas Leyva",19412472,4,adrole@viajes.cl,y6S5fkakDYVuF,adán7243,"+56 9 1972 1595",Diurno,"Más vida","Part time"
"Samuel Madrigal Reséndez",11997490,9,SamuelresOondez@viajes.cl,cnLWxMklW8a6M80,samuel4996,+56-9-8112-3234,Diurno,Consalud,"Part time"
"Isabel Gracia Figueroa",4009152,1,Isabelfigueroa@viajes.cl,XYGSH8seQY3P1,Isabelfigueroa,"+56 9 2842 8156",Nocturno,Colmena,"Full time"
"Sara Casárez Paredes",10999846,0,sacapa@viajes.cl,wsV4jCzl9,sara8048,"+56 9 4936 6370",Diurno,Consalud,"Full time"
"Catalina Ocasio Benavides",8000353,6,catalina8725@viajes.cl,c0Fecq9rU,catalina2142,"+56 9 4028 6246",Nocturno,Banmédica,"Part time"
"Ramiro Zapata Carrasco",22334058,0,Ramirocarrasco@viajes.cl,r4Jg3qCE2r2gMeK,Ramirocarrasco,+56-2-4791-8596,Nocturno,Colmena,"Part time"
"Sta. María Elena Ochoa Sauceda",21512829,6,sta.7306@viajes.cl,qmzk63ykaIsI,stmaelocsa,"+56 9 1487 4715",Diurno,Fonasa,"Full time"
"Ramona Cardenas Madera",5091602,2,ramona7539@viajes.cl,ZPafwNe5,racama,"+56 2 1124 0247",Nocturno,Consalud,"Full time"
"María Cristina Amador Delatorre",12898601,4,marOAa9219@viajes.cl,exVL37n2Zdv7,maría1558,+56-9-3701-5481,x,Colmena,"Full time"
"José Colón Cruz",19447502,0,JosOocruz@viajes.ceele,eF8lT8f9B,jococr,"+56 2 7193 9680",Nocturno,Consalud,"Full time"
"Lola Covarrubias Becerra",4745762,9,Lolabecerra@viajes.cl,M487eOaVXHUzeDc,Lolabecerra,"+56 2 7511 9585",Diurno,Banmédica,"Full time"
"Javier Fernández Luna",19754809,6,Javierluna@viajes.cl,fJUBI6GMOoHVN,javier4399,"+56 9 6718 2374",Nocturno,Banmédica,"Full time"
"Marilu Serrano Longoria",24397692,8,maselo@viajes.ceele,8gep40W2HGWqi4,maselo,"+56 9 7536 3624",Diurno,Banmédica,"Part time"
"Carla Portillo Cuellar",12684140,0,carla1836@viajes.cl,DO008ZSGutK,Carlacuellar,"+56 2 0985 4376",Diurno,Colmena,"Full time"
"Amalia Montaño Bernal",6487676,7,amalia5780@viajes.cl,Z4ul0bTCw,ammobe,"+56 2 1647 6400",Nocturno,Colmena,"Full time"
"Ana Villa Valdivia",23103765,9,ana4058@viajes.cl,mAHS5sLe,anviva,"+56 9 7370 5405",Diurno,"Más vida","Full time"
"Javier Peres Zepeda",25370238,9,javier8506@viajes.cl,nFMClAfmDS66b,japeze,"+56 2 8242 3497",Nocturno,Fonasa,"Part time"
"Martín Rodríguez Alva",23246554,9,MartOAnalva@viajes.cl,P72qKib0njUPa,martín6406,"+56 2 3423 5629",Nocturno,"Más vida","Full time"
"Rosario Peres Meraz",15597737,0,rosario6891@viajes.cl,KK3ow9fs41D7,rosario5177,"+56 9 0281 0581",Nocturno,Banmédica,"Full time"
"Rafael Espinosa Bonilla",19415690,1,rafael7461@viajes.cl,NQHe58NV974,rafael7892,"+56 2 8144 2539",Diurno,Banmédica,"Full time"
"Marilu Alba Ceja",22815869,0,Mariluceja@viajes.cl,rRG2RhN4m0Vm,maalce,"+56 9 5497 3096",Nocturno,Colmena,"Full time"
"Amalia Lerma Urbina",24091541,3,Amaliaurbina@viajes.cl,2Gm0nuLCYdX2q1,amalia6905,"+56 2 1152 0344",Nocturno,Fonasa,"Full time"
"Emilio Montañez Montez",29811757,6,Emiliomontez@viajes.ceele,iBM8aTVrj28W,Emiliomontez,"+56 2 1405 1895",Nocturno,Colmena,"Full time"
"Julia Terán Leal",3476264,3,Julialeal@viajes.cl,pNNC9rNX7rd6,julia1966,"+56 9 4904 9723",Nocturno,"Más vida","Full time"
"Gregorio Hernandes Rascón",17806658,7,grhera@viajes.cl,OPBdft5iR60p,Gregoriorascón,"+56 9 0318 2528",Nocturno,Banmédica,"Part time"
"Pedro Quintero Ramírez",16754436,3,PedroramOArez@viajes.cl,H4lVlqfnahdSYEt,Pedroramírez,"+56 2 1828 8993",Nocturno,Fonasa,"Full time"
"Hernán Orellana Polanco",7952420,4,hernOen2763@viajes.cl,Eq8TxwSaa,heorpo,"+56 9 4198 4721",Diurno,Consalud,"Part time"
"Rosa Rolón Murillo",25916768,0,Rosamurillo@viajes.cl,Ex9NaOy3uIlA,roromu,"+56 2 5958 8086",Diurno,Banmédica,"Full time"
"Miguel Ramos Ponce",12806456,7,miguel8866@viajes.cl,gcgiVkO6Ff,Miguelponce,"+56 9 1054 5152",Nocturno,Banmédica,"Part time"
"Jacobo Balderas Cabrera",10426309,7,Jacobocabrera@viajes.cl,E9PV0yDJyP1kI,Jacobocabrera,"+56 9 4760 3318",Diurno,Banmédica,"Part time"
"Berta Acuña Valle",3889929,5,beacva@viajes.cl,ZbFLf85scMSW,berta7659,"+56 9 2239 3312",Nocturno,Banmédica,"Part time"
"José María Solorio Porras",7722345,2,josOo3349@viajes.cl,AhkZ2q4mpYM3,josé9657,"+56 2 3377 4623",Diurno,Banmédica,"Part time"
"Sr. Estela Girón Alfaro",24283821,1,sr.4109@viajes.cl,qUqTiB4kZjK5l1,sr.2413,+56-9-0786-6041,Nocturno,Consalud,"Full time"
"Clemente Salinas Delgado",28930926,8,clemente8946@viajes.cl,y6n26EXE,clemente5277,"+56 9 3516 6938",Nocturno,Banmédica,"Part time"
"Julio Espinoza Osorio",5433481,8,Julioosorio@viajes.cl,VdCOmiD909qF,Julioosorio,"+56 2 3596 2763",Diurno,Fonasa,"Part time"
"Gloria Abeyta Gómez",3359017,2,glabgOI@viajes.cl,oMEc9yZhnVd97lW,gloria208,+56-9-1629-7875,Diurno,Consalud,"Full time"
"Jorge Luis Escamilla Casanova",14896959,0,Jorgecasanova@viajes.ceele,rDrFg78H9uzZ,Jorgecasanova,+56-9-9814-5512,Diurno,"Más vida","Part time"
"Sancho Bañuelos Matías",6545861,6,sancho314@viajes.cl,ylTNik4KM3MfODm,Sanchomatías,"+56 2 9226 2167",Nocturno,"Más vida","Full time"
"Sra. Josefina Matías Terán",7627914,4,Sra.terOen@viajes.cl,7eHnnha8Qc1lP7,sra.1017,"+56 9 0843 5814",Diurno,Colmena,"Part time"
"Claudia Delafuente Serrato",16303534,0,cldese@viajes.cl,zd6L5pU6aEOGp,cldese,"+56 2 4223 8129",Nocturno,Fonasa,"Full time"
"Sr. Pablo Alicea Mesa",27841935,5,srpaalme@viajes.cl,Q3Y7t8v9vLW,sr.4309,"+56 2 5903 1844",Nocturno,Consalud,"Full time"
"Clemente Venegas Lebrón",26571700,4,clemente4200@viajes.cl,fmiMz5bFOpv,clvele,"+56 2 4883 7810",Diurno,Fonasa,"Part time"
"Sta. Gilberto Ceja Roque",7214088,5,sta.391@viajes.cl,N6ME9FYyQr,Sta.roque,"+56 9 3188 4749",Nocturno,"Más vida","Full time"
"Sra. Andrea León Arce",26185346,9,sranlear@viajes.cl,lcnQw4e9hTP,sra.3290,"+56 2 5831 6851",Diurno,Fonasa,"Part time"
"Sta. Ignacio Baeza Uribe",6627742,9,Sta.uribe@viajes.cl,JmxDS9IqQ,sta.5536,"+56 2 7033 5393",Diurno,"Más vida","Part time"
"Rafael Corrales Griego",11042355,1,rafael3104@viajes.ceele,fp80urGgQ,racogr,"+56 9 3723 0255",Diurno,"Más vida","Full time"
"Vicente Valentín Olivera",24288276,8,Vicenteolivera@viajes.ceele,lF95LAxfsp8,Vicenteolivera,"+56 2 4276 7772",Nocturno,Banmédica,"Full time"
"Yolanda Aponte Miramontes",24491981,2,yoapmi@viajes.cl,fNkFZGk1QGb,yolanda3236,"+56 2 0111 4027",Nocturno,Banmédica,"Part time"
"Guillermina Tovar Lozada",25204103,6,gutolo@viajes.cl,dFIIQz5o3h3,Guillerminalozada,"+56 9 5710 9663",Diurno,"Más vida","Part time"
"César Fonseca Arriaga",19308500,8,cOosar6940@viajes.cl,89NU5s6lsF8,céfoar,"+56 9 8707 2969",Nocturno,Banmédica,"Part time"
"Gregorio Pedraza Leal",2968846,0,grpele@viajes.cl,z1xhgM4rXKx,gregorio1568,"+56 9 1448 1901",Diurno,Fonasa,"Part time"
"Sara Quintero Soto",20151359,6,Sarasoto@viajes.cl,41cuajZ6XsH,saquso,"+56 9 5522 8177",Diurno,Fonasa,"Part time"
"María José Peralta Valverde",21136033,0,MarOAavalverde@viajes.cl,nhGvEHF1mD4QcW,Maríavalverde,"+56 9 3142 4428",Nocturno,Consalud,"Full time"
"Sra. Luis Vela Ozuna",5200479,9,sra.7161@viajes.cl,n6BttpslS,srluveoz,+56-2-2138-8705,Nocturno,Fonasa,"Part time"
"Julio César Almaraz Esparza",2482019,0,jucOoales@viajes.cl,on4vayLb5U4etxhw,julio8347,"+56 2 7204 0041",Diurno,Fonasa,"Full time"
"Samuel Montaño Mayorga",19237253,4,samuel8942@viajes.cl,OYAjzM0X0IZ,Samuelmayorga,"+56 9 9883 0228",Diurno,"Más vida","Full time"
"Lorenzo Ceballos Samaniego",24569748,1,Lorenzosamaniego@viajes.cl,6l4KfxOakEs,Lorenzosamaniego,"+56 9 9194 0264",Diurno,Fonasa,"Full time"
"Sr. Rosario Terán Haro",27912021,3,Sr.haro@viajes.cl,8mQZQKHg798,srroteha,"+56 9 7927 2794",Nocturno,"Más vida","Full time"
"Norma Beltrán Ceja",18252233,3,nobece@viajes.cl,jqz5T2rs8bXLoV,Normaceja,"+56 2 9815 7582",Nocturno,"Más vida","Full time"
