codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa
541852,armando6407@viajes.cl,19955,Huelva,Estepona,38,3779,80000,"Primera Plus"
541861,concepciOIn1475@viajes.cl,25998,Badajoz,Granollers,48,2941,187000,"ŽFBH (Bosnia y Herzegovina)"
541866,Dianacuriel@viajes.cl,42068,Granollers,Gijón,80,2897,270000,"NS International"
541871,sr.178@viajes.cl,36945,gijón#,"MOLLET DEL VALLéS!!!",26,1214,64000,"SNCB (Bélgica)"
541873,ana4570@viajes.cl,98374,Torrevieja,Segovia,9,705,126000,"ZS (Eslovenia)"
541882,anmacapa@viajes.cl,13286,Bilbao,"Pozuelo de Alarcón",61,2013,148000,Renfe
541883,Ernestoposada@viajes.cl,8205,"Pozuelo de Alarcón",Gecho,67,469,145000,"ÖBB (Austria)"
541891,bernardo2082@viajes.cl,96242,Lugo,Segovia,40,1787,94000,ADO
541896,COosartamez@viajes.cl,35715,lugo#,Benalmádena,44,3093,64000,Alsa
541903,susana1494@viajes.cl,92465,León,"San Cristróbal de la Laguna",3,646,58000,WestJet
541911,Elvirasoria@viajes.cl,52026,ceuta#,Mataró,26,2753,225000,"Wizz Air"
541916,sta.2227@viajes.ceele,66847,Mataró,Badajoz,17,2503,233000,"Singapore Airlines"
541922,masasa@viajes.cl,60982,Badajoz,Murcia,35,539,178000,"LATAM Airlines"
541930,srgumale@viajes.ceele,25884,Alicante,Móstoles,99,2860,235000,"Singapore Airlines"
541938,samuel2369@viajes.cl,7806,móstoles#,Alicante,11,1718,64000,Iberia
541942,majosame@viajes.cl,15584,Alcorcón,ORENSE!!!,48,x,185000,Damas
541956,bemole@viajes.cl,6536,"El Puerto de Santa María",Málaga,49,4287,172000,Socibus
541957,minaca@viajes.cl,140,Gijón,ELCHE!!!,32,3347,252000,Ryanair
541958,Sra.ramOIn@viajes.cl,10509,Elche,Almería,62,3703,197000,"Japan Airlines"
541959,elolti@viajes.ceele,78384,Almería,Torrelavega,18,3766,158000,"Alaska Airlines"
541960,maeuprse@viajes.cl,76162,"Collado Villalba",Getafe,82,1312,146000,"British Airways"
541962,Cristobalarenas@viajes.ceele,49727,Inca,INCA!!!,92,3414,250000,Lufthansa
541963,sta.8042@viajes.cl,99603,"Alcalá de Henares",Paterna,15,1368,132000,"VRZ (Croacia)"
541965,josefina2243@viajes.cl,39179,Alcobendas,"Castellón de la Plana",18,1339,42000,"Spirit Airlines"
541971,raquva@viajes.cl,55855,"Castellón de la Plana",Elche,39,744,65000,Iberia
541972,sizapr@viajes.cl,28834,cádiz#,"TORREJóN DE ARDOZ!!!",30,1909,57000,"Condor Bus"
541974,dourca@viajes.cl,9602,"Torrejón de Ardoz",x,41,1868,90000,FlixBus
541978,Alejandromateo@viajes.cl,79154,"San Sebastían de los Reyes",Gandía,43,537,65000,"Via Bariloche"
541979,esteban2475@viajes.ceele,32932,"San Cristróbal de la Laguna",Benidorm,28,2626,161000,"Nederlandse Sp"
541980,emilio8400@viajes.cl,21087,Benidorm,Torrelavega,97,3392,246000,"TGV (SNCF)"
541984,victoria700@viajes.cl,7869,Torrelavega,Paterna,39,4248,219000,"TGV (SNCF)"
541985,Sta.alvarado@viajes.cl,87990,Tarragona,Alcobendas,22,3112,301000,"CP (Portugal)"
541986,Lucascrespo@viajes.cl,24593,Alcobendas,Elda,80,3733,214000,"CFR (Rumania)"
541989,stcabeso@viajes.cl,13064,Estepona,Elche,34,3744,153000,"DSB (Dinamarca)"
541995,victoria9870@viajes.cl,68460,Elche,Cartagena,90,4039,333000,"VRZ (Croacia)"
541996,COosarleOIn@viajes.cl,49149,Benalmádena,Vitoria,17,409,56000,"ŽFBH (Bosnia y Herzegovina)"
541997,sra.8658@viajes.cl,20568,Móstoles,Badajoz,45,900,162000,"EME Bus"
542005,gilberto4236@viajes.cl,53386,"Ciudad Real","Alcalá de Henares",33,1579,136000,Futura
542006,andrea7429@viajes.cl,79059,Fuenlabrada,Ponferrada,44,1128,51000,JetSur
542008,Sra.Oevila@viajes.ceele,54356,Ponferrada,Cádiz,31,615,118000,Megabus
542009,lourdes4557@viajes.cl,96862,"san sebastián#",GRANOLLERS!!!,46,2032,73000,Monbus
542010,sra.8297@viajes.ceele,81610,Granollers,"Santiago de Compostela",44,3087,154000,Andesmar
542014,JosOobatista@viajes.cl,96888,Burgos,Cádiz,40,3337,371000,Eurostar
542022,jabevi@viajes.cl,8990,Cádiz,Torremolinos,57,3355,381000,"NSB (Noruega)"
542025,Sr.rivera@viajes.cl,58127,Torremolinos,Vitoria,91,2708,277000,"RZD (Rusia)"
542026,claudio678@viajes.cl,95856,"Santa Coloma de Gramanet",Ferrol,48,523,94000,BoltBus
542027,samoqu@viajes.ceele,22116,ferrol#,Reus,42,493,127000,Plusmar
542028,viOevgu@viajes.cl,86851,Reus,"CORNELLá DE LLOBREGAT!!!",44,3428,193000,"Primera Plus"
542033,diego3257@viajes.cl,26369,Pontevedra,Toledo,2,2830,186000,Thalys
542038,claudio7970@viajes.cl,16233,Toledo,Mijas,93,3646,251000,"SNCB (Bélgica)"
542046,Jorgealanis@viajes.ceele,76661,Mijas,"San Fernando",26,1604,102000,"CFR (Rumania)"
542048,elena8997@viajes.cl,74577,Fuengirola,"San Fernando",37,1485,150000,Socibus
542054,Sr.laboy@viajes.cl,80652,"El Ejido",Palencia,96,3317,235000,"Japan Airlines"
542063,maelvaur@viajes.cl,13653,León,Ávila,55,3437,393000,Amtrak
542065,luz1591@viajes.cl,33274,Ávila,"Alcalá de Guadaira",39,1904,111000,"MÁV (Hungría)"
542081,Rosabaca@viajes.cl,60846,inca#,"El Ejido",57,1218,40000,"MÁV (Hungría)"
542087,Sr.alemOen@viajes.ceele,16427,"San Sebastián",Ávila,8,3564,113000,"Delta Air Lines"
542102,inOos8100@viajes.cl,64691,Ponferrada,"San Sebastián",13,1859,164000,Thalys
542113,germOen6032@viajes.cl,60255,Málaga,Logroño,43,1577,138000,"Omnibus de México"
542114,luis965@viajes.cl,89413,Logroño,Ávila,49,2307,73000,"EME Bus"
542121,noonro@viajes.cl,4864,avilés#,"LAS PALMAS DE GRAN CANARIA!!!",43,3235,143000,Alsa
542129,OIsreap@viajes.cl,49630,Lugo,"El Prat de LLobregat",42,1946,60000,ADO
542134,Juliobatista@viajes.cl,83425,"el prat de llobregat#",Albacete,50,1386,137000,"Buses Ahumada"
542135,amalia9799@viajes.cl,30184,Albacete,Puertollano,34,1300,60000,Alsa
542136,elena8997@viajes.cl,72211,Viladecans,Marbella,13,333,145000,"ŽSSK (Eslovaquia)"
542137,sta.4447@viajes.cl,96088,Marbella,"Castellón de la Plana",77,1667,162000,"SBB (Suiza)"
542148,OIszaro@viajes.cl,72140,Arrecife,"Santa Lucía de Tirajana",63,2597,131000,"American Airlines"
542152,Mateopelayo@viajes.cl,57606,"Santa Lucía de Tirajana",Segovia,93,1562,117000,"LATAM Airlines"
542156,Reinacabrera@viajes.cl,16942,Orense,"El Puerto de Santa María",48,4291,277000,"Delta Air Lines"
542161,agustOAn7570@viajes.cl,85999,"El Puerto de Santa María","Ciudad Real",80,538,46000,EasyJet
542164,sra.3640@viajes.cl,99955,"Ciudad Real",Almería,32,1014,120000,"All Nippon Airways (ANA)"
542165,ariadna6614@viajes.ceele,21012,granada#,"Mollet del Vallés",43,254,62000,"Pullman Bus"
542170,maelprcr@viajes.cl,55242,Albacete,SANTANDER!!!,82,3284,180000,"ZSSK (Eslovaquia)"
542177,sta.6448@viajes.cl,29918,Santander,Tarrasa,93,4295,277000,"VRZ (Croacia)"
542182,tomOeso@viajes.cl,18711,Valencia,Cádiz,90,1396,43000,"Southwest Airlines"
542190,marcos260@viajes.ceele,76699,Telde,Marbella,44,2896,124000,Alsa
542191,sr.7939@viajes.cl,29162,Granollers,Pamplona,99,2558,164000,WestJet
542192,esperanza9416@viajes.cl,25059,Pamplona,Badalona,69,899,130000,EasyJet
542198,cristian6579@viajes.cl,49342,Mijas,"Ciudad Real",90,1896,134000,AVE
542202,srbedelOI@viajes.cl,51715,Cáceres,"La Coruña",16,1364,105000,"Wizz Air"
542210,blsema@viajes.cl,10286,"la coruña#",Getafe,40,3305,386000,Emirates
542211,miguel4767@viajes.cl,35151,Getafe,Fuenlabrada,86,2634,235000,"All Nippon Airways (ANA)"
542214,srclmoce@viajes.cl,93212,Badajoz,Almería,37,2940,187000,Damas
542218,masoarvi@viajes.cl,78799,Almería,Badajoz,34,2394,80000,"El Rápido Internacional"
542219,Sra.urOAas@viajes.cl,79457,Guadalajara,Fuengirola,9,3874,209000,"CP (Portugal)"
542220,anlucogo@viajes.cl,15882,Fuengirola,"La Línea de la Concepción",94,2458,280000,"HŽ (Croacia)"
542224,gureja@viajes.cl,40535,Logroño,Manresa,42,3973,153000,"El Rápido Internacional"
542227,elolza@viajes.cl,2365,Manresa,Cartagena,49,3833,72000,Greyhound
542233,enrique2388@viajes.cl,35760,"Santa Coloma de Gramanet",Puertollano,47,2599,164000,Greyhound
542234,hesesi@viajes.cl,33828,Puertollano,Pamplona,32,3461,192000,Plusmar
542241,sta.2634@viajes.cl,81982,Pamplona,Rubí,43,4033,79000,"Omnibus de México"
542242,elalfa@viajes.cl,22118,Pontevedra,Torremolinos,9,1912,161000,"Nederlandse Sp"
542243,josaol@viajes.cl,19319,Algeciras,Valladolid,62,3488,140000,"United Airlines"
542248,paarfi@viajes.cl,90004,Valladolid,Gijón,37,3291,368000,"Alaska Airlines"
542249,inOos8100@viajes.cl,16897,gijón#,Burgos,2,3617,339000,"United Airlines"
542263,Jorgeferrer@viajes.cl,32864,"San Sebastián",Móstoles,48,661,188000,"Crucero del Norte"
542268,sarobe@viajes.cl,53388,manresa#,MAJADAHONDA!!!,20,957,30000,"Southwest Airlines"
542273,Marianaperales@viajes.cl,31062,paterna#,Telde,72,2696,278000,"Turkish Airlines"
542281,Guadalupesosa@viajes.cl,5109,Logroño,Torrelavega,90,2726,162000,Qantas
542288,maorsu@viajes.cl,35015,Almería,Alcobendas,54,574,16000,"NSB (Noruega)"
542293,Sra.urOAas@viajes.ceele,12781,alcobendas#,Orense,61,539,196000,"BDZ (Bulgaria)"
542294,RebecaaragOIn@viajes.cl,44928,Orense,Orihuela,79,809,105000,"SNCB (Bélgica)"
542295,srlutrra@viajes.cl,95696,Rubí,Arrecife,30,976,101000,"Via Bariloche"
542296,Sta.vOolez@viajes.cl,11604,Arrecife,MURCIA!!!,40,4085,64000,Chevallier
542304,AndrOosdelao@viajes.cl,82830,Murcia,Estepona,46,3730,132000,"Via Bariloche"
542305,MarOAapuente@viajes.cl,72322,Cádiz,Ávila,48,390,39000,JetSur
542310,Isabelbecerra@viajes.cl,2383,Ávila,"CORNELLá DE LLOBREGAT!!!",40,3769,148000,Futura
542311,macori@viajes.cl,44277,"Cornellá de Llobregat",Benidorm,48,3440,196000,Andesmar
542312,alejandra571@viajes.cl,77324,Córdoba,Logroño,38,1263,110000,"Pullman Bus"
542313,Sta.leyva@viajes.cl,74741,"Santa Coloma de Gramanet","Molina de Segura",41,1530,75000,"El Rápido Internacional"
542314,admata@viajes.cl,27677,Paterna,Rivas-Vaciamadrid,32,2466,115000,"Via Bariloche"
542315,adargOI@viajes.cl,3410,rivas-vaciamadrid#,"Alcalá de Henares",41,3772,60000,Plusmar
542319,susana5212@viajes.cl,49468,"Palma de Mallorca",Marbella,2,3047,267000,"DSB (Dinamarca)"
542324,emilio4779@viajes.cl,17698,Marbella,Mataró,15,2145,166000,"Deutsche Bahn (DB)"
542326,lourdes7642@viajes.cl,23319,Mataró,Alicante,80,2930,216000,"DSB (Dinamarca)"
542334,Adrianazaragoza@viajes.cl,41468,Leganés,"San Sebastián",44,1739,84000,"Pullman Bus"
542335,crropa@viajes.cl,60594,"San Sebastián",Tarrasa,44,3799,107000,"Buses Romani"
542342,Isabelloera@viajes.cl,31495,Bilbao,Leganés,11,1982,177000,"Delta Air Lines"
542343,sofia9256@viajes.cl,48086,Leganés,Avilés,28,2387,257000,"Air New Zealand"
542355,enrique5385@viajes.cl,43592,Zaragoza,"Las Palmas de Gran Canaria",60,3072,102000,"ÖBB (Austria)"
542357,sra.4397@viajes.cl,55131,Puertollano,Benalmádena,85,177,87000,"Air New Zealand"
542358,frloll@viajes.ceele,67631,benalmádena#,Albacete,10,2005,156000,Emirates
542365,srjucOobrma@viajes.cl,44403,"San Cristróbal de la Laguna",Valladolid,35,2649,154000,"RZD (Rusia)"
542374,Saramuro@viajes.ceele,1307,alcobendas#,FUENLABRADA!!!,46,383,122000,"CD (República Checa)"
542378,luis8610@viajes.cl,69123,"la línea de la concepción#",Benalmádena,43,4269,68000,Monbus
542379,ElviraflOIrez@viajes.ceele,92488,benalmádena#,"Santiago de Compostela",41,941,182000,Andesmar
542382,EmiliovelOezquez@viajes.cl,72106,Madrid,Leganés,85,2090,80000,KLM
542384,Sta.henrOAquez@viajes.cl,71172,Leganés,Murcia,83,939,78000,Ryanair
542385,ragaca@viajes.cl,24057,Córdoba,"Torrejón de Ardoz",99,1929,193000,Iberia
542393,susana5212@viajes.cl,59468,"Torrejón de Ardoz",Lorca,23,4067,292000,"VR (Finlandia)"
542401,Alfredozapata@viajes.cl,92133,Elche,Badajoz,36,199,35000,"Qatar Airways"
542402,fepapo@viajes.cl,52009,badajoz#,ALCOY!!!,30,1504,76000,"Delta Air Lines"
542409,jufica@viajes.cl,2877,Alcoy,Telde,65,3763,166000,"Alaska Airlines"
542410,jacobo1886@viajes.ceele,32789,Móstoles,Benalmádena,63,953,49000,"Turkish Airlines"
542416,vOAvama@viajes.ceele,2169,Benalmádena,Reus,71,3881,263000,"Frontier Airlines"
542422,masavi@viajes.cl,9204,"Torrejón de Ardoz",Sagunto,42,4100,350000,JetBlue
542423,laesga@viajes.cl,22600,Sagunto,CARTAGENA!!!,83,221,108000,"Etihad Airways"
542430,Clementealonzo@viajes.cl,71750,Coslada,Alcobendas,37,778,153000,Plusmar
542435,gumovi@viajes.cl,62502,Viladecans,Zamora,81,3353,327000,Eurostar
542436,sofia1992@viajes.cl,61103,Zamora,"Cornellá de Llobregat",5,3539,376000,"SBB (Suiza)"
542437,sra.2960@viajes.cl,33166,"Cornellá de Llobregat","Hospitalet de LLobregat",15,2537,212000,Renfe
542445,ramiro7137@viajes.cl,43529,Elche,Viladecans,58,475,146000,"PKP (Polonia)"
542446,esviro@viajes.cl,78670,Ferrol,"El Puerto de Santa María",93,3094,259000,Avianca
542454,ramOIn738@viajes.cl,15055,"El Puerto de Santa María",Valdemoro,72,1644,184000,"Spirit Airlines"
542456,blanca1868@viajes.cl,61949,Badalona,Baracaldo,64,2566,235000,"Air New Zealand"
542457,RaOUldOevila@viajes.cl,860,Baracaldo,Arrecife,71,226,142000,"American Airlines"
542458,mebech@viajes.cl,3505,Arrecife,IRúN!!!,65,1097,62000,Iberia
542469,josOo3471@viajes.cl,77197,Pamplona,"Chiclana de la Frontera",45,4164,114000,"Buses Bio Bio"
542477,esviro@viajes.cl,65418,"Chiclana de la Frontera",Mataró,36,2768,152000,"EME Bus"
542481,teodoro9248@viajes.cl,15753,Marbella,Puertollano,99,3236,281000,"PKP (Polonia)"
542482,Cristinatoledo@viajes.cl,76658,"Dos Hermanas",Málaga,32,2585,97000,Avanza
542488,Yolandatrejo@viajes.cl,37234,Málaga,"Pozuelo de Alarcón",48,1578,137000,Alsa
542489,raOUl428@viajes.ceele,28946,"Pozuelo de Alarcón","San Fernando",44,x,x,"El Rápido Internacional"
542490,JosOocruz@viajes.cl,87754,Irún,Córdoba,25,4242,293000,"Spirit Airlines"
542495,Alfredozapata@viajes.cl,1691,Toledo,Torrevieja,100,3453,272000,"Wizz Air"
542501,EmiliavillagOImez@viajes.cl,18523,Torrevieja,Inca,24,3689,196000,"Copa Airlines"
542504,Lucashuerta@viajes.cl,89918,logroño#,Oviedo,42,3415,127000,"Buses Romani"
542511,LeonorconcepciOIn@viajes.cl,38665,"La Coruña","Las Palmas de Gran Canaria",40,165,5000,Turbus
542512,madecamica@viajes.cl,5623,"Las Palmas de Gran Canaria",Palencia,38,160,30000,"Omnibus de México"
542513,gurero@viajes.cl,11657,Salamanca,"Castellón de la Plana",8,4068,430000,"Spirit Airlines"
542514,srdavech@viajes.cl,90559,"Castellón de la Plana",Huelva,16,2275,233000,"Japan Airlines"
542521,cristobal9533@viajes.cl,43676,"Pozuelo de Alarcón",Ceuta,35,3115,194000,JetSur
542527,evmagu@viajes.cl,31418,Ceuta,"Talavera de la Reina",36,4250,82000,Andesmar
542528,benjamOAn5601@viajes.cl,86025,"San Fernando",Toledo,39,1115,170000,"Primera Plus"
542529,Benitoalmanza@viajes.cl,78219,Toledo,Arrecife,39,4295,65000,BoltBus
542531,anfrte@viajes.ceele,30093,Arrecife,PATERNA!!!,34,524,60000,Monbus
542532,federico2534@viajes.cl,85244,Irún,"Santiago de Compostela",36,2176,85000,Monbus
542533,carlota3685@viajes.cl,19577,Lérida,"Dos Hermanas",46,1561,193000,"Flecha Bus"
542534,raarmo@viajes.cl,74298,"Dos Hermanas",Arrecife,36,2782,160000,"Buses Romani"
542535,federico9356@viajes.cl,18641,Palencia,Baracaldo,33,3254,57000,Turbus
542536,carlota6867@viajes.cl,61707,Baracaldo,Córdoba,45,3497,118000,Turbus
542540,octavio2345@viajes.cl,59458,Elda,"Ciudad Real",32,3937,109000,Socibus
542546,mareal@viajes.cl,71875,"Ciudad Real",Benalmádena,50,122,42000,Plusmar
542550,jesOUs8001@viajes.cl,33852,benalmádena#,Avilés,42,2753,121000,FlixBus
542555,gregorio6426@viajes.cl,73507,Coslada,"San Sebastían de los Reyes",63,3458,233000,"HŽ (Croacia)"
542556,adela2214@viajes.cl,81953,Elche,Toledo,36,2897,354000,"PKP (Polonia)"
542557,marilu6755@viajes.cl,94229,Valdemoro,Valencia,34,1701,153000,"Omnibus de México"
542558,sr.7960@viajes.cl,72095,Getafe,"Jerez de la Frontera",75,437,185000,Emirates
542562,juan1218@viajes.cl,95497,"Jerez de la Frontera","Palma de Mallorca",65,1947,97000,"Ethiopian Airlines"
542570,lobeal@viajes.cl,90368,"Palma de Mallorca","San Cristróbal de la Laguna",96,1607,102000,Vueling
542575,srincaca@viajes.cl,83561,"El Ejido",Estepona,24,966,43000,"LATAM Airlines"
542583,Luissisneros@viajes.cl,4144,Badalona,Cáceres,98,752,55000,"Frontier Airlines"
542584,gralro@viajes.cl,71544,Santander,"Cornellá de Llobregat",25,2418,224000,"CFR (Rumania)"
542592,VirginiajuOerez@viajes.cl,74528,Zaragoza,"Ciudad Real",39,2189,165000,"Etihad Airways"
542594,alejandra571@viajes.cl,6025,Ponferrada,ALICANTE!!!,36,2352,247000,"ŽFBH (Bosnia y Herzegovina)"
542597,jorge2679@viajes.cl,71948,Alicante,Madrid,77,267,82000,"ÖBB (Austria)"
542602,perime@viajes.cl,44397,Manresa,Alicante,45,902,117000,ADO
542606,gucral@viajes.cl,79447,Elda,"El Prat de LLobregat",99,2195,143000,"HŽ (Croacia)"
542614,gaocce@viajes.cl,38607,Torremolinos,Reus,70,2761,146000,Eurostar
542617,srracaco@viajes.cl,4706,Ponferrada,Zamora,45,129,12000,"Primera Plus"
542618,raoqar@viajes.cl,75004,Paterna,"Chiclana de la Frontera",20,1345,144000,"Ethiopian Airlines"
542625,susana5212@viajes.cl,57540,"Chiclana de la Frontera",Torrevieja,45,2844,195000,"Japan Airlines"
542631,hozavi@viajes.cl,21665,majadahonda#,"San Cristróbal de la Laguna",48,2928,168000,Andesmar
542632,tegrro@viajes.cl,63529,"San Cristróbal de la Laguna",Almería,44,2262,171000,"Estrella Roja"
542644,AlfonsojimOAnez@viajes.cl,48044,Orense,Benidorm,74,1419,131000,"BDZ (Bulgaria)"
542646,Sra.cavazos@viajes.cl,79339,Leganés,"TORREJóN DE ARDOZ!!!",x,849,73000,x
542647,stsaheme@viajes.cl,26461,"Torrejón de Ardoz",Benalmádena,49,3667,101000,Socibus
542654,magdalena7633@viajes.cl,50579,"Alcalá de Henares","Pozuelo de Alarcón",93,2280,163000,"PKP (Polonia)"
542655,adela7630@viajes.cl,58158,"Pozuelo de Alarcón",Ponferrada,8,2010,188000,Italo
542663,ElisajimOAnez@viajes.cl,42169,Paterna,Majadahonda,55,274,56000,"Qatar Airways"
542664,Dianarivera@viajes.cl,96486,Majadahonda,Mérida,64,1558,57000,WestJet
542665,sra.8108@viajes.cl,46113,Mérida,"Hospitalet de LLobregat",65,1343,76000,KLM
542666,vimaor@viajes.cl,43481,Rubí,"EL PRAT DE LLOBREGAT!!!",99,3676,490000,"United Airlines"
542672,julio2462@viajes.cl,77500,"El Prat de LLobregat",Jaén,52,3830,253000,"Alaska Airlines"
542673,mOIdova@viajes.cl,15018,"Hospitalet de LLobregat",Madrid,56,1672,146000,"TGV (SNCF)"
542674,sugusa@viajes.cl,69670,Madrid,Mataró,37,2080,72000,"VR (Finlandia)"
542679,Evamontes@viajes.cl,38758,Mataró,Mijas,41,1977,135000,"ŽSSK (Eslovaquia)"
542681,ragoes@viajes.cl,71159,Leganés,Benalmádena,69,3854,427000,Trenitalia
542692,dogaro@viajes.cl,18449,Orihuela,Majadahonda,42,3713,105000,"Condor Bus"
542693,margarita2183@viajes.cl,65926,majadahonda#,Zaragoza,43,982,161000,"Via Bariloche"
542701,Sr.polanco@viajes.cl,16065,Zaragoza,Barcelona,49,1323,138000,Greyhound
542702,MarOAaOevila@viajes.cl,21430,Ávila,"Dos Hermanas",24,167,97000,"Etihad Airways"
542712,sra.7007@viajes.cl,17859,"Las Palmas de Gran Canaria",Cáceres,11,1394,147000,"Ethiopian Airlines"
542720,margarita9165@viajes.cl,68204,Cáceres,"TALAVERA DE LA REINA!!!",4,2274,281000,"Southwest Airlines"
542721,JosOocruz@viajes.cl,34594,"Talavera de la Reina",Gandía,24,439,108000,"American Airlines"
542722,lumoch@viajes.cl,51464,Elda,"La Coruña",29,1407,44000,Avianca
542727,Sra.badillo@viajes.cl,43887,"San Sebastían de los Reyes",Lorca,48,1672,135000,Andesmar
542729,stfrraca@viajes.cl,62887,alcoy#,Elche,33,488,56000,"Buses Bio Bio"
542735,Carmenescobedo@viajes.cl,88887,Ceuta,Guadalajara,1,4236,486000,"United Airlines"
542744,Lilianaranjo@viajes.cl,94523,Cuenta,"Roquetas de Mar",4,1979,166000,"Japan Airlines"
542745,octavio2345@viajes.cl,63229,Estepona,Vitoria,28,1992,180000,"Alaska Airlines"
542746,Antoniagriego@viajes.cl,48853,Vitoria,Viladecans,81,1897,174000,"United Airlines"
542754,irene6155@viajes.cl,50512,"El Ejido",Mijas,34,2803,172000,"Buses Ahumada"
542755,sta.893@viajes.cl,45200,Oviedo,Telde,14,2890,343000,"ŽSSK (Eslovaquia)"
542759,srmacrma@viajes.cl,14586,Logroño,Guadalajara,79,3471,322000,"ŽFBH (Bosnia y Herzegovina)"
542769,Samuelarenas@viajes.cl,9024,Arrecife,Vitoria,50,3190,148000,Alsa
542770,srclmoce@viajes.cl,64268,Mataró,Cuenta,42,2736,167000,"Buses Ahumada"
542777,alberto7497@viajes.cl,27385,Cuenta,Cádiz,35,2127,130000,"Buses Ahumada"
542781,dorotea7515@viajes.cl,71667,Gandía,Cádiz,9,142,12000,JetBlue
542791,Sr.valles@viajes.ceele,59627,Avilés,"Cornellá de Llobregat",47,3849,493000,Italo
542797,Robertovanegas@viajes.cl,26983,"Cornellá de Llobregat","San Sebastían de los Reyes",20,1560,200000,"HŽ (Croacia)"
542799,sesooj@viajes.cl,23217,ceuta#,Badajoz,58,2013,139000,"RZD (Rusia)"
542805,paamri@viajes.cl,31731,Barcelona,"San Fernando",23,4278,395000,Emirates
542817,stsaalre@viajes.ceele,99831,Tarragona,BADALONA!!!,89,4237,192000,"VRZ (Croacia)"
542823,natalia6194@viajes.ceele,85427,badalona#,"Pozuelo de Alarcón",55,2290,108000,Eurostar
542829,Saraozuna@viajes.cl,30269,Telde,"Sanlúcar de Barrameda",88,1551,76000,Emirates
542841,vOAcaco@viajes.ceele,44985,oviedo#,Telde,33,3343,141000,"DSB (Dinamarca)"
542849,gregorio5366@viajes.cl,17350,Torrevieja,"El Ejido",24,2223,272000,"Qatar Airways"
542851,rocio547@viajes.ceele,9166,Gandía,Jaén,14,1688,67000,Amtrak
542852,sttefatr@viajes.cl,38353,Jaén,Getafe,80,502,185000,"ŽFBH (Bosnia y Herzegovina)"
542856,adrole@viajes.cl,48364,Alicante,Fuengirola,53,2168,152000,"HŽ (Croacia)"
542857,paamri@viajes.cl,66884,Fuengirola,Viladecans,13,2631,147000,"Deutsche Bahn (DB)"
542858,SamuelresOondez@viajes.cl,38341,Torremolinos,Vigo,42,1840,54000,"Omnibus de México"
542859,Isabelfigueroa@viajes.cl,1577,Majadahonda,Fuengirola,45,4297,373000,"CP (Portugal)"
542860,Susanasolorzano@viajes.cl,98576,Fuengirola,Motril,33,1618,66000,"Nederlandse Sp"
542866,sacapa@viajes.cl,91667,Pamplona,Benidorm,41,3991,180000,Andesmar
542874,Susanasolorzano@viajes.cl,40855,"El Prat de LLobregat",Bilbao,34,4119,149000,"Crucero del Norte"
542875,Claudiozayas@viajes.cl,46868,Torrevieja,Almería,50,4287,115000,"Buses Nilahue"
542876,inOos8100@viajes.cl,92155,Almería,"Ciudad Real",40,1911,88000,"Buses Bio Bio"
542877,catalina8725@viajes.cl,57860,"Ciudad Real",LEGANéS!!!,35,2380,186000,"Condor Bus"
