codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,comodidades,paradas
555512,anguri@viajes.cl,65623,Vitoria,SAGUNTO!!!,25,3615,400000,"SJ (Suecia)","{""Aire acondicionado"",Calefacción,""Asientos reclinables"",TV,Comida,Baño,Agua}","{Torremolinos,Elda}"
555514,alicia3564@viajes.cl,14645,Sagunto,Paterna,3,4166,201000,"BDZ (Bulgaria)","{""Asientos reclinables"",Calefacción,Comida,""Aire acondicionado"",TV,Agua,Baño}","{Burgos,Benidorm,Alicante,""Santa Lucía de Tirajana""}"
555518,horacio7455@viajes.cl,32938,Alcoy,Ferrol,46,4210,435000,"NS International","{Wifi,TV,Calefacción,Comida,Agua,""Asientos reclinables"",""Aire acondicionado""}",{Cádiz}
555545,julia8294@viajes.cl,17837,Valdemoro,Gerona,50,894,43000,"ŽSSK (Eslovaquia)","{""Aire acondicionado"",TV,""Asientos reclinables""}","{Oviedo,Lorca,""San Cristróbal de la Laguna"",Benidorm,Ferrol}"
555546,MarOAafajardo@viajes.cl,16889,Gerona,Inca,64,3774,493000,"CP (Portugal)","{TV,Calefacción,Comida,""Aire acondicionado"",Wifi,Baño,""Asientos reclinables""}","{Cuenta,Mataró,Sevilla,Valladolid,Torrevieja}"
555554,marilu4828@viajes.cl,22668,reus#,"San Sebastían de los Reyes",63,1992,190000,Italo,"{Baño,Comida,Wifi,Calefacción}","{""Torrejón de Ardoz"",""San Sebastían de los Reyes"",""Alcalá de Henares""}"
555555,juestOI@viajes.cl,4851,"San Sebastían de los Reyes",Córdoba,48,851,128000,"SBB (Suiza)","{Comida,Baño,TV}",{Valencia}
555564,jaime8707@viajes.cl,34265,Calahorra,León,39,4266,489000,"Deutsche Bahn (DB)","{TV,Comida,""Asientos reclinables"",Baño,Agua,Wifi,Calefacción}","{Gandía,Pontevedra,Oviedo,""Santa Coloma de Gramanet""}"
555565,Virginiazavala@viajes.cl,22807,León,Algeciras,31,1162,68000,"ŽFBH (Bosnia y Herzegovina)","{Baño,Calefacción,""Asientos reclinables""}","{""Palma de Mallorca""}"
555622,elvira2066@viajes.cl,61005,"Ciudad Real","Cerdañola del Vallés",72,4142,255000,"ZFBH (Bosnia y Herzegovina)","{Comida,Agua,Baño,TV,Calefacción,Wifi,""Asientos reclinables""}","{""El Prat de LLobregat"",Cuenta}"
555642,caridad4101@viajes.cl,62097,"san cristróbal de la laguna#",Linares,28,2680,231000,"VRZ (Croacia)","{Comida,Wifi,Baño,""Aire acondicionado"",Agua}",{Vigo}
555650,ricove@viajes.cl,71720,Linares,Jaén,47,891,97000,"CFR (Rumania)","{Baño,Calefacción,Agua}",{Lérida}
555655,almohe@viajes.cl,50003,"santa lucía de tirajana#",Fuenlabrada,7,1462,111000,Italo,"{Baño,Agua,Calefacción,Wifi}",{Avilés}
555666,esnibOo@viajes.cl,30357,"Talavera de la Reina","Castellón de la Plana",36,2270,101000,"DSB (Dinamarca)","{Comida,""Aire acondicionado"",Agua,""Asientos reclinables"",Calefacción}","{""Jerez de la Frontera"",Badalona,Gandía,Valdemoro}"
555667,sancho9795@viajes.cl,77990,"Castellón de la Plana",Reus,92,4076,261000,"NS International","{Calefacción,Baño,""Aire acondicionado"",Wifi,""Asientos reclinables"",Comida,Agua}",{Viladecans}
555668,horacio7455@viajes.cl,93680,Reus,"San Sebastián",80,4236,265000,"Deutsche Bahn (DB)","{""Asientos reclinables"",Baño,Calefacción,TV,""Aire acondicionado"",Agua,Wifi}","{Avilés,Rivas-Vaciamadrid,Parla}"
555669,Caridadfajardo@viajes.cl,36635,"Chiclana de la Frontera",Granollers,24,2649,104000,"VR (Finlandia)","{Agua,Calefacción,TV,Wifi,Comida}","{""Sanlúcar de Barrameda"",Sabadell}"
555678,OIszaro@viajes.cl,54389,ceuta#,Tarrasa,82,1757,105000,Italo,"{""Aire acondicionado"",Wifi,Calefacción,Agua}","{""Palma de Mallorca"",Algeciras,""Santiago de Compostela"",Orense,""Palma de Mallorca""}"
555679,JosOoechevarrOAa@viajes.cl,81609,Tarrasa,Cádiz,40,2127,151000,"NS International","{Wifi,Agua,""Asientos reclinables"",Baño}",{Majadahonda}
555710,Mateopulido@viajes.cl,45481,Sabadell,Ávila,16,3889,494000,"ZSSK (Eslovaquia)","{""Aire acondicionado"",Wifi,Calefacción,Baño,Agua,TV,""Asientos reclinables""}","{""San Sebastián"",Pamplona}"
555732,Isabelolivera@viajes.cl,39381,Jaén,Mataró,39,3435,351000,"ŽFBH (Bosnia y Herzegovina)","{TV,Agua,Baño,""Aire acondicionado"",Calefacción,Comida}",{Fuenlabrada}
555733,crurga@viajes.cl,26892,Mataró,Majadahonda,61,755,139000,"RZD (Rusia)","{Comida,TV,Wifi}","{Majadahonda,Leganés,Pamplona,Ávila}"
555740,vigaro@viajes.cl,93981,Tarragona,Móstoles,58,133,66000,"ŽFBH (Bosnia y Herzegovina)",{},"{Vitoria,Granollers,Telde,Alicante,""Sanlúcar de Barrameda""}"
555748,Cristianvillegas@viajes.cl,52010,Segovia,PALENCIA!!!,37,3361,173000,Italo,"{""Asientos reclinables"",Wifi,Calefacción,Agua,Comida,Baño}","{Pontevedra,""Talavera de la Reina"",Coslada,Badajoz,""Hospitalet de LLobregat""}"
555749,ReinatOIrrez@viajes.cl,98779,León,Pamplona,20,2323,217000,"NS International","{""Aire acondicionado"",Baño,Agua,Calefacción,""Asientos reclinables""}","{Elche,Arrecife,Algeciras}"
555776,alberto3237@viajes.cl,83048,Mijas,Madrid,94,141,16000,"CFR (Rumania)",{},{Cuenta}
555789,Sr.armas@viajes.ceele,9224,"Chiclana de la Frontera",Benidorm,98,485,20000,"TGV (SNCF)",{},"{Avilés,Mataró,Elche,Getafe,""Dos Hermanas""}"
555873,alejandro6382@viajes.cl,35269,Gecho,Jaén,32,4269,357000,"ŽFBH (Bosnia y Herzegovina)","{Agua,Wifi,""Aire acondicionado"",TV,Baño,Calefacción,Comida}","{Elda,Viladecans,Valdemoro,""San Fernando"",Fuenlabrada}"
555874,COosarleOIn@viajes.cl,35518,Jaén,Elche,80,2467,110000,"Nederlandse Sp","{Agua,Calefacción,Baño,""Asientos reclinables"",TV}","{""San Cristróbal de la Laguna"",Benalmádena,Murcia,Gerona,Pamplona}"
555887,Juliovaca@viajes.ceele,59352,Palencia,Alcobendas,8,2715,215000,Trenitalia,"{Wifi,Baño,Calefacción,TV,""Aire acondicionado""}",{Cádiz}
555888,claudio3752@viajes.cl,47076,Alcobendas,Benalmádena,16,180,25000,"VR (Finlandia)",{},"{Paterna,Tarrasa}"
555889,samuel2369@viajes.cl,9326,benalmádena#,Málaga,59,2562,253000,"HŽ (Croacia)","{Calefacción,""Aire acondicionado"",Baño,Wifi,Agua}","{Torrevieja,Parla,Reus,Sagunto}"
555890,Sr.curiel@viajes.cl,67286,Guadalajara,Ceuta,13,2469,129000,"SJ (Suecia)","{Wifi,""Aire acondicionado"",TV,Comida,Baño}","{Parla,Benidorm,Gandía,Viladecans}"
555898,EmiliavillagOImez@viajes.cl,92318,Ceuta,Toledo,7,2882,389000,Amtrak,"{Calefacción,""Asientos reclinables"",TV,Agua,Wifi,Baño}","{Gijón,Elche}"
555899,stsimocOI@viajes.cl,5015,Mataró,Lorca,14,678,40000,"ÖBB (Austria)",{},"{Sevilla,Zamora,""Cerdañola del Vallés""}"
555905,gloria2259@viajes.cl,20487,Lorca,"Chiclana de la Frontera",66,3201,190000,"PKP (Polonia)","{Comida,Wifi,Calefacción,""Aire acondicionado"",Agua,TV}",{Córdoba}
555932,sra.2126@viajes.cl,89957,"El Prat de LLobregat",Sagunto,3,1906,99000,"ZFBH (Bosnia y Herzegovina)","{Agua,Baño,""Asientos reclinables"",Wifi}","{""Cerdañola del Vallés""}"
555906,sayOeme@viajes.cl,72559,"Chiclana de la Frontera",Alcobendas,53,2972,139000,Trenitalia,"{Comida,Baño,Calefacción,""Asientos reclinables"",""Aire acondicionado"",TV}","{Badalona,Cartagena,""Alcalá de Henares""}"
555919,Patriciobahena@viajes.cl,5239,Santander,Avilés,12,3362,140000,"Deutsche Bahn (DB)","{""Asientos reclinables"",Agua,Baño,Calefacción,TV,Wifi}","{""Santa Coloma de Gramanet""}"
555927,mariano6759@viajes.cl,57352,Bilbao,Marbella,33,2828,145000,Amtrak,"{Calefacción,Wifi,""Aire acondicionado"",Comida,""Asientos reclinables""}","{Motril,""Roquetas de Mar"",Santander}"
555929,Juliovaca@viajes.cl,98325,Marbella,"El Ejido",70,495,101000,"SBB (Suiza)",{},"{Guadalajara,Tarragona,Mijas}"
555933,Dianacuriel@viajes.cl,40705,Sagunto,"Roquetas de Mar",71,4211,273000,"ZSSK (Eslovaquia)","{""Aire acondicionado"",Comida,Wifi,Agua,Baño,TV,Calefacción}","{Cáceres,""Hospitalet de LLobregat"",Rubí,Oviedo,Mérida}"
555964,mariano6759@viajes.cl,77851,"Torrejón de Ardoz",Almería,2,4202,283000,"Nederlandse Sp","{Comida,Wifi,Agua,Calefacción,TV,""Asientos reclinables"",""Aire acondicionado""}","{Lérida,Albacete,Motril,Lérida,Puertollano}"
555965,ereshu@viajes.cl,60604,Barcelona,Rubí,3,3758,400000,Amtrak,"{Calefacción,TV,Baño,""Asientos reclinables"",Wifi,Agua,""Aire acondicionado""}","{""El Prat de LLobregat"",Alcoy,Linares,Marbella,Torremolinos}"
555967,josOo8194@viajes.ceele,65425,Rubí,Paterna,40,1051,65000,"BDZ (Bulgaria)","{""Aire acondicionado"",""Asientos reclinables"",Calefacción}",{Lugo}
555978,luz4383@viajes.cl,16095,Albacete,"Torrejón de Ardoz",95,1908,139000,"SBB (Suiza)","{Agua,Comida,TV,""Asientos reclinables""}","{Sabadell,Móstoles,Badalona,""San Fernando""}"
555981,srjucOobrma@viajes.cl,76724,"Torrejón de Ardoz","Torrejón de Ardoz",24,2142,173000,"PKP (Polonia)","{Wifi,Agua,Baño,""Aire acondicionado""}","{Barcelona,Mataró}"
555983,adOen4808@viajes.cl,5025,"El Puerto de Santa María",Santander,87,2574,115000,"ÖBB (Austria)","{""Aire acondicionado"",Comida,Wifi,Agua,""Asientos reclinables""}","{Gandía,""Molina de Segura"",""Collado Villalba""}"
555985,Marcosrojo@viajes.cl,67241,Paterna,Mijas,44,2394,260000,AVE,"{Baño,""Asientos reclinables"",TV,""Aire acondicionado"",Agua}",{León}
555987,Micaelamedrano@viajes.cl,93558,"Santa Coloma de Gramanet",Pontevedra,95,1871,155000,"DSB (Dinamarca)","{""Aire acondicionado"",Agua,Wifi,Comida}","{Burgos,Alicante,""San Fernando""}"
555989,COosartamez@viajes.cl,19119,Pontevedra,"Collado Villalba",20,4069,447000,"VRZ (Croacia)","{Comida,Wifi,Calefacción,""Asientos reclinables"",Agua,""Aire acondicionado"",Baño}","{""El Ejido"",Badalona,""Pozuelo de Alarcón""}"
556015,esperanza9416@viajes.ceele,89853,Zaragoza,Motril,64,3039,130000,"HŽ (Croacia)","{Calefacción,Wifi,""Aire acondicionado"",TV,Baño,Agua}","{Granollers,León}"
556086,AndrOosybarra@viajes.cl,39733,"Cornellá de Llobregat",BARCELONA!!!,38,175,94000,"NS International",{},"{Majadahonda,Motril,Sagunto,""La Coruña"",""San Cristróbal de la Laguna""}"
556100,Carloscortez@viajes.cl,80191,"Cornellá de Llobregat","Ciudad Real",72,907,142000,"SJ (Suecia)","{Calefacción,Wifi,Agua}","{""Castellón de la Plana"",Zaragoza,""San Sebastían de los Reyes""}"
556101,MarOAasamaniego@viajes.cl,55664,"Ciudad Real",Telde,83,2862,101000,"BDZ (Bulgaria)","{Wifi,""Aire acondicionado"",Baño,""Asientos reclinables"",TV}","{""Collado Villalba"",""El Puerto de Santa María"",Paterna,Getafe,""Las Palmas de Gran Canaria""}"
556103,erOegco@viajes.cl,12766,"Chiclana de la Frontera",Estepona,69,1639,148000,"MÁV (Hungría)","{Baño,Wifi,""Asientos reclinables"",""Aire acondicionado""}","{""Castellón de la Plana"",Granada,""Palma de Mallorca""}"
556114,jemapa@viajes.cl,19878,Reus,Alcoy,4,4117,241000,"SJ (Suecia)","{Calefacción,Comida,Agua,TV,Baño,Wifi,""Aire acondicionado""}",{Barcelona}
556116,Sr.alemOen@viajes.cl,33976,Alcoy,Elda,40,3351,311000,Italo,"{Calefacción,Wifi,Comida,""Aire acondicionado"",""Asientos reclinables"",Baño}","{""Dos Hermanas""}"
556135,carmen2339@viajes.cl,15607,Mérida,"La Línea de la Concepción",77,2623,219000,"TGV (SNCF)","{Wifi,""Aire acondicionado"",Baño,TV,""Asientos reclinables""}","{Jaén,Tarrasa,Irún,""Collado Villalba"",Torremolinos}"
556136,guabsa@viajes.cl,71672,Irún,Alcorcón,4,1140,148000,"SJ (Suecia)","{Comida,Baño,""Asientos reclinables""}","{Huelva,Santander,Albacete}"
556137,roberto3912@viajes.cl,89196,Alcorcón,"La Línea de la Concepción",36,1328,123000,"NS International","{""Aire acondicionado"",Comida,TV}","{""Torrejón de Ardoz""}"
556138,Claudiaraya@viajes.cl,x,x,Madrid,26,3081,128000,"ZSSK (Eslovaquia)","{Agua,Wifi,Comida,TV,Baño,Calefacción}","{""San Sebastián"",Linares,Bilbao}"
556144,bemole@viajes.cl,36256,Madrid,Toledo,47,1178,46000,"MÁV (Hungría)","{Calefacción,""Aire acondicionado"",Agua}","{""La Línea de la Concepción""}"
556152,raquel8972@viajes.cl,46149,Toledo,Marbella,72,1847,87000,"CFR (Rumania)","{Wifi,Comida,Calefacción,Baño}","{Elda,""Cornellá de Llobregat"",""Castellón de la Plana""}"
556154,homero3606@viajes.cl,32198,"Santa Cruz de Tenerife",Tarrasa,14,503,21000,"ZSSK (Eslovaquia)",{},"{""San Sebastián"",Mataró,Sagunto}"
556155,Lourdesguerra@viajes.cl,94031,Tarrasa,Irún,88,2756,139000,"HŽ (Croacia)","{Wifi,""Asientos reclinables"",Comida,Baño,TV}","{Guadalajara,Granollers,Ferrol,Baracaldo,Mérida}"
556163,Estersaucedo@viajes.ceele,62383,Huelva,Jaén,16,3707,279000,"SBB (Suiza)","{""Aire acondicionado"",Agua,Calefacción,Comida,Baño,Wifi,""Asientos reclinables""}","{Motril,Mataró}"
556164,teresa802@viajes.cl,x,x,"Dos Hermanas",1,2762,218000,"ZSSK (Eslovaquia)","{""Aire acondicionado"",Baño,Calefacción,Wifi,TV}","{Manresa,""San Sebastián"",Alcorcón,Elche}"
556165,Isabelfigueroa@viajes.cl,2193,"Dos Hermanas",x,x,3751,x,"ŽFBH (Bosnia y Herzegovina)","{TV,Comida,Agua,""Aire acondicionado"",Wifi,Calefacción,""Asientos reclinables""}","{Pontevedra,Albacete,""San Fernando"",Parla,Oviedo}"
556174,srpaalme@viajes.cl,7662,"Cornellá de Llobregat",Vitoria,9,2814,139000,"CFR (Rumania)","{Baño,""Asientos reclinables"",Wifi,Calefacción,TV}","{Granada,Arrecife,Marbella}"
556175,mahaca@viajes.cl,77416,Vitoria,Sabadell,82,2600,196000,"MÁV (Hungría)","{Calefacción,TV,""Aire acondicionado"",Agua,Wifi}",{Mataró}
556195,lorenzo5118@viajes.cl,87945,"San Sebastián",Fuenlabrada,63,1045,57000,"ÖBB (Austria)","{TV,Baño,Calefacción}",{Reus}
556196,sta.391@viajes.cl,66018,Fuenlabrada,GRANADA!!!,4,2740,279000,"RZD (Rusia)","{Agua,TV,""Aire acondicionado"",Wifi,Comida}","{Pontevedra,Gerona}"
556206,locabu@viajes.cl,51614,Cádiz,Viladecans,36,1102,128000,"SBB (Suiza)","{""Aire acondicionado"",Agua,Comida}","{""Cerdañola del Vallés""}"
556212,Lourdesguerra@viajes.ceele,41637,viladecans#,Algeciras,93,3275,154000,"SBB (Suiza)","{TV,Comida,Baño,""Aire acondicionado"",Calefacción,""Asientos reclinables""}","{""Roquetas de Mar""}"
556213,MiguelmunguOAa@viajes.cl,42991,Cartagena,Algeciras,10,621,195000,"RZD (Rusia)",{},"{Santander,Sevilla,Manresa}"
556214,miibnOU@viajes.ceele,48506,"Roquetas de Mar",Córdoba,85,1688,113000,"DSB (Dinamarca)","{Baño,""Asientos reclinables"",""Aire acondicionado"",Calefacción}","{Gijón,""La Coruña"",Orihuela,Barcelona}"
556219,sta.8735@viajes.cl,56686,Benalmádena,Torremolinos,48,3125,191000,"ÖBB (Austria)","{TV,""Asientos reclinables"",Comida,Baño,Calefacción,""Aire acondicionado""}",{Alcoy}
556234,Eduardoviera@viajes.cl,62928,"Torrejón de Ardoz",Zamora,38,3194,341000,"ZSSK (Eslovaquia)","{""Asientos reclinables"",""Aire acondicionado"",Comida,Agua,Calefacción,Baño}","{Barcelona,Torremolinos}"
556249,marOAa5411@viajes.cl,55824,"Cerdañola del Vallés",Algeciras,63,643,20000,"ŽFBH (Bosnia y Herzegovina)",{},"{Manresa,Badajoz,Torrevieja,Cuenta,Ávila}"
556250,ester2114@viajes.cl,79579,Algeciras,Oviedo,82,4004,331000,"DSB (Dinamarca)","{TV,""Aire acondicionado"",Calefacción,Baño,Comida,""Asientos reclinables"",Agua}","{Rubí,Cuenta,Ferrol,Orense}"
556258,Sra.montes@viajes.cl,31334,Oviedo,"Mollet del Vallés",48,1615,190000,"CD (República Checa)","{""Aire acondicionado"",Wifi,""Asientos reclinables"",Calefacción}","{""Ciudad Real"",""Las Palmas de Gran Canaria"",""Collado Villalba"",Reus}"
556298,srmamioj@viajes.cl,68401,alcobendas#,"San Sebastían de los Reyes",3,3191,374000,Amtrak,"{""Asientos reclinables"",Wifi,Agua,Calefacción,""Aire acondicionado"",TV}","{Sabadell,""Santiago de Compostela"",Fuenlabrada,""Santa Coloma de Gramanet"",""Torrejón de Ardoz""}"
556330,andrOos7079@viajes.cl,75425,Gerona,Segovia,25,1201,30000,"SJ (Suecia)","{TV,""Asientos reclinables"",Comida}","{Sagunto,Vitoria,Gecho}"
556331,stsibacOI@viajes.cl,43485,Segovia,Albacete,99,3395,328000,"DSB (Dinamarca)","{Agua,""Aire acondicionado"",Comida,TV,Baño,Wifi}","{Sagunto,Coslada,Fuenlabrada}"
556354,claudio3752@viajes.cl,86316,mérida#,MOTRIL!!!,18,3423,169000,"VRZ (Croacia)","{Agua,Comida,""Aire acondicionado"",Calefacción,Wifi,TV}","{Barcelona,Albacete,Torremolinos,Valdemoro,Sabadell}"
556355,Federicomadera@viajes.cl,90825,motril#,Granada,68,2071,154000,"VR (Finlandia)","{""Asientos reclinables"",Wifi,Calefacción,Comida}","{Albacete,Almería,Valladolid,Elche,Málaga}"
556388,Lourdescoronado@viajes.cl,48383,Getafe,Rubí,12,1212,30000,"ŽSSK (Eslovaquia)","{""Asientos reclinables"",Agua,Calefacción}","{""Santa Lucía de Tirajana""}"
556389,CristiangarcOAa@viajes.cl,34257,Algeciras,León,23,4182,468000,"ŽFBH (Bosnia y Herzegovina)","{Wifi,""Aire acondicionado"",TV,Baño,Calefacción,Agua,""Asientos reclinables""}",{Reus}
556390,aljuba@viajes.ceele,58662,León,Algeciras,48,758,125000,"SBB (Suiza)","{""Aire acondicionado"",""Asientos reclinables"",Comida}","{Elda,Tarrasa,Cádiz}"
556412,joemmeco@viajes.cl,37780,móstoles#,Elda,92,3499,179000,"DSB (Dinamarca)","{""Asientos reclinables"",Baño,""Aire acondicionado"",Agua,Comida,Calefacción}","{Badalona,Gandía}"
556414,Antoniocovarrubias@viajes.cl,37805,"Santa Cruz de Tenerife","San Cristróbal de la Laguna",55,1354,55000,"MÁV (Hungría)","{""Aire acondicionado"",Calefacción,Baño}","{""La Coruña"",""Las Palmas de Gran Canaria""}"
556424,marilu5090@viajes.cl,38983,Pontevedra,"Pozuelo de Alarcón",25,124,124000,"SNCB (Bélgica)",{},"{""Cerdañola del Vallés""}"
556426,rocio547@viajes.cl,33618,Calahorra,"Sanlúcar de Barrameda",75,2182,261000,"CP (Portugal)","{TV,Calefacción,""Aire acondicionado"",""Asientos reclinables"",Comida}","{Gecho,""Chiclana de la Frontera"",Pamplona,Murcia}"
556434,sra.5386@viajes.cl,99506,Lérida,"Dos Hermanas",96,3604,314000,"PKP (Polonia)","{Comida,""Asientos reclinables"",Agua,""Aire acondicionado"",Baño,Wifi,Calefacción}","{Motril,Calahorra,Benalmádena,Bilbao,Estepona}"
556435,Danielaarguello@viajes.cl,9143,"Dos Hermanas",Tarrasa,8,2539,96000,"RZD (Rusia)","{Baño,Comida,Calefacción,TV,Agua}","{Mérida,Torremolinos}"
556437,Sta.naranjo@viajes.cl,4235,tarrasa#,Valencia,4,653,162000,"SJ (Suecia)",{},"{Avilés,Lérida,Valdemoro}"
556439,inlagu@viajes.cl,34963,Oviedo,Valladolid,95,1348,117000,"ZS (Eslovenia)","{""Asientos reclinables"",""Aire acondicionado"",Baño}","{Alicante,Valdemoro}"
556444,dialsa@viajes.cl,81179,Valladolid,Murcia,20,1801,163000,"ŽSSK (Eslovaquia)","{Wifi,Calefacción,""Aire acondicionado"",""Asientos reclinables""}","{Baracaldo,Ferrol,Cádiz,Oviedo}"
556445,gerardo9912@viajes.cl,89882,Vigo,Ávila,87,435,191000,Trenitalia,{},{Telde}
556449,EsperanzavelOezquez@viajes.cl,20003,Reus,Gerona,72,1546,116000,"NSB (Noruega)","{Wifi,""Aire acondicionado"",Calefacción,Comida}","{""La Línea de la Concepción"",""La Coruña"",Segovia,Coslada}"
556472,OIscar7270@viajes.cl,7939,Irún,Alicante,82,3379,325000,Trenitalia,"{Baño,Wifi,Comida,Agua,Calefacción,""Asientos reclinables""}","{Manresa,Zaragoza,""El Ejido"",Córdoba}"
556477,stblagar@viajes.cl,6058,Ávila,"TORREJóN DE ARDOZ!!!",27,3002,305000,"ŽSSK (Eslovaquia)","{Calefacción,Wifi,""Asientos reclinables"",TV,Agua,""Aire acondicionado""}","{""Santiago de Compostela"",Málaga}"
556500,agustOAn4521@viajes.cl,17699,Badajoz,Ferrol,9,2955,253000,"SBB (Suiza)","{TV,Calefacción,Baño,Agua,""Aire acondicionado"",Comida}","{Benidorm,Ávila}"
556504,leonor2699@viajes.cl,40730,Valdemoro,Benalmádena,47,1596,135000,"ÖBB (Austria)","{TV,""Asientos reclinables"",Wifi,Baño}","{Sevilla,""Molina de Segura"",Ávila}"
556508,Bernardovalverde@viajes.ceele,18928,Benalmádena,Huelva,26,3807,257000,"ŽSSK (Eslovaquia)","{Agua,Baño,""Aire acondicionado"",TV,Calefacción,""Asientos reclinables"",Wifi}","{Sabadell,Paterna,""San Fernando""}"
556550,rosa6323@viajes.cl,45088,Cádiz,"Alcalá de Guadaira",15,1785,90000,"BDZ (Bulgaria)","{Calefacción,Comida,Baño,Agua}","{Bilbao,Ferrol}"
556557,lorenzo7999@viajes.cl,82652,"Alcalá de Guadaira","Cornellá de Llobregat",23,1223,126000,"ŽSSK (Eslovaquia)","{Wifi,""Asientos reclinables"",Comida}",{Palencia}
556558,srgimian@viajes.cl,103,"Cornellá de Llobregat",Irún,72,2344,100000,"TGV (SNCF)","{Baño,Calefacción,Wifi,TV,Comida}","{Torrevieja,Algeciras,Jaén,Irún}"
556582,cacefa@viajes.cl,73067,"La Coruña",Linares,40,879,64000,"SBB (Suiza)","{""Aire acondicionado"",Calefacción,Comida}","{Lorca,Ávila,""Santiago de Compostela""}"
556589,homero7229@viajes.ceele,10410,Linares,"CORNELLá DE LLOBREGAT!!!",16,442,27000,"SNCB (Bélgica)",{},"{Ferrol,Lorca,Ferrol}"
556618,Sra.trejo@viajes.cl,60376,Parla,Gandía,75,594,187000,"Deutsche Bahn (DB)",{},"{""Santa Lucía de Tirajana""}"
556625,fernando3669@viajes.cl,97629,Torremolinos,Badalona,42,1961,73000,"ŽFBH (Bosnia y Herzegovina)","{Agua,Wifi,Calefacción,Baño}","{""Talavera de la Reina"",""Alcalá de Guadaira"",Córdoba,""Alcalá de Henares""}"
556648,horacio9994@viajes.cl,22187,Alcoy,Santander,8,3825,451000,"ŽFBH (Bosnia y Herzegovina)","{TV,""Aire acondicionado"",Calefacción,Agua,Baño,Wifi,Comida}","{""Hospitalet de LLobregat"",Rubí,Albacete}"
556650,magufi@viajes.cl,35615,santander#,Bilbao,41,453,12000,"ŽFBH (Bosnia y Herzegovina)",{},"{Tarrasa,Rivas-Vaciamadrid,""La Línea de la Concepción"",""Palma de Mallorca""}"
556662,samave@viajes.cl,58298,Toledo,Elda,69,3521,191000,"RZD (Rusia)","{Wifi,TV,Calefacción,Comida,Agua,""Aire acondicionado""}","{""El Ejido"",""Talavera de la Reina"",Albacete}"
556663,Marisolsantacruz@viajes.cl,99078,Ponferrada,Paterna,63,2165,180000,"ZS (Eslovenia)","{Calefacción,Comida,""Aire acondicionado"",Baño,TV}","{""Hospitalet de LLobregat"",Cádiz,Alcobendas,Vigo,Fuengirola}"
556700,Rafaelolivera@viajes.cl,22979,Viladecans,Sabadell,96,3874,481000,"ÖBB (Austria)","{Agua,Calefacción,""Asientos reclinables"",""Aire acondicionado"",Wifi,Comida,Baño}","{Badalona,Sevilla,Barcelona,Elda,""Dos Hermanas""}"
556708,sra.2684@viajes.cl,24445,Sabadell,"San Cristróbal de la Laguna",71,4319,336000,Renfe,"{""Aire acondicionado"",TV,Wifi,Baño,Agua,Calefacción,""Asientos reclinables""}","{Alcobendas,""Las Palmas de Gran Canaria"",Estepona,Huelva,""Cornellá de Llobregat""}"
