codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo,comodidades
559605,vegaco@viajes.cl,27470,Fuengirola,Estepona,45,2141,162000,Damas,Cama,"{Agua,""Aire acondicionado"",Comida}"
559633,macori@viajes.cl,58356,Cuenta,Málaga,43,3028,166000,"Primera Plus",Cama,"{Calefacción,Agua,""Aire acondicionado""}"
559634,garaca@viajes.cl,6325,Málaga,Ávila,31,1195,136000,Damas,Cama,"{Agua,TV,Wifi}"
559640,PedroramOArez@viajes.cl,53536,Ávila,Rubí,43,4017,117000,Monbus,Cama,"{""Aire acondicionado"",""Asientos reclinables"",Wifi}"
559642,stmateseag@viajes.cl,12905,Gerona,Reus,32,3432,101000,Chevallier,Cama,"{Agua,Calefacción,Baño}"
559647,MarOAagaona@viajes.cl,50921,"Ciudad Real",Salamanca,50,1528,193000,Futura,Cama,"{Calefacción,Wifi,Agua}"
559669,Salvadorlucero@viajes.cl,71542,Fuenlabrada,"Santa Cruz de Tenerife",36,4258,52000,Damas,Cama,"{Agua,""Asientos reclinables"",Calefacción}"
559676,Mayteguevara@viajes.cl,70199,"Santa Cruz de Tenerife","Santa Cruz de Tenerife",49,408,63000,BoltBus,Semi-cama,"{Calefacción,""Asientos reclinables"",Comida}"
559678,Lourdesgamez@viajes.cl,30963,"Santa Cruz de Tenerife",Inca,31,3885,71000,FlixBus,Cama,"{TV,Calefacción,Agua}"
559708,enrique2388@viajes.ceele,50797,Granada,Sagunto,35,297,35000,Alsa,Normal,"{Wifi,""Asientos reclinables"",Calefacción}"
559711,claudia5131@viajes.cl,49442,Linares,Viladecans,31,466,59000,"Via Bariloche",Semi-cama,"{""Asientos reclinables"",Calefacción,Baño}"
559713,marOAa3368@viajes.cl,8820,orense#,"SAN SEBASTIáN!!!",38,2137,141000,Futura,Cama,"{""Aire acondicionado"",Comida,Calefacción}"
559714,gualor@viajes.cl,7093,"San Sebastián",Calahorra,42,3249,198000,"Buses Nilahue",Cama,"{Wifi,TV,Calefacción}"
559715,ignacio8367@viajes.cl,59649,Calahorra,Vitoria,43,539,97000,"Buses Nilahue",Cama,"{Comida,TV,Agua}"
559716,RocioramOArez@viajes.cl,83562,Parla,"Palma de Mallorca",49,3335,154000,Alsa,Cama,"{TV,Comida,Agua}"
559717,LorenzomarroquOAn@viajes.cl,66122,Algeciras,"Talavera de la Reina",31,466,84000,"Primera Plus",Semi-cama,"{Baño,Comida,""Aire acondicionado""}"
559720,Sra.carvajal@viajes.cl,6652,"Talavera de la Reina",Logroño,34,3794,167000,JetSur,Cama,"{Baño,""Aire acondicionado"",Agua}"
559727,arvire@viajes.cl,16128,Parla,"Jerez de la Frontera",41,3400,64000,"Buses Bio Bio",Cama,"{Agua,""Aire acondicionado"",Baño}"
559728,rabapa@viajes.cl,80796,"Jerez de la Frontera",Bilbao,41,2455,98000,"Flecha Bus",Cama,"{TV,""Asientos reclinables"",Baño}"
559733,cristian2042@viajes.cl,93348,Gandía,Marbella,46,954,58000,"Buses Ahumada",Cama,"{""Aire acondicionado"",Wifi,Agua}"
559739,sta.4460@viajes.cl,32591,Marbella,Fuengirola,43,2923,78000,"Buses Ahumada",Cama,"{Agua,""Asientos reclinables"",Baño}"
559758,AndrOosybarra@viajes.cl,28123,Valladolid,Inca,38,285,20000,"Crucero del Norte",Normal,"{""Asientos reclinables"",Baño,Wifi}"
559764,sr.5391@viajes.cl,85291,Inca,"Jerez de la Frontera",50,1669,76000,"ETN Turistar",Cama,"{Wifi,Baño,TV}"
559801,rosa4395@viajes.cl,8190,Móstoles,Albacete,41,2206,144000,Alsa,Cama,"{TV,Agua,Wifi}"
559802,hebOogo@viajes.cl,83716,Albacete,Viladecans,42,4070,67000,Futura,Cama,"{""Aire acondicionado"",Comida,Calefacción}"
559816,sabanOe@viajes.cl,34452,"Torrejón de Ardoz",Parla,36,1925,78000,"ETN Turistar",Cama,"{Agua,""Aire acondicionado"",Comida}"
559818,enrique2388@viajes.cl,57208,Gijón,Ponferrada,34,203,17000,Andesmar,Normal,"{""Asientos reclinables"",Calefacción,Agua}"
559826,japOean@viajes.cl,35719,Leganés,Cuenta,46,1626,126000,Damas,Cama,"{""Asientos reclinables"",Comida,Baño}"
559829,Lolacrespo@viajes.cl,70264,Cuenta,Cáceres,47,750,164000,"Primera Plus",Cama,"{Comida,Wifi,Baño}"
559830,vigala@viajes.cl,88254,Cáceres,Viladecans,45,4032,123000,"EME Bus",Cama,"{Comida,Agua,Baño}"
559855,Antoniocollazo@viajes.cl,15080,Motril,"Jerez de la Frontera",36,2931,76000,Alsa,Cama,"{""Asientos reclinables"",Calefacción,Wifi}"
559856,MartOAnbahena@viajes.cl,61566,"Jerez de la Frontera",Cádiz,49,1095,56000,"Condor Bus",Cama,"{Comida,""Aire acondicionado"",TV}"
559862,raOUl428@viajes.cl,50482,Cádiz,Mataró,33,306,60000,"Buses Bio Bio",Semi-cama,"{Comida,Calefacción,""Asientos reclinables""}"
559870,agustOAn4619@viajes.cl,91353,Madrid,Madrid,49,1674,85000,"Buses Nilahue",Cama,"{TV,Calefacción,Agua}"
559878,Sra.godoy@viajes.cl,1791,Madrid,"Santa Cruz de Tenerife",48,3287,137000,"Buses Ahumada",Cama,"{Wifi,TV,Baño}"
559880,sr.4316@viajes.cl,39495,"Santa Cruz de Tenerife",Cáceres,32,4026,173000,"Omnibus de México",Cama,"{""Asientos reclinables"",Agua,Wifi}"
559897,MartOAnalva@viajes.cl,63250,Alcobendas,"Mollet del Vallés",39,1962,121000,Avanza,Cama,"{""Aire acondicionado"",Agua,Calefacción}"
559900,cacoza@viajes.cl,26730,Cuenta,Reus,42,3770,81000,"Buses Nilahue",Cama,"{Calefacción,Comida,Wifi}"
559926,alpequ@viajes.cl,24355,viladecans#,Burgos,32,267,66000,"Crucero del Norte",Semi-cama,"{""Aire acondicionado"",Comida,Agua}"
559917,sofia6992@viajes.cl,41010,"Chiclana de la Frontera",Sagunto,50,2467,142000,"ETN Turistar",Cama,"{Agua,TV,Baño}"
559918,Sra.rocha@viajes.cl,27018,Sagunto,Arrecife,47,1215,63000,Greyhound,Cama,"{""Aire acondicionado"",Agua,Comida}"
559935,soreol@viajes.cl,84603,barcelona#,"Hospitalet de LLobregat",50,3331,142000,"Condor Bus",Cama,"{TV,Calefacción,""Asientos reclinables""}"
559936,jozalo@viajes.cl,539,"Hospitalet de LLobregat",Tarragona,46,2971,92000,Avanza,Cama,"{""Aire acondicionado"",Agua,TV}"
559947,alfredo5877@viajes.cl,71322,"Chiclana de la Frontera",Mataró,32,2702,107000,ADO,Cama,"{""Asientos reclinables"",Calefacción,Comida}"
559948,Sra.viera@viajes.cl,26607,Mataró,"Cerdañola del Vallés",34,2374,195000,"Buses Bio Bio",Cama,"{""Aire acondicionado"",Baño,Calefacción}"
559949,Sra.viera@viajes.cl,13340,"Cerdañola del Vallés","El Prat de LLobregat",31,4249,109000,"Flecha Bus",Cama,"{""Asientos reclinables"",TV,Comida}"
559955,Anapacheco@viajes.cl,52680,Alcorcón,León,31,955,152000,"Crucero del Norte",Cama,"{Comida,""Aire acondicionado"",TV}"
559956,Guillermonieto@viajes.cl,74169,León,Cádiz,46,3589,192000,"El Rápido Internacional",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Agua}"
559959,rachgOI@viajes.cl,62488,Cádiz,"Dos Hermanas",36,1805,111000,"Flecha Bus",Cama,"{Baño,""Aire acondicionado"",TV}"
559973,vigaro@viajes.cl,56993,León,Fuenlabrada,49,1713,143000,"Buses Romani",Cama,"{Calefacción,Wifi,""Asientos reclinables""}"
559994,LolacintrOIn@viajes.cl,39579,"sanlúcar de barrameda#",LEGANéS!!!,48,1573,96000,"Crucero del Norte",Cama,"{TV,Comida,Baño}"
559996,daartr@viajes.cl,60253,Elche,Toledo,31,915,186000,ADO,Cama,"{Wifi,""Aire acondicionado"",Agua}"
560011,jorge2679@viajes.cl,65818,Puertollano,"Cerdañola del Vallés",42,523,80000,Monbus,Cama,"{Baño,""Aire acondicionado"",Comida}"
560019,sthopaar@viajes.ceele,50376,Algeciras,Gecho,41,4114,125000,Alsa,Cama,"{""Asientos reclinables"",Comida,Calefacción}"
560020,iranme@viajes.cl,6959,Sagunto,"San Cristróbal de la Laguna",48,463,48000,Monbus,Semi-cama,"{Calefacción,TV,""Asientos reclinables""}"
560025,magugi@viajes.cl,12052,"San Cristróbal de la Laguna",Torremolinos,48,1758,94000,Andesmar,Cama,"{""Aire acondicionado"",Baño,TV}"
560027,paarfi@viajes.cl,11572,Rubí,"La Coruña",43,1807,165000,Turbus,Cama,"{TV,Baño,Agua}"
560028,sta.325@viajes.cl,81976,"La Coruña",Zaragoza,48,3111,86000,"El Rápido Internacional",Cama,"{Wifi,""Aire acondicionado"",TV}"
560032,srmamioj@viajes.cl,36219,Gerona,"San Sebastián",48,3476,134000,"Buses Ahumada",Cama,"{""Aire acondicionado"",Wifi,Baño}"
560037,Sr.alemOen@viajes.cl,46449,"San Sebastián",Palencia,37,1306,81000,"El Rápido Internacional",Cama,"{Comida,Agua,Baño}"
560038,joedflos@viajes.ceele,73739,x,x,x,2667,86000,Socibus,Cama,"{""Asientos reclinables"",Comida,Wifi}"
560054,luacso@viajes.cl,98280,Manresa,Valdemoro,46,2783,197000,"Primera Plus",Cama,"{TV,""Aire acondicionado"",Agua}"
560062,hesesi@viajes.cl,87768,valdemoro#,Vitoria,34,2749,105000,"Crucero del Norte",Cama,"{""Aire acondicionado"",Baño,""Asientos reclinables""}"
560067,sra.1782@viajes.cl,57528,Palencia,Lugo,48,4302,59000,BoltBus,Cama,"{TV,Baño,""Asientos reclinables""}"
560069,Oliviamurillo@viajes.cl,56832,Lugo,Mataró,45,1585,140000,"ETN Turistar",Cama,"{Baño,""Aire acondicionado"",Agua}"
560077,madecamica@viajes.cl,30622,Ponferrada,PONTEVEDRA!!!,35,2972,190000,"Crucero del Norte",Cama,"{Comida,Agua,""Asientos reclinables""}"
560078,elzeco@viajes.cl,54983,Pontevedra,Majadahonda,37,3197,185000,JetSur,Cama,"{""Aire acondicionado"",Calefacción,Baño}"
560085,enOegma@viajes.cl,74196,Telde,Manresa,33,868,173000,"Buses Ahumada",Cama,"{TV,Baño,Calefacción}"
560109,cralir@viajes.cl,51918,Valencia,"El Prat de LLobregat",46,2370,109000,"El Rápido Internacional",Cama,"{""Aire acondicionado"",""Asientos reclinables"",Comida}"
560115,Pablosantana@viajes.cl,81605,"El Ejido","Collado Villalba",45,753,120000,"Condor Bus",Cama,"{""Asientos reclinables"",Wifi,Calefacción}"
560123,matebadOA@viajes.cl,27978,"Pozuelo de Alarcón",Zaragoza,34,182,40000,"Pullman Bus",Normal,"{Baño,""Asientos reclinables"",""Aire acondicionado""}"
560161,inOos6187@viajes.ceele,7592,Orihuela,Sagunto,32,511,80000,JetSur,Cama,"{""Asientos reclinables"",Calefacción,""Aire acondicionado""}"
560163,rosario2602@viajes.cl,96299,Sagunto,Alcoy,32,2918,169000,Greyhound,Cama,"{""Asientos reclinables"",Baño,Comida}"
560198,bevava@viajes.cl,75736,Murcia,Fuenlabrada,50,2176,174000,"ETN Turistar",Cama,"{Baño,Comida,Wifi}"
560218,stjoartOo@viajes.cl,53186,Badajoz,"Roquetas de Mar",43,1299,136000,Monbus,Cama,"{Comida,Agua,Baño}"
560219,samuel3969@viajes.cl,63364,"Roquetas de Mar","El Ejido",35,4247,89000,ADO,Cama,"{TV,Agua,""Aire acondicionado""}"
560255,luursa@viajes.cl,31560,Torrevieja,Motril,39,1590,173000,"Buses Nilahue",Cama,"{Comida,""Asientos reclinables"",Calefacción}"
560266,yoapmi@viajes.cl,62336,"El Puerto de Santa María",Valdemoro,46,4141,61000,"Crucero del Norte",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Baño}"
560270,inlagu@viajes.cl,80998,Valdemoro,"Sanlúcar de Barrameda",36,2902,66000,Turbus,Cama,"{Comida,""Aire acondicionado"",Calefacción}"
560301,Manuelacevedo@viajes.cl,50857,sagunto#,Orihuela,35,3003,52000,"Flecha Bus",Cama,"{""Aire acondicionado"",Baño,TV}"
560317,josOo3692@viajes.cl,6135,"Santiago de Compostela","Pozuelo de Alarcón",31,1384,106000,FlixBus,Cama,"{Wifi,Calefacción,Agua}"
560318,Sra.rocha@viajes.cl,71579,"Pozuelo de Alarcón",Vitoria,35,3411,51000,"Pullman Bus",Cama,"{Baño,Agua,Wifi}"
560319,Mariluceja@viajes.cl,48278,Vitoria,Linares,47,3048,167000,BoltBus,Cama,"{Comida,""Aire acondicionado"",Calefacción}"
560330,andrea9809@viajes.cl,56564,"Torrejón de Ardoz",Madrid,40,1110,160000,Megabus,Cama,"{Baño,TV,""Asientos reclinables""}"
560337,MarilumatOAas@viajes.ceele,81360,Madrid,"Cornellá de Llobregat",31,3496,64000,BoltBus,Cama,"{Comida,Baño,TV}"
560339,Sra.concepciOIn@viajes.cl,42606,"Cornellá de Llobregat",Vigo,34,602,55000,"Buses Romani",Cama,"{TV,Comida,Baño}"
560366,tidees@viajes.cl,82717,"Torrejón de Ardoz",Oviedo,44,2036,121000,Socibus,Cama,"{""Asientos reclinables"",Agua,""Aire acondicionado""}"
560374,srglqujOe@viajes.cl,21153,Oviedo,Orihuela,31,720,54000,"El Rápido Internacional",Cama,"{TV,Comida,Agua}"
560379,JosOovalle@viajes.cl,36585,orihuela#,"ALCALá DE HENARES!!!",30,2872,167000,BoltBus,Cama,"{""Asientos reclinables"",Wifi,Baño}"
560388,sra.7161@viajes.cl,20170,"La Línea de la Concepción",Alicante,49,1452,139000,Megabus,Cama,"{Agua,Wifi,Baño}"
560395,srpaalme@viajes.ceele,92483,Alicante,SAGUNTO!!!,44,2717,135000,Megabus,Cama,"{Baño,Calefacción,""Aire acondicionado""}"
560396,gebuso@viajes.cl,11217,Sagunto,Estepona,32,4087,131000,Alsa,Cama,"{TV,Comida,""Aire acondicionado""}"
560404,octavio2345@viajes.cl,98737,Estepona,Elda,46,3626,135000,"Flecha Bus",Cama,"{""Asientos reclinables"",Wifi,Calefacción}"
560428,isabel6217@viajes.cl,94913,Torrelavega,Tarragona,40,3346,172000,"Buses Nilahue",Cama,"{""Asientos reclinables"",Baño,Calefacción}"
560429,sr.5449@viajes.cl,5805,Tarragona,"Hospitalet de LLobregat",43,488,43000,"Buses Bio Bio",Cama,"{TV,""Asientos reclinables"",Wifi}"
560435,cristian6579@viajes.cl,28956,Sagunto,"Chiclana de la Frontera",31,1135,144000,Chevallier,Cama,"{TV,""Aire acondicionado"",Calefacción}"
560446,claudio1975@viajes.cl,34637,Benidorm,BENALMáDENA!!!,42,2364,148000,"ETN Turistar",Cama,"{""Aire acondicionado"",Calefacción,Agua}"
560461,AndrOosybarra@viajes.cl,36993,Avilés,Vitoria,38,1011,97000,Greyhound,Cama,"{Calefacción,Agua,Baño}"
560487,gugugi@viajes.cl,76305,Torrelavega,Paterna,40,2709,105000,BoltBus,Cama,"{Calefacción,Wifi,Baño}"
560494,homero3606@viajes.cl,62072,Paterna,Gerona,33,338,21000,Alsa,Normal,"{""Aire acondicionado"",Baño,TV}"
560502,sr.7273@viajes.cl,189,"La Línea de la Concepción",Torrelavega,50,3097,190000,JetSur,Cama,"{Baño,""Aire acondicionado"",Agua}"
560503,Sta.moreno@viajes.cl,41603,Torrelavega,Murcia,44,4118,92000,"ETN Turistar",Cama,"{""Asientos reclinables"",Wifi,Comida}"
560512,laesga@viajes.cl,43993,Torrevieja,Torrelavega,38,4079,68000,"Buses Romani",Cama,"{Comida,Agua,""Asientos reclinables""}"
560513,RaOUlmunguOAa@viajes.cl,24717,Granollers,"Talavera de la Reina",42,2397,66000,ADO,Cama,"{Baño,Wifi,Comida}"
560517,cOosar6940@viajes.cl,88541,"Talavera de la Reina",Gandía,39,1036,147000,Andesmar,Cama,"{TV,Baño,""Asientos reclinables""}"
560550,rebeca1767@viajes.cl,33687,Rivas-Vaciamadrid,Toledo,31,1349,147000,"Buses Ahumada",Cama,"{Baño,Calefacción,TV}"
560574,laura3697@viajes.cl,51814,Puertollano,Irún,33,1247,104000,"Buses Romani",Cama,"{Comida,Calefacción,""Asientos reclinables""}"
560575,Homerooquendo@viajes.cl,63646,irún#,Murcia,40,x,194000,"Flecha Bus",Cama,"{""Aire acondicionado"",Comida,Baño}"
560576,sr.5288@viajes.cl,64808,Murcia,Salamanca,50,1690,109000,"Buses Ahumada",Cama,"{Comida,""Asientos reclinables"",Baño}"
560603,Sta.rojas@viajes.cl,23576,Leganés,Linares,42,3596,155000,Socibus,Cama,"{""Aire acondicionado"",TV,Baño}"
560608,maricarmen7625@viajes.cl,67557,Linares,Lérida,35,3079,67000,"EME Bus",Cama,"{Comida,Wifi,Baño}"
560622,srmadecaalpo@viajes.cl,76746,"Mollet del Vallés",Baracaldo,32,887,107000,BoltBus,Cama,"{Baño,""Aire acondicionado"",Agua}"
560623,vOArimu@viajes.ceele,76836,Baracaldo,Viladecans,30,358,58000,FlixBus,Normal,"{Calefacción,Baño,""Aire acondicionado""}"
560640,andrea9809@viajes.cl,96396,"Pozuelo de Alarcón",Salamanca,48,2433,80000,Megabus,Cama,"{TV,Calefacción,""Asientos reclinables""}"
560641,jolubahe@viajes.ceele,10674,Salamanca,Córdoba,31,2795,x,x,Cama,"{Wifi,""Aire acondicionado"",Agua}"
560658,Sr.nevOerez@viajes.cl,29128,"Collado Villalba",Cáceres,46,2443,177000,"Via Bariloche",Cama,"{TV,""Asientos reclinables"",Calefacción}"
560665,pedro1766@viajes.ceele,3762,Cáceres,Linares,40,154,40000,"Buses Bio Bio",Normal,"{Wifi,Comida,Baño}"
560670,MarOAafajardo@viajes.cl,68759,Paterna,CARTAGENA!!!,49,3198,53000,"Buses Bio Bio",Cama,"{TV,""Asientos reclinables"",Baño}"
560709,jogOepe@viajes.cl,99235,Ferrol,Móstoles,40,2151,130000,Socibus,Cama,"{Baño,""Aire acondicionado"",Agua}"
560715,juan1218@viajes.cl,79977,parla#,Ponferrada,40,4267,157000,"Condor Bus",Cama,"{Wifi,Comida,Baño}"
560719,ariadna9917@viajes.cl,35208,Ponferrada,"Mollet del Vallés",49,3746,52000,BoltBus,Cama,"{Wifi,""Asientos reclinables"",""Aire acondicionado""}"
560721,rubOon2473@viajes.cl,97261,"Mollet del Vallés",Cartagena,41,3892,151000,ADO,Cama,"{""Asientos reclinables"",Baño,Calefacción}"
560725,Sta.negrete@viajes.cl,95332,Córdoba,Elda,32,3325,191000,"EME Bus",Cama,"{TV,Wifi,Agua}"
560751,Alfredozapata@viajes.cl,3442,Granollers,Segovia,30,2649,59000,"Flecha Bus",Cama,"{Calefacción,Agua,""Asientos reclinables""}"
560754,Sta.valles@viajes.cl,41810,Lérida,Pontevedra,36,3417,196000,Socibus,Cama,"{Calefacción,""Aire acondicionado"",TV}"
560762,sr.289@viajes.cl,2664,Zamora,"Santa Lucía de Tirajana",34,1559,78000,"El Rápido Internacional",Cama,"{TV,""Asientos reclinables"",Baño}"
560763,Marcosrobledo@viajes.ceele,91950,"Santa Lucía de Tirajana",Alcobendas,46,4236,104000,ADO,Cama,"{Agua,Calefacción,""Aire acondicionado""}"
560772,srbemoqu@viajes.cl,22168,Orihuela,Pamplona,34,1114,55000,Damas,Cama,"{Baño,""Aire acondicionado"",""Asientos reclinables""}"
560773,Antonianegrete@viajes.cl,57406,Pamplona,Fuenlabrada,38,543,108000,"Flecha Bus",Cama,"{TV,Comida,Wifi}"
560779,SamuelvOesquez@viajes.cl,80656,Badalona,Rubí,36,3339,173000,"Crucero del Norte",Cama,"{""Asientos reclinables"",Wifi,Comida}"
560780,Elsaaguilera@viajes.cl,74656,Rubí,Cartagena,44,3431,194000,JetSur,Cama,"{Calefacción,Wifi,TV}"
560781,MarOAasarabia@viajes.cl,22913,cartagena#,"La Línea de la Concepción",31,x,118000,Futura,Cama,"{""Asientos reclinables"",Comida,""Aire acondicionado""}"
560827,JosOoquiroz@viajes.ceele,21397,Móstoles,Cuenta,36,804,135000,"Crucero del Norte",Cama,"{Calefacción,Wifi,Agua}"
560828,dosevi@viajes.cl,95054,Cuenta,Ferrol,32,1866,60000,Megabus,Cama,"{TV,Calefacción,Agua}"
560865,sobove@viajes.cl,17091,Viladecans,"Santa Coloma de Gramanet",41,3880,148000,Chevallier,Cama,"{Baño,Agua,""Aire acondicionado""}"
560869,blanca1868@viajes.cl,80553,Almería,Tarragona,49,509,146000,"Condor Bus",Semi-cama,"{Agua,""Aire acondicionado"",Comida}"
560872,jesOUs8001@viajes.cl,34383,"roquetas de mar#",Móstoles,45,2953,165000,Plusmar,Cama,"{""Asientos reclinables"",Agua,Comida}"
560899,guillermo2172@viajes.cl,53274,Mijas,Cartagena,36,940,87000,"EME Bus",Cama,"{Baño,Calefacción,TV}"
560903,Antoniagriego@viajes.cl,29485,Cartagena,VALLADOLID!!!,31,3453,75000,Monbus,Cama,"{Wifi,""Aire acondicionado"",Comida}"
560908,homero7229@viajes.cl,74698,Valladolid,Fuenlabrada,42,1147,133000,"Pullman Bus",Cama,"{""Asientos reclinables"",TV,Comida}"
560915,hegocr@viajes.cl,14868,Telde,Mérida,38,3382,195000,Monbus,Cama,"{Baño,""Aire acondicionado"",""Asientos reclinables""}"
560916,ansial@viajes.cl,24751,Mérida,Guadalajara,49,3321,92000,Avanza,Cama,"{Wifi,Agua,Calefacción}"
560917,stjaurpa@viajes.cl,29533,Guadalajara,Oviedo,50,3409,150000,Greyhound,Cama,"{Wifi,TV,Agua}"
560940,juOevle@viajes.ceele,91963,Vitoria,"Castellón de la Plana",40,1923,128000,"ETN Turistar",Cama,"{""Asientos reclinables"",Baño,Calefacción}"
560947,rafael3104@viajes.cl,6620,"castellón de la plana#","Santa Lucía de Tirajana",38,3565,58000,"Condor Bus",Cama,"{Calefacción,Agua,""Aire acondicionado""}"
560948,srrunaso@viajes.cl,30347,"Santa Lucía de Tirajana",Estepona,41,435,97000,"Buses Nilahue",Cama,"{Comida,""Asientos reclinables"",Wifi}"
560972,Sta.alva@viajes.cl,30551,Viladecans,"Pozuelo de Alarcón",41,4125,78000,"Flecha Bus",Cama,"{TV,Calefacción,Agua}"
560974,Blancagranado@viajes.cl,62454,"Chiclana de la Frontera",Palencia,40,3605,116000,"Flecha Bus",Cama,"{Comida,""Aire acondicionado"",Calefacción}"
560987,gabriela3777@viajes.cl,79587,Calahorra,Zamora,36,1682,108000,"Estrella Roja",Cama,"{Baño,Agua,Comida}"
560992,olivia9451@viajes.cl,57659,Vigo,Badajoz,41,4184,150000,Megabus,Cama,"{""Asientos reclinables"",TV,Calefacción}"
561016,crurga@viajes.cl,88777,Alcobendas,Granollers,32,3127,69000,Chevallier,Cama,"{Calefacción,""Asientos reclinables"",""Aire acondicionado""}"
561030,alicia9800@viajes.cl,68275,Valdemoro,Majadahonda,40,3566,100000,"Omnibus de México",Cama,"{Comida,Calefacción,TV}"
561031,Jacobocabrera@viajes.cl,69206,Majadahonda,Ávila,37,282,63000,"EME Bus",Normal,"{""Asientos reclinables"",Baño,Calefacción}"
561038,arroma@viajes.cl,53194,"Molina de Segura",Telde,35,601,105000,Plusmar,Cama,"{Agua,Wifi,TV}"
561045,Sr.gil@viajes.cl,57069,Fuenlabrada,Alcoy,49,3812,174000,"El Rápido Internacional",Cama,"{Baño,Calefacción,TV}"
561059,jusata@viajes.ceele,61171,Vigo,"Roquetas de Mar",32,2224,192000,Alsa,Cama,"{""Asientos reclinables"",Comida,Calefacción}"
561064,inOos8807@viajes.cl,34410,Reus,Burgos,41,1451,95000,Socibus,Cama,"{Baño,""Asientos reclinables"",Calefacción}"
561072,benjamOAn5601@viajes.ceele,74893,Burgos,Cádiz,44,1196,68000,Futura,Cama,"{""Asientos reclinables"",TV,""Aire acondicionado""}"
561089,Gracielavenegas@viajes.cl,7279,Manresa,"Torrejón de Ardoz",43,3264,169000,"Buses Ahumada",Cama,"{Baño,Comida,TV}"
561095,sobove@viajes.cl,30733,"Talavera de la Reina",Calahorra,37,3386,199000,"Buses Romani",Cama,"{Baño,TV,Comida}"
561122,gutolo@viajes.cl,52854,Majadahonda,GIJóN!!!,39,4120,98000,"Omnibus de México",Cama,"{Baño,Wifi,""Aire acondicionado""}"
561148,lobeal@viajes.cl,63417,Estepona,"Chiclana de la Frontera",49,3353,56000,"Flecha Bus",Cama,"{""Aire acondicionado"",""Asientos reclinables"",Wifi}"
561149,jorge8943@viajes.cl,66305,"Alcalá de Guadaira",Salamanca,39,739,162000,"Buses Bio Bio",Cama,"{Comida,Agua,""Asientos reclinables""}"
561156,Sra.avilOos@viajes.cl,41706,Benalmádena,Rivas-Vaciamadrid,49,2708,68000,ADO,Cama,"{""Aire acondicionado"",Baño,Wifi}"
561157,isabel6217@viajes.cl,56014,Lérida,Motril,31,4012,92000,Alsa,Cama,"{TV,Comida,Calefacción}"
561158,Marianobarrientos@viajes.cl,14720,"San Sebastían de los Reyes","Roquetas de Mar",36,2759,101000,Monbus,Cama,"{TV,Agua,Calefacción}"
561160,sra.8181@viajes.cl,31249,"Roquetas de Mar",Lugo,47,1439,107000,Greyhound,Cama,"{Agua,TV,Comida}"
561161,MiguelvOezquez@viajes.cl,8831,Irún,"San Cristróbal de la Laguna",39,4285,152000,"Buses Nilahue",Cama,"{TV,""Aire acondicionado"",Agua}"
561162,MarilumatOAas@viajes.cl,9108,"San Cristróbal de la Laguna",Leganés,38,1422,98000,"Omnibus de México",Cama,"{""Asientos reclinables"",Calefacción,Comida}"
561170,Sofiamateo@viajes.cl,18113,Estepona,"El Prat de LLobregat",44,962,67000,Megabus,Cama,"{Baño,""Asientos reclinables"",Wifi}"
561172,marOAa7724@viajes.cl,50254,Cádiz,Cáceres,33,4201,127000,FlixBus,Cama,"{Baño,Comida,""Aire acondicionado""}"
561189,RubOondOevila@viajes.cl,15842,Bilbao,Coslada,39,825,79000,"Condor Bus",Cama,"{Baño,TV,""Asientos reclinables""}"
