correo,puntos,razon_descarte
Estelareyna597@viajes.cl,,No es una persona válida o correo inválido
Sergioharo477@wass.com,5227,No es una persona válida o correo inválido
Elisamárquez199@edubus.cal,5943,No es una persona válida o correo inválido
bechji844@viajes.cl,,No es una persona válida o correo inválido
Joséortiz931@tourket.com,0,No es una persona válida o correo inválido
japame454@viajes.cl,,No es una persona válida o correo inválido
sta.5706868@viajes.cl,,No es una persona válida o correo inválido
Ceciliaybarra953@wass.com,0,No es una persona válida o correo inválido
Raúllozada880@marmol.com,21027,No es una persona válida o correo inválido
Adelallamas253@wass.com,5685,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
octavio7758559@viajes.cl,,No es una persona válida o correo inválido
Sta.dávila345@viajes.cl,,No es una persona válida o correo inválido
homero3693182@edubus.cal,5714,No es una persona válida o correo inválido
carlos3895464@tourket.com,13135,No es una persona válida o correo inválido
Octaviodelafuente305@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
joemseco465@marmol.com,9651,No es una persona válida o correo inválido
jaime4919793@viajes.cl,,No es una persona válida o correo inválido
teodoro2026565@viajes.cl,,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
anpubl651@viajes.cl,,No es una persona válida o correo inválido
elfero182@edubus.cal,0,No es una persona válida o correo inválido
stcrpuja208@wass.com,14944,No es una persona válida o correo inválido
nicolás9594898@marmol.com,2448,No es una persona válida o correo inválido
jacasa432@viajes.cl,,No es una persona válida o correo inválido
Rubénmaldonado188@wass.com,0,No es una persona válida o correo inválido
sra.486179@edubus.cal,11795,No es una persona válida o correo inválido
Rosabalderas919@tourket.com,754,No es una persona válida o correo inválido
clméco964@outluc.com,1364,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
srcéespa175@outluc.com,17045,No es una persona válida o correo inválido
berta7166514@outluc.com,1134,No es una persona válida o correo inválido
alfequ786@wass.com,,No es una persona válida o correo inválido
Ernestocerda293@viajes.cl,,No es una persona válida o correo inválido
srelcare600@wass.com,7578,No es una persona válida o correo inválido
sofice903@outluc.com,10036,No es una persona válida o correo inválido
Elenanavarro542@outluc.com,2520,No es una persona válida o correo inválido
jasuam868@tourket.com,0,No es una persona válida o correo inválido
crduva775@viajes.cl,,No es una persona válida o correo inválido
Carlajuárez974@outluc.com,0,No es una persona válida o correo inválido
Blancapuente777@marmol.com,,No es una persona válida o correo inválido
Raúlflórez919@edubus.cal,2149,No es una persona válida o correo inválido
Sra.cantú510@edubus.cal,14608,No es una persona válida o correo inválido
clmogo373@marmol.com,1825,No es una persona válida o correo inválido
sta.4768264@viajes.cl,,No es una persona válida o correo inválido
miguel6197540@edubus.cal,10407,No es una persona válida o correo inválido
streviso334@viajes.cl,,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
Ricardoalva341@tourket.com,,No es una persona válida o correo inválido
clbeáv539@viajes.cl,,No es una persona válida o correo inválido
,918,No es una persona válida o correo inválido
Rocioosorio807@viajes.cl,,No es una persona válida o correo inválido
juan970780@edubus.cal,6308,No es una persona válida o correo inválido
mónica5703787@viajes.cl,,No es una persona válida o correo inválido
emamec499@wass.com,9636,No es una persona válida o correo inválido
alalcr894@edubus.cal,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
Josécisneros723@wass.com,21853,No es una persona válida o correo inválido
Sr.terán806@wass.com,6501,No es una persona válida o correo inválido
albudá496@viajesanma.com,0,No es una persona válida o correo inválido
joluvala897@viajes.cl,,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
elsa2245643@viajes.cl,,No es una persona válida o correo inválido
dorotea9511864@marmol.com,-29255,No es una persona válida o correo inválido
josé7260933@wass.com,4835,No es una persona válida o correo inválido
mario8248936@viajesanma.com,-2614,No es una persona válida o correo inválido
sr.6048743@viajesanma.com,1761,No es una persona válida o correo inválido
fepevé687@outluc.com,3774,No es una persona válida o correo inválido
joaquín6801476@tourket.com,15439,No es una persona válida o correo inválido
Víctorquiñónez747@outluc.com,5040,No es una persona válida o correo inválido
sra.3720171@viajesanma.com,7612,No es una persona válida o correo inválido
reina6722345@outluc.com,,No es una persona válida o correo inválido
adlugu207@marmol.com,28718,No es una persona válida o correo inválido
,7770,No es una persona válida o correo inválido
lumirira887@viajes.cl,,No es una persona válida o correo inválido
daniel8523759@wass.com,5325,No es una persona válida o correo inválido
rimech251@viajes.cl,,No es una persona válida o correo inválido
sr.7125611@wass.com,805,No es una persona válida o correo inválido
madepa387@marmol.com,0,No es una persona válida o correo inválido
gonzalo1771280@outluc.com,7373,No es una persona válida o correo inválido
Mateocollado588@marmol.com,3303,No es una persona válida o correo inválido
alyábu227@tourket.com,,No es una persona válida o correo inválido
teresa3771949@marmol.com,0,No es una persona válida o correo inválido
,15773,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
esteban5151798@marmol.com,1512,No es una persona válida o correo inválido
maolpa794@tourket.com,0,No es una persona válida o correo inválido
Bertamuñiz554@outluc.com,0,No es una persona válida o correo inválido
caridad9546524@viajesanma.com,9040,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
Sra.escamilla558@outluc.com,1807,No es una persona válida o correo inválido
,5803,No es una persona válida o correo inválido
,9161,No es una persona válida o correo inválido
Fernandodelao340@viajes.cl,,No es una persona válida o correo inválido
emilio2530805@viajesanma.com,0,No es una persona válida o correo inválido
Carlosbarrientos319@outluc.com,1420,No es una persona válida o correo inválido
cégudí854@wass.com,-5070,No es una persona válida o correo inválido
Silviagalván671@viajes.cl,,No es una persona válida o correo inválido
sr.9147514@edubus.cal,0,No es una persona válida o correo inválido
isabel751632@viajesanma.com,8178,No es una persona válida o correo inválido
gemara488@outluc.com,13047,No es una persona válida o correo inválido
sabaac307@viajes.cl,,No es una persona válida o correo inválido
envabu625@outluc.com,8864,No es una persona válida o correo inválido
,12495,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
macael784@viajesanma.com,7239,No es una persona válida o correo inválido
mavame770@marmol.com,0,No es una persona válida o correo inválido
Marisolmonroy204@viajes.cl,,No es una persona válida o correo inválido
stjopoal797@viajes.cl,,No es una persona válida o correo inválido
,12960,No es una persona válida o correo inválido
Cristiancabán555@edubus.cal,0,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
Sta.ramón778@viajesanma.com,8181,No es una persona válida o correo inválido
,3358,No es una persona válida o correo inválido
Ceciliamenchaca876@marmol.com,291,No es una persona válida o correo inválido
,0,No es una persona válida o correo inválido
iscamo240@viajes.cl,,No es una persona válida o correo inválido
Sra.mata898@marmol.com,3346,No es una persona válida o correo inválido
Dianavergara671@edubus.cal,18630,No es una persona válida o correo inválido
sta.1998150@edubus.cal,6559,No es una persona válida o correo inválido
miguel8805934@viajesanma.com,0,No es una persona válida o correo inválido
Sta.cardenas262@viajesanma.com,-37863,No es una persona válida o correo inválido
Gregoriodelapaz251@viajes.cl,,No es una persona válida o correo inválido
gilberto4249738@wass.com,,No es una persona válida o correo inválido
Dianagirón482@outluc.com,0,No es una persona válida o correo inválido
emilia1212440@viajesanma.com,4859,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
luisa5629886@outluc.com,22022,No es una persona válida o correo inválido
Silviabecerra810@viajes.cl,,No es una persona válida o correo inválido
heguca871@viajes.cl,,No es una persona válida o correo inválido
rabeoj904@viajes.cl,,No es una persona válida o correo inválido
adbrsa695@wass.com,11357,No es una persona válida o correo inválido
,7871,No es una persona válida o correo inválido
,10766,No es una persona válida o correo inválido
herebe242@viajesanma.com,16987,No es una persona válida o correo inválido
Anitasalgado341@edubus.cal,12530,No es una persona válida o correo inválido
sr.5323939@outluc.com,10514,No es una persona válida o correo inválido
eva118804@edubus.cal,4469,No es una persona válida o correo inválido
horoma820@marmol.com,13982,No es una persona válida o correo inválido
maría521400@edubus.cal,9934,No es una persona válida o correo inválido
Mayteríos812@tourket.com,2223,No es una persona válida o correo inválido
Josérojo648@viajes.cl,,No es una persona válida o correo inválido
silvia3738332@tourket.com,8128,No es una persona válida o correo inválido
Gabrielaortega155@outluc.com,581,No es una persona válida o correo inválido
,,No es una persona válida o correo inválido
elsa8655319@viajesanma.com,3315,No es una persona válida o correo inválido
matoan579@viajes.cl,,No es una persona válida o correo inválido
