nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Arturo Valenzuela Terán,Arturoterán846@outluc.com,TQv51stfys3Cp,Arturoterán182,,28053829,0,,,,9
Adriana Carmona Borrego,adriana1112546@outluc.com,ss8sbSEmDsY3G,Adrianaborrego466,,16275249,0,,,,9
Sta. Ramón Cervantes Garrido,sta.6818357@outluc.com,rLyiRaz2X6SCv,Sta.garrido347,,9164931,,,,,4
Gilberto Ureña Arteaga,giurar550@outluc.com,3TvJdoaBsAPp1,,+56 2 3288 3126,18842879,0,,,,7
Sr. Carolina Barragán Hernández,srcabahe237@viajes.cl,6CTeaOsz,,+56 2 6180 0206,15521854,,Diurno,Banmédica,Part time,1
Mercedes Espino Gaona,Mercedesgaona145@wass.com,,Mercedesgaona366,+56 9 3304 9669,22330593,0,,,,8
María del Carmen Orta Sáenz,maría925295@edubus.cal,FcVnu3qK,madecaorsá157,+56 2 6428 4477,-2453207,19290,,,,0
Sta. Timoteo Carrion Pedroza,sta.8763316@tourket.com,B1JVNmWGIX9LYJd,sta.3425621,+56 9 4363 1139,,9940,,,,
Pilar Miranda Negrete,pimine662@viajes.cl,,pimine129,+56 2 3270 0289,5264193,,,Fonasa,Full time,4
,césar9511179@marmol.com,3r2YM6Ivvg,Césarnaranjo122,+56 9 5178 7256,,0,,,,
Raquel Anguiano Carrillo,raquel7890643@viajes.cl,,,+56 9 9082 2786,2610229,,Nocturno,Colmena,Full time,4
Virginia Malave Nava,Virginianava347@marmol.com,omqCgv1k,virginia1530799,+56 2 1595 0629,,16456,,,,
,Sta.abeyta848@tourket.com,4NlfafLEDuQ,sta.4821350,+56 2 1006 1660,12030197,0,,,,7
Guadalupe Feliciano Medina,gufeme353@viajes.cl,4Ho774I3WW,gufeme985,+56 9 5527 7827,,,Diurno,Consalud,Part time,
Cecilia Guerra Valle,ceguva780@marmol.com,zJs2utgyO28MqBbY,cecilia7466599,+56 9 3748 6656,,0,,,,
Manuela Castellanos Almanza,manuela1493330@marmol.com,hIOpqw01U8Y1LFQb,manuela9556213,,9587262,16885,,,,K
Ricardo Caballero Candelaria,,5Zxa994b5Vq6,ricardo8581854,+56 9 1234 9191,10504755,13197,,,,K
Diana Mota Marrero,,0zU0ObkPtsd,diana9600394,+56 2 8627 5598,16813883,,Diurno,Consalud,Full time,0
María Eugenia Alcántar Moreno,maría6988790@viajes.cl,p7B76ygOiNZb,maría7384805,+56 9 3286 0684,-6107656,,Diurno,Banmédica,Part time,5
Sta. Carlos Gálvez Fonseca,sta.8465854@marmol.com,,sta.3383333,+56 2 7492 3821,15880387,17970,,,,9
,luis5325291@viajesanma.com,8NIaccQPGcpex4,luis8160580,+56 2 5936 8693,25109446,9174,,,,2
Anita Vélez Garrido,anita2563271@edubus.cal,8Fv0ErZ7ijxGWpN,,+56 9 0141 6263,1132063,-2604,,,,5
Magdalena Leal Gastélum,magdalena7353992@viajesanma.com,tdETg7Ji,magdalena9407738,+56 2 5936 4205,-13806204,6228,,,,K
Ricardo Nazario Candelaria,ricardo1089928@viajes.cl,,,+56 2 8582 8171,4675575,,Nocturno,Colmena,Part time,8
Alicia Meraz Guajardo,alicia306349@viajes.cl,04PQQErp,alicia6611174,+56 9 4881 1840,-11879763,,Nocturno,Colmena,,9
Isabela Serna Armendáriz,issear325@wass.com,u9ogGBAz9yIGK4BE,,+56 9 5695 2080,10364913,0,,,,7
Sra. María Teresa Soto Carrera,Sra.carrera208@viajes.cl,kX5yZxOd4xlONrfx,srmatesoca949,,-22588043,,Diurno,Colmena,Part time,3
Débora Marín Jáquez,démajá804@marmol.com,2XrW33v2OMV,démajá197,,4483900,11760,,,,8
Alejandra Acosta Estévez,alejandra4882857@marmol.com,cfDoPhs8lYlUb,alejandra3619799,,1034500,2265,,,,6
Sr. Sofia Meraz Terán,srsomete239@tourket.com,UWw0VKYox,sr.5685613,+56 9 2248 9309,,4102,,,,
Sra. Ana Morales Acosta,,jbaeV9Cgp,Sra.acosta828,+56 9 2502 4463,29978025,5364,,,,2
Carmen Zaragoza Monroy,Carmenmonroy403@wass.com,wHZoq4uV58Ot,cazamo268,+56 9 0800 5435,-11090238,0,,,,7
Fernando Páez Santiago,Fernandosantiago719@viajes.cl,jZn0uJw3b,Fernandosantiago806,+56 2 0330 6625,,,Diurno,Banmédica,Full time,
Sta. Jaime Beltrán Santiago,,aiYf62p9zH16a3,sta.2549257,+56 9 3181 0960,-17389440,-12975,,,,6
Sra. José Emilio Barragán Romero,sra.3023927@viajes.cl,,srjoembaro857,+56 9 4130 2186,1321160,,Nocturno,Fonasa,Part time,4
Barbara Rentería Orosco,Barbaraorosco643@marmol.com,nf7PFSEdMc,,+56 2 4809 7459,,0,,,,
Reina Granados Muñiz,Reinamuñiz132@wass.com,He5r6GwtIX1,reina708745,+56 2 0060 6715,,0,,,,
,julio9565706@outluc.com,DTetZy18UeSPak,Julioaguilera138,+56 9 4524 7690,-20790228,13329,,,,4
,ramiro7305292@tourket.com,dmLYpCwRT4,Ramirogarrido410,+56 9 3619 4752,6054101,7806,,,,9
Sra. Rosalia Peralta Armas,sra.4309217@wass.com,hZw1qQc3bFpYk2,,+56 9 6743 7030,8590630,,,,,5
Gabriel Otero Concepción,Gabrielconcepción497@wass.com,,gabriel1090263,,15576968,0,,,,8
Felipe Llamas Ledesma,felipe6832316@viajes.cl,tOHG5D40nFG8c,fellle211,+56 2 7277 0116,,,Diurno,Más vida,,
Alberto Arreola Urbina,Albertourbina668@outluc.com,ScNbS3rjmq2BpXHY,alberto4566786,+56 9 0317 5733,,0,,,,
,eva7265295@viajes.cl,RGcnW5Ekjfmn31Xx,eva9438276,+56 9 6236 7934,23842405,,Diurno,Consalud,Full time,4
Luz Alonzo Briseño,Luzbriseño529@viajes.cl,RdiM7BDaz4,luz5689588,+56 2 9450 6884,-21206771,,Nocturno,,Full time,7
Gregorio Villanueva Zapata,grviza106@viajesanma.com,CsTb5LQ3H,grviza971,+56 2 9314 9956,,7975,,,,
Julia Chávez Mota,juchmo933@marmol.com,li0UGEKc,,+56 2 1179 4377,658878,12301,,,,6
Elisa Batista Escamilla,Elisaescamilla453@outluc.com,dcNLMSW7r9zrj4p,Elisaescamilla933,+56 9 2651 7540,,18041,,,,
Ana Luisa Vásquez Adorno,Anaadorno127@viajes.cl,nLU8zO8I9ERuV,ana5696642,+56 2 4812 1550,-27745545,,Nocturno,Colmena,,5
Sta. Marco Antonio Carrasco Abrego,,9ZYHZCql86FiQKq,Sta.abrego796,+56 9 9852 7253,20504553,,Diurno,Colmena,Full time,8
Rodrigo Jaramillo Benavides,Rodrigobenavides625@viajes.cl,CYNWMdHHjpK3,,,5141622,,Nocturno,Banmédica,,8
,cooqso535@edubus.cal,blFl311lADA,cooqso897,+56 9 2129 1759,15837268,0,,,,1
Juan Cedillo Navarrete,jucena406@edubus.cal,f4BR5vrw,Juannavarrete638,,23791854,7420,,,,1
Raquel Canales Medrano,,HT0fdmFuoM,Raquelmedrano838,+56 2 6398 4994,10212547,,Nocturno,Colmena,,9
Anita Orellana Solorzano,,gsUVTFb8lGaGVB,Anitasolorzano694,,25669482,1200,,,,4
Estela Carrasco Velázquez,Estelavelázquez978@viajes.cl,prHar70F9y,estela9654522,+56 2 9166 0128,-6315172,,Diurno,Colmena,Part time,6
Daniela Partida Sandoval,Danielasandoval337@viajesanma.com,xXyqpFE8w3hw2s,,+56 2 3092 9908,10281436,0,,,,3
Sr. Julio Archuleta Ortiz,sr.9197608@edubus.cal,,Sr.ortiz943,+56 2 0695 3035,13906582,,,,,4
Sta. Martín Delgado Valentín,Sta.valentín448@viajesanma.com,nqFjvPrBEB0iUCrp,stmadeva281,,9994463,4760,,,,3
Adriana Montoya Nava,admona298@edubus.cal,m7qk3ixI5,Adriananava968,+56 9 6944 7502,,10446,,,,
Cristian Mata Almaraz,crmaal295@viajesanma.com,8QKzTXdolkFJ1X,crmaal835,+56 9 2706 8607,-25351709,6326,,,,3
Benjamín Godínez Alaniz,begoal365@viajes.cl,qh414Z8F9D2U,benjamín4562996,+56 2 0508 7394,,,,Consalud,Part time,
Gregorio Tafoya Verdugo,Gregorioverdugo611@viajes.cl,,grtave250,+56 2 4484 2894,222714,,Diurno,Colmena,Full time,2
,,32vIcYkk,sra.9376237,+56 9 6609 4952,6049138,4964,,,,0
Ana María Romero Bañuelos,anmaroba800@edubus.cal,W7Jpk76E4PdE,Anabañuelos895,+56 9 3620 8851,,0,,,,
Marilu Villalpando Sandoval,,Sqaqu49vsFuHTE,mavisa662,+56 2 4596 6545,21991361,12129,,,,3
Elisa Robles Gamez,elisa1966489@viajes.cl,vduiiafjr0FE9B,,+56 9 8556 1261,26236227,,Diurno,Colmena,Part time,2
,sra.8391759@viajesanma.com,lvM5gjUXItkM6Nw,sra.5189951,+56 2 7385 0741,15461614,0,,,,4
Lourdes Alcaraz Terán,lourdes7060531@viajesanma.com,ws04G7A0f,,+56 9 9421 9831,18764707,2034,,,,K
Eloisa Baca Cabrera,eloisa2231587@viajes.cl,OMuf9aCEFLEPcT,,+56 2 6926 1264,5507301,,Nocturno,Colmena,Full time,5
Luz Cantú Alcala,luz8264695@tourket.com,7Bte4FQQVae4Y4Mb,Luzalcala457,+56 9 0350 8290,,3540,,,,
Samuel Vélez Arce,Samuelarce313@marmol.com,gx55jTwMhu5veQuM,Samuelarce448,+56 9 0946 1425,,464,,,,
Sra. Gonzalo Segura Gollum,Sra.gollum378@edubus.cal,B6wiLBqx45,srgosego799,,26242982,34084,,,,2
Eloisa Domínguez Zúñiga,Eloisazúñiga114@marmol.com,7abeROQ8,Eloisazúñiga812,+56 2 6240 9773,-2512322,-8727,,,,0
Sr. Magdalena Serrato Zúñiga,srmasezú167@viajes.cl,,sr.7936602,+56 2 2063 7729,546811,,,Consalud,Part time,6
Julio César Porras Armas,Julioarmas913@edubus.cal,,julio7979292,+56 9 5884 7709,16168499,0,,,,6
Sta. Dolores Acevedo Sotelo,sta.4694721@viajes.cl,Rk7oPvj3z9JzVct,Sta.sotelo754,,25902403,,Nocturno,,Part time,K
,edblta482@viajesanma.com,ZaZqOu8hERpy4v6D,Eduardotapia222,+56 2 1216 7305,4422764,0,,,,9
Benito Alcaraz Ontiveros,benito3740311@tourket.com,51BkcdEZ,Benitoontiveros573,,17675413,8332,,,,3
Germán Ramos Valencia,Germánvalencia895@viajesanma.com,A9QtbKssukr,gerava458,+56 9 3461 0632,,682,,,,
Eva Cotto Cabán,,6MbWkDCNknz,evcoca187,+56 9 7701 6424,8986394,0,,,,5
Ana Luisa Olmos Leyva,Analeyva920@marmol.com,UqJ0NwKOoXHWFpr,,+56 2 1239 1385,20925713,7958,,,,0
,magdalena2503738@edubus.cal,IMh1RpMCIhv0L,magdalena1668886,+56 9 8376 4520,26077734,15751,,,,3
Mateo Manzanares Tello,,z1YS6uMlm,,,-5721943,19465,,,,2
Sr. Ángela Quintero Archuleta,Sr.archuleta598@edubus.cal,P2CmfgtnEbdp,sr.1326757,,19554501,,,,,4
Joaquín Gollum Maestas,jogoma467@viajes.cl,6pBqCTKZPRX,Joaquínmaestas158,+56 9 9742 2362,-26474575,,Diurno,Banmédica,Part time,6
Estela Guzmán Santacruz,estela7535658@outluc.com,wKo8hCfl,,+56 9 3732 6416,28321500,7017,,,,8
,,x1eFWi2uBjjPgLu,,+56 2 6454 9236,24142689,12538,,,,0
Sra. Felipe Tamez Madrigal,Sra.madrigal710@viajes.cl,,Sra.madrigal480,+56 9 1434 1346,13613852,,Nocturno,Banmédica,Part time,9
Carmen Espino Ureña,caesur719@tourket.com,4OT2tkbRg,caesur153,+56 9 7802 5467,,15400,,,,
Vicente Montañez Gallardo,vicente4080960@viajes.cl,NkcChccYB5AkVu,vicente9874711,+56 9 6721 5648,,,Diurno,,Part time,
Cristina Pizarro Vela,Cristinavela200@edubus.cal,FtTgm0MNAu,cristina9309143,+56 9 1287 9330,-18628492,1858,,,,5
Felipe Robledo Lebrón,felipe341832@outluc.com,AJtJMVv43Mzt1,ferole135,+56 9 6847 5550,,0,,,,
Rosario Caraballo Rodríquez,rosario3943568@viajes.cl,3LZYMDmZ,rosario7605299,,,,Nocturno,Colmena,Part time,
,Estergil582@marmol.com,t87WTj1GeKV8,Estergil181,,26450165,744,,,,2
María Teresa Altamirano Olivares,matealol980@edubus.cal,eKKJEZV5OFaT,Maríaolivares178,+56 2 1599 6555,,4468,,,,
Ramiro Ríos Partida,ramiro6530131@viajesanma.com,g2Ce8kngYW31,ramiro9781611,+56 9 0856 7255,,4864,,,,
Clara Bravo Salas,Clarasalas217@viajes.cl,,Clarasalas527,+56 9 7026 7948,2121774,,Diurno,Fonasa,Part time,3
,Benjamínchavarría618@marmol.com,dwEZ1CDe65YCmH,bevech941,+56 2 0498 8355,,15791,,,,
Gilberto Beltrán Bueno,,K5n7CuGyDOcOuK0J,Gilbertobueno234,+56 2 0751 7132,10027728,,Nocturno,Banmédica,Part time,K
Diego Paredes Alonzo,diego870315@marmol.com,,Diegoalonzo551,+56 9 8905 3638,26720351,27506,,,,2
Jorge Luis Adame Sedillo,Jorgesedillo847@viajes.cl,,Jorgesedillo338,+56 9 8780 2945,7865176,,Nocturno,Banmédica,Full time,8
Sr. Rafael Quintana Paredes,Sr.paredes590@outluc.com,ezQXVx3hTdTc,sr.7401107,,24835808,0,,,,4
Maricarmen Zelaya Haro,mazeha128@viajes.cl,n5sVgGH7Fj,Maricarmenharo431,,18168796,,Nocturno,Colmena,Full time,7
Débora Rivas Sedillo,,7JwNZzvqTFbMz,débora547680,+56 2 1611 9017,,0,,,,
Sta. Timoteo Chacón Negrete,sta.7294406@viajes.cl,g856YRf0ndcAhYl,sttichne527,+56 9 4855 7030,-18926939,,Diurno,Fonasa,,0
Francisco Trejo Correa,francisco4411563@viajes.cl,,frtrco240,+56 2 5996 1938,10626584,,Nocturno,Colmena,Part time,4
,namaol607@viajes.cl,O3sTS6W5evSeAp,Nataliaolivares180,+56 9 7912 2931,,,Diurno,Consalud,Part time,
Bernardo Corona Cadena,becoca620@tourket.com,5NKjVz0R9cnJ,,+56 2 5900 3060,18888016,10402,,,,9
Sr. Miguel Ángel Gutiérrez Cerda,Sr.cerda516@viajesanma.com,yzrZZ4xX,,,6041825,7942,,,,K
Soledad Rivas Benavídez,soribe864@viajesanma.com,drqLUtyn8BefvcF,Soledadbenavídez766,+56 9 7347 3488,,4062,,,,
,cristobal7682237@outluc.com,XRs2o6LG2iae,Cristobalbatista930,+56 2 1148 0060,692169,0,,,,8
,straalce812@viajesanma.com,4pVlxh2I3bb,straalce308,+56 2 9249 3076,14449250,0,,,,1
Sta. Felipe Cervántez Tejeda,stfecete911@outluc.com,XE83WDh3,sta.5656640,,26987138,1904,,,,5
Sta. Ernesto Mata Serrano,sta.1487939@wass.com,A3ObnzTUdf6Sz6CY,stermase519,,15666852,7000,,,,4
Sta. Eva Zarate Centeno,stevzace349@edubus.cal,oihH3ZNt6H540d,sta.9267961,+56 2 6630 3684,-16150346,-5481,,,,0
Mario Campos Águilar,mario7435376@tourket.com,rFgLWqqC0nUVd2yD,,+56 9 8299 8494,23217588,7230,,,,5
Pedro Nieto Malave,penima236@tourket.com,nkHByFXyb9,Pedromalave228,,9196053,6643,,,,2
Guillermo Orosco Tamez,Guillermotamez391@viajesanma.com,d72W5QJgHiR,guillermo5472135,,22819530,2469,,,,8
,jevare357@outluc.com,jO7YYRoARrhFOYsa,jerónimo7765135,+56 2 5528 7763,5151912,7540,,,,4
,gemodo459@viajes.cl,4QpTIwxxn6M,gemodo895,+56 2 6636 5638,23971949,,Nocturno,Fonasa,Full time,K
,tegues747@tourket.com,9X9u9wMWX,tegues349,+56 2 8949 3467,8113080,20624,,,,9
Marcela Adame Olivares,marcela3216289@viajes.cl,J2Ne7Af310hF,maadol103,,3474704,,Diurno,Colmena,Full time,0
José Hurtado Granados,johugr918@viajesanma.com,oaXf7P9AzVpc6nq,Joségranados111,+56 9 2974 0853,,5402,,,,
Sra. Adriana Ontiveros Carrero,sra.1795408@viajes.cl,7v9fmLeY,Sra.carrero920,+56 2 7366 7067,-29070662,,Nocturno,Colmena,Full time,9
,ancaes270@edubus.cal,BsxcA9lAZ3,ancaes996,+56 2 0993 1702,7358589,0,,,,9
Leticia Vera Sauceda,levesa397@edubus.cal,phrWxcYxWtOn2P,,+56 2 1904 7799,-2960722,0,,,,2
,Sr.carrera886@viajes.cl,cQhJFDdqOq30n,sr.9036482,+56 2 9863 7597,8577715,,Nocturno,Colmena,Full time,7
Luisa Vaca Munguía,Luisamunguía421@marmol.com,Ua7O0JOhPHg5,Luisamunguía668,+56 2 3241 2313,,0,,,,
Sra. Andrea Jiménez Quintanilla,sranjiqu198@viajes.cl,8tbbK8s7oiHI16,sranjiqu341,,3450998,,Nocturno,Consalud,Full time,0
Sta. Catalina Armas Ocasio,,l3Y0VJZvAgCzXry,stcaaroc248,+56 2 9038 5340,29782915,29063,,,,7
Jaime Vela López,javeló248@marmol.com,G7XD4k1SBGuu,Jaimelópez367,+56 9 3032 9281,-16280118,0,,,,K
Óscar Bernal Serna,ósbese400@viajes.cl,cElO7c3909,Óscarserna409,+56 2 9739 1296,,,Diurno,Fonasa,Full time,
Florencia Solorzano Estrada,Florenciaestrada212@viajes.cl,z10wnSY3nLe,Florenciaestrada235,+56 9 3172 1785,-3785384,,Nocturno,Fonasa,Full time,4
Mariano Villalpando Llamas,,LqTVW5GIq,Marianollamas142,+56 9 5996 2312,26323580,0,,,,0
Rosalia Dávila Mora,,,rosalia1545101,+56 2 5802 4716,16195280,5784,,,,K
,viresa520@viajes.cl,kp5J1xOBUGRzbK,viresa924,+56 2 6035 9543,5212247,,Diurno,Fonasa,Full time,3
Sta. María Eugenia Tijerina Ledesma,,a1HhscqrE,stmaeutile431,+56 2 1017 3872,28784931,15241,,,,1
Ignacio Aranda Adame,igarad395@edubus.cal,JSL62ADahvnkDYp,ignacio9565463,,4672424,5224,,,,0
,óscar184108@tourket.com,aV9qaUCKU0y47leu,ósmohe452,+56 9 7693 7129,3050749,4252,,,,5
Cristian Suárez Montenegro,Cristianmontenegro785@edubus.cal,1Yv1ajyi6DdSVwA,crsumo130,+56 2 7894 5311,,13375,,,,
Sr. Berta Villa Cornejo,sr.8696405@marmol.com,,srbevico248,+56 2 4986 7833,13378509,0,,,,4
Juana Vega Matos,juvema506@marmol.com,LkzBJLW9T,,+56 9 7699 5867,24094706,,,,,4
Santiago Gurule Longoria,,it1pTz2Oh7MHLf2X,santiago6474246,+56 2 5025 8193,2940106,,Diurno,Consalud,Full time,3
Miguel Salas Delao,misade400@marmol.com,,Migueldelao754,+56 2 7924 2271,18503475,0,,,,5
Sra. Gloria Macías Barragán,sra.5975480@viajes.cl,Ww7d19T51tzPlyt,Sra.barragán664,,25149604,,Diurno,Colmena,Part time,8
Cristobal Riojas Escobar,cristobal2538150@wass.com,S7HXbKeGr7Y3NPHV,cristobal8049802,+56 9 9759 5020,,0,,,,
Marilu Miranda Meléndez,,mKw969SptCE,marilu4565757,+56 2 8953 6169,-20176562,,Nocturno,Banmédica,Full time,5
Sta. Estela Matos Camacho,,cK3PJ7yx85Nxrbt,Sta.camacho648,+56 2 7173 6845,27655898,0,,,,6
María José Villareal Cano,Maríacano744@viajes.cl,ooipSRj921DhaN,,+56 2 7966 8804,25795170,,,Más vida,Full time,7
Ernesto Garza Quiñónez,ernesto3187128@viajes.cl,kj1MLFmr88WpdT,ernesto5138527,+56 2 2407 3129,-10510581,,Diurno,Más vida,Part time,9
Luisa Valentín Peralta,Luisaperalta279@wass.com,,luisa7159691,+56 9 3227 6861,21237141,2220,,,,6
Elvira Vera Fuentes,elvira2190388@wass.com,,Elvirafuentes898,+56 9 1484 7650,421090,4178,,,,5
Rosalia Farías Mireles,,Lh0oFbVBt,rofami908,+56 9 9361 7834,15796857,0,,,,2
,sra.3313341@marmol.com,cOHyJlh7J4,Sra.quiñónez625,+56 2 2565 8682,22327334,15429,,,,3
Fernando Santillán Banda,Fernandobanda559@wass.com,QdN8Q729jXY,,+56 9 5737 5266,18039542,0,,,,3
Germán Valles Calderón,germán728890@viajesanma.com,aIk9D84Zxp0G2wS,germán1505646,+56 9 4230 6932,,4889,,,,
Benito Ballesteros Alcántar,bebaal136@viajes.cl,eixSY820CCU,,+56 2 4167 5665,7328209,,Nocturno,Más vida,Full time,8
Gilberto Amaya Aguilera,gilberto6197396@wass.com,E9GipsG7DOWB,giamag292,+56 9 8444 5650,-20719055,1857,,,,1
Roberto Aparicio Alonso,Robertoalonso990@edubus.cal,zbR3kK6u,,+56 9 5121 1250,22559212,13911,,,,8
Gabriel Ramos Batista,garaba815@edubus.cal,eV7G8Y9O9I1zFRGI,gabriel6386605,+56 2 6097 7897,,3170,,,,
Carla Partida Romo,caparo751@tourket.com,SfKLM1YsN,carla1005123,+56 9 2582 2085,,2304,,,,
Josefina Linares Contreras,,G3UmkBKD,,+56 9 0947 7718,15898251,0,,,,K
Nicolás Cantú Orellana,nicaor451@edubus.cal,,Nicolásorellana717,+56 2 6092 0051,16744595,4800,,,,0
Martín Haro Montemayor,Martínmontemayor557@tourket.com,,,+56 9 0584 6537,2696088,4695,,,,6
Magdalena Carrillo Cavazos,,,Magdalenacavazos509,+56 2 3763 6217,3181716,0,,,,1
Silvia Abrego Bravo,,,silvia7555509,+56 2 0744 3152,-17437313,9540,,,,2
Enrique Navarrete Olivas,Enriqueolivas867@edubus.cal,uDItWLhr4H9,,+56 9 8748 6352,25449254,7409,,,,K
Sr. Óscar Colón Ozuna,,WyQHUoNl0iKVp,Sr.ozuna264,+56 2 9329 6992,27348257,,Nocturno,Fonasa,Full time,1
Pedro Castañeda Medrano,,uD61NFDSvf,pecame241,+56 2 0682 7059,14724569,,Diurno,Banmédica,,6
Ramiro Soto Madrigal,Ramiromadrigal438@viajes.cl,,rasoma357,+56 2 8732 4299,22776072,,Nocturno,Fonasa,Part time,9
César Hurtado Ulloa,césar4850162@outluc.com,mEUqkQU2HRl,césar3363618,+56 2 6165 2228,-15039331,0,,,,0
,óscar7955474@viajes.cl,,óslómi578,+56 2 8835 4519,27349558,,Diurno,Banmédica,Part time,4
,alejandro9007185@marmol.com,3q3HUC88yCvF,Alejandrobañuelos158,+56 9 2148 9573,19458395,750,,,,8
Jorge Luis Alcala Alaniz,jolualal605@viajes.cl,,jolualal332,+56 9 6893 6669,26700025,,Diurno,Colmena,Part time,5
Adriana Centeno Niño,adriana1757297@wass.com,,Adriananiño491,+56 2 8947 7899,16675155,0,,,,1
,Ángelamontemayor955@outluc.com,grnTalBLoH3dh24m,ánjamo637,+56 2 0456 5828,19777437,6882,,,,1
Óscar Partida Tovar,óscar8305124@viajes.cl,4pno4UfMth0s,Óscartovar974,+56 9 8667 3462,-19740241,,Nocturno,Consalud,Full time,5
Sara Lara Arguello,salaar544@outluc.com,qr7SLOE00,sara9127951,,25694304,12431,,,,2
Sonia Arriaga Pineda,Soniapineda919@outluc.com,J8mitk5FikD4lCB,,+56 9 4123 1804,13170941,,,,,2
Florencia Dueñas Peres,florencia2351752@outluc.com,exVN3vjkuDuBuHqm,florencia281450,,3981992,0,,,,9
Sra. Teresa Carrasco Ríos,sra.7925553@marmol.com,MVFgDaU67M,,+56 2 2979 0649,5940623,11367,,,,K
Guadalupe Montañez Mena,Guadalupemena974@edubus.cal,9SfYqVgjDS,gumome837,+56 9 3828 4930,,592,,,,
Sr. César Gálvez Solorio,Sr.solorio224@marmol.com,97MQPBJUWkov,srcégáso161,,17935591,10614,,,,4
Miguel Ángel Olvera Hernandes,Miguelhernandes767@viajes.cl,y3cxBmxa,Miguelhernandes834,+56 9 3535 2390,,,Diurno,Fonasa,Part time,
,Maytealejandro356@tourket.com,Fh9ed7oN,Maytealejandro979,+56 2 3132 9920,17616183,0,,,,3
Marisol Delao Sarabia,madesa636@outluc.com,,Marisolsarabia637,+56 9 8469 4229,18451279,0,,,,3
,evacmu558@tourket.com,Hz7gmZmclFFL59t7,Evamuro911,+56 2 0050 0237,29382063,2503,,,,5
Elsa Lara Leal,elsa4211235@wass.com,EWcyV1IbRo,elsa1866953,+56 2 2591 8641,,6752,,,,
Ramón Pedraza Rivas,raperi341@tourket.com,,ramón4354382,+56 9 8273 5083,4506284,0,,,,8
Daniel Figueroa Collazo,,c0k7pqubWGnOE,dafico126,+56 9 7946 3781,20133152,4079,,,,8
Joaquín Acevedo Trejo,Joaquíntrejo175@tourket.com,PMo2K29L9F,,+56 2 0033 2333,6018033,2502,,,,4
Barbara Valles Zúñiga,barbara670514@outluc.com,DqjA7ZHE5,bavazú349,+56 2 4336 5132,-19843530,0,,,,9
Sergio Carvajal Barrientos,secaba790@outluc.com,0iwnaKsBKMMU9v,Sergiobarrientos661,+56 2 1564 3515,-24873095,-9952,,,,1
Ramón Zavala Patiño,Ramónpatiño136@viajes.cl,BWlnhhjmWw07wP,,+56 2 5018 7724,-8583598,,Nocturno,Fonasa,Full time,K
,susana4946269@viajes.cl,BdW8yTdwUkRnj6B,Susanamontemayor214,+56 2 8039 0810,,,Nocturno,Consalud,Full time,
Sra. Julia Salinas Carreón,Sra.carreón490@viajes.cl,lCVur1ld9,Sra.carreón788,,12071682,,Nocturno,Más vida,Part time,4
Sr. Marcela Dávila Tovar,Sr.tovar121@viajesanma.com,y6VNAlDacv03at,sr.3243288,,24984158,3894,,,,7
María Elena Cordero Gutiérrez,Maríagutiérrez642@marmol.com,tU37YnilNi,maelcogu113,+56 2 3362 7239,-21831838,0,,,,K
Clara Valdivia Corrales,,1OP49mGZKbuW,clara1374681,+56 2 9581 1900,303769,,,Fonasa,Part time,K
José Jaimes Tirado,jojati469@edubus.cal,1A7LiTWVxXr96v,josé6345685,+56 9 5161 8130,,,,,,
Inés Leiva Ayala,,n4bt7kPMKamW4,inés3473793,+56 9 8675 1952,18705020,8133,,,,0
Eduardo Apodaca Cantú,Eduardocantú317@tourket.com,5x5mtJKXQJI26,eduardo2049174,+56 9 4819 2958,-3536560,0,,,,5
Hugo Laboy Soria,Hugosoria320@outluc.com,ewQCRbXmdq3eZlY,,+56 9 0435 5254,15069917,,,,,7
Marco Antonio Orta de Anda,maanordean108@viajes.cl,6HbcTg20fB,maanordean964,,29647573,,Nocturno,Banmédica,Part time,4
Alejandra Medrano Ortiz,alejandra5219541@viajes.cl,7fqIVLRqI26Z8,almeor510,,23688611,,Nocturno,Más vida,Part time,5
,frcuca596@viajes.cl,SmgZ8VNXncT5y84,Franciscacarrasco968,+56 9 5751 4339,3657164,,,Consalud,Full time,0
Victoria Montez Cruz,victoria4265946@viajes.cl,,,+56 2 6521 9863,22985248,,Nocturno,Consalud,Part time,5
Horacio Alemán Espinal,horacio9560543@viajes.cl,AnNkjoE0L,,+56 9 3301 6322,-23462081,,Nocturno,Más vida,,9
Gilberto Nájera Urías,,VdMnRWK9K84,gilberto1543266,+56 9 3751 1567,9172145,0,,,,7
Sra. Manuela Cabán Lucero,srmacalu272@viajes.cl,1oluRQuC,Sra.lucero168,+56 2 8668 5707,,,Diurno,Más vida,Part time,
,Sra.calderón675@edubus.cal,,sra.6560936,+56 2 8846 7793,-7903850,279,,,,4
Timoteo Barela Apodaca,timoteo6321362@viajes.cl,g2sJpgpK9S7x,,+56 9 2538 5826,25735306,,Nocturno,Fonasa,Part time,0
,esteban2064919@wass.com,HkUIY62O0yw5,Estebantamayo570,+56 2 1839 9289,6287490,362,,,,2
Gabriela Alonso Valle,Gabrielavalle883@marmol.com,,,+56 2 9770 7423,-7854417,0,,,,1
Susana Santacruz Ballesteros,Susanaballesteros230@edubus.cal,OpR6RFmT2kI3icH,,+56 9 8743 1516,13801884,0,,,,9
