nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Ricardo Téllez Quiroz",28.538.303,0,ritOoqu@tourket.ceele,Ricardoquiroz,tKvypNq08cLoGcG,"+56 2 9452 5051",9070,71556,"Salida con Amigos",545290,2025-02-11,436000,2
"Sta. Ramiro Gamboa Carranza",24.534.681,6,sta.2954@wass.com,sta.9656,G48ttyhUFKo,+56-9-5063-3858,3208,61808,"Salida con Amigos",545295,2025/05/13,-1694000,7
x,8787133,9,TomOesrincOIn@marmol.com,x,T0IYQwRUxl87qe,x,8494,67259,x,545298,2025-03-01,530000,x
"Manuela Madrid Moreno",16852407,2,Manuelamoreno@tourket.com,mamamo,x,"+56 2 7304 8735",8800,x,x,x,2026-03-18,x,6
"Concepción Valles Abeyta",22.580.260,2,concepciOIn9985@viajesanma.com,concepción5645,qK9oDjkbN228o,"+56 2 4316 5476",5929,61380,"Cena de Trabajo",545316,2025-06-26,360000,6
"Salvador Valenzuela Jáquez",6.838.276,x,SalvadorjOequez@@tourket.com,salvador9640,XeZQF57An75,x,x,67156,x,545323,2026-06-25,220000,x
"Jorge Luis Villalobos Otero",27430852,4,jorge1142@@marmol.com,jorge3291,tEVwP1hg6b0EbxN,"+56 9 5838 2950",4920,71316,"Cena de Trabajo",545339,2025-05-26,-354000,3
"Jorge Luis Villalobos Otero",27.430.852,4,jorge1142@@marmol.com,jorge3291,tEVwP1hg6b0EbxN,"+56 9 5838 2950",4920,71316,"Cena de Trabajo",545340,2025/09/14,-891000,3
"Norma Vega Estévez",6007574,3,norma6674@@viajesanma.com,Normaestévez,8wB6HT5XrcSxs,"+56 9 5294 3385",4829,67177,"Salida con Amigos",545349,2025-06-22,-1160000,8
x,2868877,x,anpOell@marmol.com,andrea8005,GGL3ae30UmbyQ,"+56 2 8995 0749",6923,x,x,545382,2025/01/05,360000,x
"Andrea Páez Llamas",2.868.877,x,x,andrea8005,x,x,6923,x,"Salida con Amigos",545384,2025-01-10,999000,9
"Esteban Macías Ordóñez",9842046,0,EstebanordOIO�ez@edubus.cal,Estebanordóñez,Yr5Gyjdf2vx,"+56 2 3941 0166",8135,71122,"Cena de Trabajo",545387,2025-08-20,1750000,10
"Esteban Macías Ordóñez",9842046,0,EstebanordOIO�ez@edubus.cal,Estebanordóñez,Yr5Gyjdf2vx,"+56 2 3941 0166",8135,71122,"Cena de Trabajo",545388,2025-03-25,1100000,10
"Elvira Rentería Cantú",x,x,elvira5758@tourket.com,x,x,"+56 9 2546 7607",9814,67886,Vacaciones,545398,2025-09-27,x,1
"Sra. Patricia Patiño Candelaria",25736418,6,x,Sra.candelaria,x,+56-2-9590-9475,8070,x,x,545444,x,800000,10
"Miguel Ángel Carrera Nájera",19.019.469,8,miguel7503@wass.com,miáncaná,Ju8Waa3w25,"+56 2 6811 7546",2101,63940,"Salida con Familia",545445,2025-06-19,440000,10
"Sonia Cervantes Linares",28588339,x,x,x,DQXpY8vPw8X,"+56 9 2219 1089",1063,63364,Vacaciones,545465,x,544000,x
"Arturo Guajardo Calderón",22.690.539,1,arturo6055@edubus.cal,arguca,D7TWrVLprJ2sDYo,+56-9-9687-5914,7683,71869,"Salida con Amigos",545487,2025-01-25,2040000,10
x,22690539,1,arturo6055@edubus.cal,arguca,D7TWrVLprJ2sDYo,x,x,71869,"Salida con Amigos",545495,2025-01-04,x,x
"Alfredo Parra Granados",9.124.446,2,alpagr@edubus.cal,alfredo2605,m4nhGvFBjAwUR9M,"+56 2 4248 9581",5599,67747,"Cena de Trabajo",545496,2025/11/07,864000,8
"Amalia Burgos Hurtado",14.753.931,2,amalia5927@wass.com,ambuhu,BWh5rp2lZQgmEb,"+56 2 3568 3138",5471,69730,"Cena de Trabajo",545502,2025-01-30,-704000,2
"César Razo Leyva",20.460.073,2,cOorale@tourket.com,Césarleyva,myVrj49HbcA4nKV,"+56 9 0433 5543",7456,70882,Aniversario,545528,2025-01-04,768000,6
"Leonor Granado Soto",5.346.595,1,leonor3494@edubus.ceele,Leonorsoto,EyyH7W1lTSc5cyX4,"+56 9 6578 1626",5752,71636,Aniversario,545537,2025-07-22,110000,2
"Alejandro Camarillo Verdugo",9294109,4,alcave@@tourket.com,alcave,cCgoFEcM8O,"+56 9 1101 3514",2957,68255,Aniversario,545550,2025-01-06,1665000,9
"Diana Valverde Ramírez",11.266.970,1,DianaramOArez@edubus.cal,Dianaramírez,9KEA2tF3M6gix,"+56 2 5927 1439",596,69963,Aniversario,545576,2026-04-04,434000,7
"Sta. Diego Miranda Huerta",22.439.598,1,Sta.huerta@edubus.cal,stdimihu,q2hlOMpj5FcSH,"+56 2 0417 2708",9647,71443,Vacaciones,545629,2025-05-12,104000,4
"Eloisa Mateo Quiroz",15.608.281,3,eloisa7251@marmol.com,Eloisaquiroz,2bnBsKcCc3AG,"+56 9 3328 5353",9794,72073,"Salida con Amigos",545632,2025-11-26,276000,4
"Sra. Elisa Ozuna Piña",15.134.222,1,srelozpi@tourket.com,Sra.piña,84vVIRmxBvuJ,"+56 9 7418 8332",6803,62649,"Cena de Trabajo",545655,2025-10-25,-1035000,9
"Sr. Sofia Solís Cotto",6702689,x,sr.462@marmol.com,x,x,x,6982,66364,"Cena de Trabajo",x,2025-04-13,1026000,6
"Marco Antonio Perales Cerda",1.650.992,2,maanpece@edubus.ceele,maanpece,hQrO6f5ilRChWIe,"+56 2 5892 1513",1369,66044,Aniversario,545696,2026/01/10,1250000,10
"Sta. Concepción Olivo Ocampo",15.752.489,5,stcooloc@viajesanma.com,stcooloc,TD6TM0s8Sw,"+56 2 9133 3229",4655,63855,"Cena de Trabajo",545705,2025-05-16,-635000,5
"Claudio Sáenz Galarza",13799609,0,x,Claudiogalarza,cm1LFkTWrj47SY,x,x,68746,"Salida con Familia",x,x,530000,5
"Ramiro Castañeda Cedillo",x,x,x,racace,x,"+56 9 3393 5249",571,x,"Salida con Amigos",545760,2025-09-03,2023000,7
"Gilberto Enríquez Aragón",3.455.466,8,gienar@outluc.com,gilberto2529,cHEUJAcGp8DXt,"+56 2 3081 3854",6895,62090,Vacaciones,545777,2025-01-12,170000,1
"Julio César Benítez Arevalo",8381240,x,x,julio8726,a6CceSA4WFcAdO,x,146,69473,Vacaciones,x,2025-02-01,x,7
"Hernán Saucedo Canales",17.203.840,9,hernOen5146@tourket.com,hesaca,ymd85kCC,+56-2-3401-2905,3824,65746,Aniversario,545815,2025-02-16,784000,7
x,x,9,hernOen5146@@tourket.com,hesaca,ymd85kCC,"+56 2 3401 2905",x,65746,Aniversario,x,2025/07/16,x,7
"Emilio Serrano Alcántar",16.351.397,8,emseal@tourket.com,emilio8161,qCKPJD1g,"+56 9 0101 7935",4993,66025,"Cena de Trabajo",545855,2025-12-20,1530000,10
"Cristian Santillán Almanza",11116815,x,x,x,x,"+56 9 6801 0816",4596,71170,x,545870,2026/01/29,468000,3
"Sta. Maricarmen Ruelas Oquendo",22.255.490,0,sta.207@viajesanma.com,Sta.oquendo,4bSEoOaRlc3U2,"+56 2 8393 3626",5686,68512,"Salida con Amigos",545879,2025-02-11,1305000,9
"Juan Carlos Franco Covarrubias",28.986.331,1,Juancovarrubias@tourket.ceele,jucafrco,Gm5lRQ2CCl,"+56 9 5692 7796",292,69206,"Cena de Trabajo",545901,2025-11-26,1475000,5
"Víctor Manzanares Gurule",7353435,6,vOActor7005@@outluc.com,Víctorgurule,LWKvjDLO0F,"+56 2 9464 5041",3210,61961,Vacaciones,545904,2025-06-21,2130000,10
"Sr. Marcos Cabán Lebrón",9.558.282,6,sr.8138@outluc.com,srmacale,VkuO8M0NVTgkQV,"+56 9 3656 8465",7838,62680,Vacaciones,545919,2025-04-04,693000,9
"Victoria Villagómez Granados",x,x,vivigr@@viajesanma.com,Victoriagranados,I3tfC6PqW2MY,"+56 9 3461 0837",7941,64547,x,545945,x,496000,x
"Victoria Villagómez Granados",26.526.763,7,vivigr@viajesanma.com,Victoriagranados,I3tfC6PqW2MY,"+56 9 3461 0837",7941,64547,Vacaciones,545946,2026-05-29,1368000,8
x,20087389,0,PatriciaramOIn@wass.com,x,Y8eUCnKbkk,"+56 9 1024 9095",1102,x,"Salida con Amigos",545951,x,x,8
"Adán Herrera Grijalva",16.408.511,2,adOen5935@wass.com,adhegr,YXFYI2djaZ,"+56 2 8096 3099",3871,71639,Aniversario,545959,2025-02-06,561000,3
"Florencia Saldaña Mata",4.593.577,9,Florenciamata@edubus.cal,flsama,0jHILpc0RnPtUC,+56-9-5856-0489,460,68961,"Salida con Amigos",545964,2026-01-18,352000,8
"Gregorio Lucero Madrigal",3720799,3,grluma@@viajesanma.com,grluma,2aSviFzc4yB,"+56 2 5946 0510",2005,65846,"Salida con Amigos",545978,2025-10-08,-505000,5
"Gregorio Lucero Madrigal",3.720.799,3,x,grluma,2aSviFzc4yB,"+56 2 5946 0510",2005,65846,"Salida con Amigos",x,x,x,x
"Diana Jurado Angulo",6.922.274,9,diana3316@outluc.com,diana4056,r01EWPgMl,+56-9-4594-5701,5448,62596,"Salida con Familia",545991,2025-01-23,-82000,1
"Jerónimo Aguayo Marroquín",x,2,x,x,Wx1fSlxei7D,"+56 9 4149 8949",9534,68645,x,545997,2025-01-11,x,10
"Pablo Saldivar Correa",8.488.975,0,Pablocorrea@marmol.com,pasaco,aq64l09Ut0VXk,"+56 2 7005 6906",3721,65454,"Salida con Amigos",546028,2025-04-02,976000,8
"Adán Cavazos Bonilla",21096581,5,adcabo@@viajesanma.com,adcabo,qF3hlSBr7WL48,"+56 2 0565 4057",5719,67847,Vacaciones,546051,2025-05-12,749000,7
"Sta. Juan Segovia Guerra",12.146.300,8,sta.6563@edubus.cal,sta.5030,cTh28UWO94,"+56 2 2575 4269",9143,65060,"Salida con Amigos",546084,2025/02/19,1585000,5
"Sta. Juan Segovia Guerra",12146300,8,sta.6563@@edubus.cal,sta.5030,cTh28UWO94,"+56 2 2575 4269",9143,65060,"Salida con Amigos",546092,2025-02-06,795000,5
"Caridad Banda Estrada",17.794.744,x,x,Caridadestrada,x,"+56 9 4941 5744",8535,62883,Aniversario,x,x,900000,9
"Sta. Gerardo Carreón Macías",22.046.384,2,stgecama@@edubus.cal,sta.8746,Zs9ovRDV,"+56 9 9573 0029",2396,63715,Vacaciones,546131,2025-05-17,1638000,6
"Sra. Diana Escalante Martínez",25428160,3,srdiesma@@marmol.com,Sra.martínez,gp35upg7jBPZy,"+56 2 9229 0193",694,63476,"Cena de Trabajo",546145,2025-02-26,-2653000,7
"Mario Delagarza Castellanos",8.656.848,9,x,madeca,dv36s7F73jb2XJNw,+56-2-5985-2746,x,x,"Cena de Trabajo",x,2025-01-18,x,5
"Sta. Rodrigo Ramos Vallejo",3.773.089,0,Sta.vallejo@tourket.com,strorava,z5yk0z9z1hAO,"+56 2 5778 1583",1328,69022,Aniversario,546165,2025-09-13,-293000,1
"Carmen Cedillo Leal",21.572.222,8,cacele@outluc.com,carmen7335,z2bi9oT1TeWOjWBN,"+56 2 2784 5653",5519,68189,"Cena de Trabajo",546203,2026-01-05,1840000,10
"Josefina Nazario Gonzales",9.394.425,9,josefina6216@@marmol.com,jonago,fHhaWn4ci7E9,"+56 9 6033 6469",2798,69859,"Salida con Familia",546205,2025-02-26,858000,6
"Sonia Escobar Patiño",12653293,8,SoniapatiO�o@wass.com,soespa,b4XaPbYofRIPR,"+56 9 5265 8032",6907,65848,"Cena de Trabajo",546210,2025-02-28,2214000,9
"Sra. Soledad Piña Saldaña",23947008,4,srsopisa@@tourket.com,sra.2138,N88nGAojr1,"+56 9 9481 5498",8322,62871,"Salida con Familia",546223,2025-04-18,1197000,9
"Dorotea Echevarría Serrano",28919463,0,Doroteaserrano@@marmol.com,doecse,C4wjyhS6l90rl,"+56 9 9506 9684",9332,70141,Vacaciones,546241,2025/07/04,-749000,7
"Dorotea Echevarría Serrano",28.919.463,0,Doroteaserrano@marmol.com,doecse,C4wjyhS6l90rl,"+56 9 9506 9684",9332,70141,Vacaciones,546247,2025/05/29,658000,7
"Luz Palacios Cordero",2.074.176,7,Luzcordero@outluc.com,x,Z6mRcjnaU8zf17l6,"+56 2 1134 4658",6594,63961,x,x,x,x,6
"Luz Palacios Cordero",2.074.176,7,Luzcordero@outluc.ceele,luz109,Z6mRcjnaU8zf17l6,+56-2-1134-4658,6594,63961,Vacaciones,546256,2025-01-21,1050000,6
"Josefina Hernández Robledo",19.635.968,0,johero@tourket.com,Josefinarobledo,1Fppu7KkGW,"+56 9 6828 0215",8069,61310,"Salida con Familia",546291,2025-07-13,1056000,6
"Josefina Hernández Robledo",19.635.968,0,johero@tourket.com,Josefinarobledo,1Fppu7KkGW,"+56 9 6828 0215",8069,61310,"Salida con Familia",546297,2025-03-13,516000,6
"Miguel Ángel Peres López",24.849.188,4,miOenpelOI@marmol.com,miguel2735,6FWhagdDKzF2uKxV,"+56 9 4849 9879",3810,62512,"Salida con Familia",546304,2025-04-09,752000,8
"Anita Peres Alarcón",8.483.489,0,AnitaalarcOIn@@viajesanma.com,anita3752,4QRrY5Ctz,+56-9-1478-9573,9113,61861,"Salida con Amigos",546312,2026-02-18,720000,9
"Alfredo Candelaria Saavedra",6.436.771,4,Alfredosaavedra@outluc.com,alfredo1247,rSFrt83tBjkKpvFa,"+56 2 4450 2743",8999,67081,"Salida con Amigos",546334,2025-10-16,268000,2
"Lucia Almaraz Bañuelos",21.710.041,0,lucia7153@viajesanma.com,Luciabañuelos,Z2Z49KQCz,"+56 2 1597 5023",1298,64276,"Salida con Familia",546346,2025-10-02,77000,1
"Anita Cordero Villanueva",5.757.508,5,anita4704@edubus.cal,anita5473,am9TSNjHcUP,"+56 9 0639 9077",6319,65888,"Cena de Trabajo",546357,2025-05-12,716000,4
x,23.934.263,x,x,Sra.leal,x,"+56 2 3046 4039",9293,x,Aniversario,546381,2025-03-12,1008000,7
"Sra. Manuela Tafoya Leal",23934263,9,x,Sra.leal,x,x,9293,x,Aniversario,546387,2026-01-01,x,7
"Sta. Marilu Delgadillo Badillo",15.114.628,7,sta.9234@viajesanma.com,sta.6935,bLcCX9ervcO4w,"+56 2 8522 3002",8869,62270,Vacaciones,546396,2025-02-15,792000,9
"Diana Morales Orozco",23.738.398,2,Dianaorozco@viajesanma.com,diana2439,z4bxo2zB,"+56 2 9616 9479",8852,71997,Vacaciones,546402,2025-07-21,268000,2
"Micaela Concepción Fonseca",16393708,5,micaela177@@edubus.cal,Micaelafonseca,kZusGVE2phTQPe,"+56 9 6225 0180",2466,64016,Aniversario,546410,2025-03-24,696000,6
"Micaela Concepción Fonseca",x,5,x,Micaelafonseca,kZusGVE2phTQPe,"+56 9 6225 0180",2466,x,Aniversario,546411,x,x,6
"Micaela Concepción Fonseca",16.393.708,5,micaela177@@edubus.cal,Micaelafonseca,kZusGVE2phTQPe,"+56 9 6225 0180",2466,64016,Aniversario,546412,2025-06-06,960000,6
"Eva Varela Granado",14395220,x,x,x,E3tRpHbNhG6U7,"+56 9 4362 9059",4991,67806,Aniversario,546447,x,-536000,x
"Daniela Noriega Longoria",14.309.872,9,danolo@viajesanma.ceele,danolo,bsSCh8Kw,+56-9-1838-0255,2290,62216,"Cena de Trabajo",546466,2025-07-09,1038000,6
"Ignacio Partida Galindo",x,1,Ignaciogalindo@viajesanma.com,Ignaciogalindo,x,"+56 2 0793 2571",9552,70943,x,x,x,420000,5
"Ignacio Partida Galindo",11.555.766,1,Ignaciogalindo@viajesanma.com,Ignaciogalindo,4opB4STePbM,"+56 2 0793 2571",9552,70943,"Cena de Trabajo",546471,2025-01-31,340000,5
"Esteban Alva Pedraza",16.086.635,7,esteban7169@marmol.com,Estebanpedraza,9FReSauBHL8yIPV2,"+56 2 0568 1702",2106,70762,"Salida con Familia",546494,2025-03-24,416000,4
"Sra. Luisa Sevilla Candelaria",5632789,4,x,x,iMCpAaE6h,"+56 9 8564 6241",466,69887,"Salida con Familia",x,x,x,3
"Josefina Badillo Salazar",23169228,x,josefina2635@wass.com,x,Cayu8uJThOZ,"+56 9 7337 5686",x,68193,x,546531,x,-516000,2
"Ángela Montañez Rojas",7484737,4,O�ngelarojas@@marmol.com,ánmoro,zEM8K4e6Xy1Is0,x,1070,x,x,x,x,645000,3
"Ángela Montañez Rojas",7484737,4,O�ngelarojas@marmol.com,ánmoro,zEM8K4e6Xy1Is0,"+56 9 4557 9962",1070,71140,"Salida con Familia",546533,2025-10-31,756000,3
"Ángela Montañez Rojas",7484737,4,O�ngelarojas@marmol.com,ánmoro,zEM8K4e6Xy1Is0,"+56 9 4557 9962",1070,71140,"Salida con Familia",546534,2025-10-16,294000,3
"Sra. Pablo Beltrán Alemán",13.809.837,0,Sra.alemOen@edubus.ceele,sra.5589,5P0XFOXCdlc9r5,"+56 9 6957 0951",416,70787,"Salida con Amigos",546550,2025-01-19,889000,7
"Raúl Pelayo Nevárez",12.081.970,4,x,raúl8381,x,"+56 9 0446 2512",x,62290,Aniversario,546569,x,1020000,x
"Marilu Soliz Ornelas",28813059,0,marilu3639@@wass.com,marilu7295,Zvb3kWI8il04a,"+56 2 1620 1552",3143,65783,Vacaciones,546584,2026-01-09,1314000,9
"Jorge Luis Alcántar Delgado",21.295.929,4,jorge1824@edubus.cal,jorge1100,SyJ96U8ND9VY,+56-9-4546-3889,9406,70078,Aniversario,546587,2025/03/04,928000,8
"Lorena Ulibarri Almonte",26.829.551,8,loulal@edubus.ceele,lorena8282,AYPAOpX7fcCJMq4,"+56 9 7938 4498",5480,69265,"Salida con Amigos",546589,2025-05-21,-435000,5
"Fernando Aguayo Ruelas",15.487.987,x,Fernandoruelas@wass.com,x,x,"+56 9 8646 1792",9742,62687,x,546595,2025-02-23,x,7
"Fernando Aguayo Ruelas",15.487.987,0,Fernandoruelas@wass.ceele,fernando142,u7Di8IjSbLMwieMz,"+56 9 8646 1792",9742,62687,"Cena de Trabajo",546601,2025/01/06,924000,7
"Cristian Guajardo Prieto",10.765.835,1,Cristianprieto@outluc.com,cristian4487,O2e1im22yn,"+56 2 8565 1160",651,66102,Aniversario,546635,2025-08-07,-1036000,4
"Esteban Macías Ordóñez",9842046,0,EstebanordOIO�ez@@edubus.cal,Estebanordóñez,Yr5Gyjdf2vx,"+56 2 3941 0166",8135,70462,Aniversario,546681,2025-03-08,2277000,9
"Lucas Esparza Briseño",10.545.569,0,luesbr@outluc.ceele,Lucasbriseño,XHs9bQrRNgbHO,"+56 9 9883 6061",3672,63169,Vacaciones,546691,2025/12/06,68000,2
"Marco Antonio Carmona Morales",24438041,7,x,Marcomorales,x,"+56 2 4584 5567",7933,x,x,546708,2025-11-15,x,6
"Ariadna Aguilera Lomeli",26.446.364,5,araglo@viajesanma.com,Ariadnalomeli,Ew94lhwSr,"+56 2 6067 8933",9761,67008,"Salida con Familia",546715,2026-02-28,890000,10
"Sta. Lucia Saiz Arias",10589967,x,Sta.arias@edubus.cal,Sta.arias,x,"+56 2 3995 2006",9614,x,"Cena de Trabajo",546721,x,x,9
"Teresa Carrera Orosco",27.527.093,8,teresa6658@viajesanma.com,teresa8417,uPtdCipcT2fbE,"+56 9 2324 1296",2377,69041,Vacaciones,546746,2025-04-15,194000,2
"Fernando Delarosa Cabán",20058502,0,FernandocabOen@outluc.com,x,x,"+56 2 0182 2985",921,70075,"Cena de Trabajo",x,2025-02-07,x,x
"Esteban Macías Ordóñez",9842046,0,EstebanordOIO�ez@edubus.cal,Estebanordóñez,Yr5Gyjdf2vx,"+56 2 3941 0166",8135,70462,Aniversario,546757,2025-01-02,392000,1
"Esteban Macías Ordóñez",9842046,0,EstebanordOIO�ez@edubus.cal,Estebanordóñez,Yr5Gyjdf2vx,"+56 2 3941 0166",8135,70462,Aniversario,546763,2025-01-07,217000,1
"Esteban Macías Ordóñez",9842046,0,EstebanordOIO�ez@edubus.cal,Estebanordóñez,Yr5Gyjdf2vx,"+56 2 3941 0166",8135,70462,Aniversario,546764,2025-01-06,154000,1
"María Barraza Valadez",15.765.066,1,marOAa6931@marmol.com,maría6472,RHV0yIMVWs,"+56 9 4927 1362",9191,71730,"Salida con Amigos",546772,2025-05-10,1170000,10
"Sr. Silvia Carbajal Nevárez",18061804,0,sr.1416@marmol.com,Sr.nevárez,x,x,4557,x,"Salida con Amigos",546794,x,x,1
"Norma Vanegas Hernandes",13453768,0,Normahernandes@@outluc.com,novahe,1toeu4QKgV84,"+56 2 8349 1556",1250,68494,"Cena de Trabajo",546803,2025-09-19,-286000,1
"Javier Esparza Hurtado",9893798,6,Javierhurtado@@marmol.com,jaeshu,JY4qbmNKIbtw32DL,"+56 2 6072 6825",460,61897,"Salida con Familia",546815,2025-07-15,292000,4
"Jaime Castellanos Maldonado",19.743.551,8,Jaimemaldonado@edubus.ceele,jacama,jA5WgDnou6f,"+56 2 1642 3546",7218,66329,"Salida con Familia",546832,2025-01-29,708000,4
x,19.743.551,8,x,x,jA5WgDnou6f,"+56 2 1642 3546",7218,66329,x,x,2025-02-05,528000,4
"César Olivárez Barrera",13434289,7,x,x,x,+56-2-3301-9159,189,66424,Vacaciones,546882,2025-08-04,x,x
x,22439598,1,x,stdimihu,x,"+56 2 0417 2708",9647,x,Vacaciones,546891,2025-01-17,1850000,x
"Sra. Juan Altamirano Valle",12964328,5,Sra.valle@@wass.com,sra.2250,tW7Ou1WFH,"+56 9 4266 5615",4800,64790,"Salida con Familia",546899,2025-06-05,1260000,7
"Esteban Jaimes Castro",21.668.607,1,esteban5801@viajesanma.com,esjaca,MF5ffESHC6u6JNz,+56-2-2550-8147,9064,69171,Aniversario,546902,2025-05-28,-200000,1
"Sta. Gabriel Benítez Fernández",2196148,5,sta.5820@@viajesanma.com,Sta.fernández,spkKXhutBheA24j,"+56 2 5388 3130",1452,65191,Vacaciones,546908,2025-02-02,-1180000,4
"Rosalia Polanco Mercado",16.968.636,0,rosalia376@marmol.com,rosalia2809,Nq848oh5ZKsV,"+56 2 1736 7249",3658,64758,"Salida con Familia",546917,2025/11/11,-1386000,6
"Rosalia Polanco Mercado",16968636,x,rosalia376@marmol.com,x,Nq848oh5ZKsV,x,3658,64758,x,546918,x,702000,6
"Sra. Florencia Sevilla Páez",20.170.515,0,Sra.pOeez@tourket.ceele,sra.2596,NVh53csj,"+56 2 4227 2072",8808,67077,Aniversario,546919,2026/03/01,182000,2
"Elvira Abreu Blanco",21.393.601,8,elvira8899@outluc.ceele,elabbl,40GmY0SebwhD3k,+56-9-8005-9898,9194,68385,Vacaciones,546928,2025/01/01,-1140000,10
"Cristobal Zambrano Sosa",8223430,6,Cristobalsosa@@edubus.cal,Cristobalsosa,9LVOMWX4y4zz6,"+56 2 5467 5559",5738,70414,"Cena de Trabajo",546937,2026-07-05,1085000,7
x,25289727,x,NicolOesnOUO�ez@viajesanma.com,x,wCEm2t0iRse3h,x,8216,x,"Salida con Amigos",546939,2025-11-12,-1218000,7
"Nicolás Guerrero Núñez",25289727,5,NicolOesnOUO�ez@viajesanma.com,nicolás2296,wCEm2t0iRse3h,"+56 9 6753 9778",8216,65249,"Salida con Amigos",546940,2026-07-18,763000,7
x,x,1,rosagr@marmol.ceele,x,eSxrM3wc5OGd,"+56 9 9641 7393",2866,71412,"Salida con Familia",546943,x,1665000,x
"Luz Varela Benavides",22.380.015,7,luvabe@edubus.cal,luvabe,kZ8Mp4uZ4,"+56 2 1350 1486",2853,66207,Aniversario,546945,2025-06-14,904000,4
"Ramón Verduzco Munguía",26.644.430,3,ramOIn4347@viajesanma.com,ravemu,jMK7VBXYO8by1Cwf,"+56 2 0335 2465",950,66726,"Salida con Familia",546962,2025-05-10,-1332000,9
"Natalia Sevilla Guzmán",x,x,NataliaguzmOen@viajesanma.com,Nataliaguzmán,x,x,1357,68717,"Salida con Familia",546985,2025-04-11,-1372000,x
"María Teresa Tejada Téllez",3.753.365,3,matetetOo@marmol.ceele,mateteté,aIvVl3vKp53CobNi,"+56 9 6873 5477",9767,66523,Aniversario,547010,2025-07-24,3320000,10
"Emilia Pantoja Castellanos",26.292.905,1,empaca@edubus.cal,emilia9416,t2Bb1kTG,+56-9-1633-3108,476,68444,"Cena de Trabajo",547021,2026/04/09,261000,3
"Claudio Lara Peralta",26.719.596,0,Claudioperalta@wass.com,claudio3068,i3j3bFQPz,"+56 2 9147 8217",9282,61741,"Salida con Familia",547043,2025-10-17,299000,1
"Salvador Aparicio Paz",23108084,x,salvador3953@edubus.cal,x,x,+56-2-4600-6715,893,71351,"Salida con Amigos",x,x,-708000,6
"Alfonso Gamboa Sanches",28.932.812,2,Alfonsosanches@edubus.ceele,algasa,MRqhC4tkvVtce,"+56 2 6416 7231",5682,69614,Aniversario,547081,2025-01-22,2040000,8
"Emilio Cordero Toro",x,9,Emiliotoro@@tourket.com,emcoto,i7NVVaMBvRCr29R,x,543,x,Vacaciones,x,x,1030000,10
"Emilio Cordero Toro",13735630,9,Emiliotoro@@tourket.com,emcoto,i7NVVaMBvRCr29R,"+56 2 8287 8156",543,65334,Vacaciones,547100,2025-04-08,840000,10
"Sr. Andrés Espinoza Ortega",9.634.053,2,Sr.ortega@tourket.com,Sr.ortega,3q3deDv1rOLVW2,"+56 9 4903 4919",7768,61240,Aniversario,547111,2025-01-03,270000,9
"Luz Velázquez Prado",19582064,3,luvepr@@tourket.com,luvepr,VdXnoBMs0s2Q,"+56 2 4079 8670",2840,62222,Aniversario,547123,2025/03/08,-850000,5
"Norma Garay Venegas",4.078.840,9,norma2960@marmol.ceele,norma5218,yS0XEHWlAr8,"+56 9 5812 8452",8627,65714,"Salida con Amigos",547129,2025-11-14,-970000,10
"Gerardo Tovar Camarillo",9.589.699,5,Gerardocamarillo@edubus.ceele,Gerardocamarillo,6lvVvJ900U08qn6,"+56 2 4989 8784",2377,70670,Aniversario,547139,2025-02-08,500000,4
"Claudia Camacho Dávila",26.663.352,1,ClaudiadOevila@marmol.com,claudia3300,KrB9UtahE3NhY,"+56 9 8126 7355",7122,66619,"Salida con Amigos",547150,2025-04-18,510000,6
"Sta. Natalia Maestas Garza",14.214.161,2,stnamaga@@tourket.com,Sta.garza,6cVeLnvRllhoWE,"+56 2 9317 5608",8202,67511,"Salida con Amigos",547151,2026-01-13,909000,9
"Sta. Natalia Maestas Garza",x,2,stnamaga@tourket.ceele,Sta.garza,x,"+56 2 9317 5608",8202,67511,x,547157,x,x,9
"Clara Castro Olivo",3621779,x,x,Claraolivo,QUKC3RXt3uuK6fm,"+56 9 3605 0611",x,x,x,547186,2025-02-02,984000,6
x,x,8,jorge9889@outluc.com,Jorgesisneros,x,"+56 9 3841 3620",3560,62119,x,547194,2025-01-22,x,5
"Mayte Partida Sanches",8.005.720,2,mayte3569@marmol.com,mapasa,aZ6Qak0R,"+56 2 3024 0476",1973,67923,Aniversario,547201,2025-07-05,420000,3
"María José Jaramillo Mascareñas",26202006,1,MarOAamascareO�as@wass.com,maría5822,SLKSV0sha,"+56 9 4531 8414",8616,70374,"Salida con Familia",547229,2025-06-01,63000,1
"María José Jaramillo Mascareñas",26202006,1,MarOAamascareO�as@wass.com,maría5822,SLKSV0sha,"+56 9 4531 8414",8616,70374,"Salida con Familia",547231,2025-12-10,182000,1
"María José Jaramillo Mascareñas",26202006,1,MarOAamascareO�as@wass.com,maría5822,SLKSV0sha,"+56 9 4531 8414",8616,70374,"Salida con Familia",547232,2025-07-30,16000,1
"Sra. Berta Armijo Palomino",16818403,4,x,sra.3466,x,+56-2-5224-5050,5298,67809,Vacaciones,x,x,x,1
"Vicente Gaitán Fajardo",20.467.753,0,Vicentefajardo@outluc.com,Vicentefajardo,tcukTtp1,"+56 2 4722 4397",3571,70734,Aniversario,547249,2025/05/31,205000,1
